Title,Chapter,Player,Line,Line ID,Stage Direction
,,,"Had he been vanquisher; as, by the same covenant,",1.1.106,
,,,"And carriage of the article design'd,",1.1.107,
,,,"His fell to Hamlet. Now, sir, young Fortinbras,",1.1.108,
,,,"Of unimproved mettle hot and full,",1.1.109,
,,,Hath in the skirts of Norway here and there,1.1.110,
,,,"Shark'd up a list of lawless resolutes,",1.1.111,
,,,"For food and diet, to some enterprise",1.1.112,
,,,That hath a stomach in't; which is no other--,1.1.113,
,,,As it doth well appear unto our state--,1.1.114,
,,,"But to recover of us, by strong hand",1.1.115,
,,,"And terms compulsatory, those foresaid lands",1.1.116,
,,,"So by his father lost: and this, I take it,",1.1.117,
,,,"Is the main motive of our preparations,",1.1.118,
,,,The source of this our watch and the chief head,1.1.119,
,,,Of this post-haste and romage in the land.,1.1.120,
,,BERNARDO,,,
,,,I think it be no other but e'en so:,1.1.121,
,,,Well may it sort that this portentous figure,1.1.122,
,,,Comes armed through our watch; so like the king,1.1.123,
,,,That was and is the question of these wars.,1.1.124,
,,HORATIO,,,
,,,A mote it is to trouble the mind's eye.,1.1.125,
,,,"In the most high and palmy state of Rome,",1.1.126,
,,,"A little ere the mightiest Julius fell,",1.1.127,
,,,The graves stood tenantless and the sheeted dead,1.1.128,
,,,Did squeak and gibber in the Roman streets:,1.1.129,
,,,"As stars with trains of fire and dews of blood,",1.1.130,
,,,Disasters in the sun; and the moist star,1.1.131,
,,,Upon whose influence Neptune's empire stands,1.1.132,
,,,Was sick almost to doomsday with eclipse:,1.1.133,
,,,"And even the like precurse of fierce events,",1.1.134,
,,,As harbingers preceding still the fates,1.1.135,
,,,"And prologue to the omen coming on,",1.1.136,
,,,Have heaven and earth together demonstrated,1.1.137,
,,,Unto our climatures and countrymen.--,1.1.138,
,,,"But soft, behold! lo, where it comes again!",1.1.139,
,,,,,Re-enter Ghost
,,,"I'll cross it, though it blast me. Stay, illusion!",1.1.140,
,,,"If thou hast any sound, or use of voice,",1.1.141,
,,,Speak to me:,1.1.142,
,,,"If there be any good thing to be done,",1.1.143,
,,,"That may to thee do ease and grace to me,",1.1.144,
,,,Speak to me:,1.1.145,
,,,,,Cock crows
,,,"If thou art privy to thy country's fate,",1.1.146,
,,,"Which, happily, foreknowing may avoid, O, speak!",1.1.147,
,,,Or if thou hast uphoarded in thy life,1.1.148,
,,,"Extorted treasure in the womb of earth,",1.1.149,
,,,"For which, they say, you spirits oft walk in death,",1.1.150,
,,,"Speak of it: stay, and speak! Stop it, Marcellus.",1.1.151,
,,MARCELLUS,,,
,,,Shall I strike at it with my partisan?,1.1.152,
,,HORATIO,,,
,,,"Do, if it will not stand.",1.1.153,
,,BERNARDO,,,
,,,'Tis here!,1.1.154,
,,HORATIO,,,
,,,'Tis here!,1.1.155,
,,MARCELLUS,,,
,,,'Tis gone!,1.1.156,
,,,,,Exit Ghost
,,,"We do it wrong, being so majestical,",1.1.157,
,,,To offer it the show of violence;,1.1.158,
,,,"For it is, as the air, invulnerable,",1.1.159,
,,,And our vain blows malicious mockery.,1.1.160,
,,BERNARDO,,,
,,,"It was about to speak, when the cock crew.",1.1.161,
,,HORATIO,,,
,,,And then it started like a guilty thing,1.1.162,
,,,"Upon a fearful summons. I have heard,",1.1.163,
,,,"The cock, that is the trumpet to the morn,",1.1.164,
,,,Doth with his lofty and shrill-sounding throat,1.1.165,
,,,"Awake the god of day; and, at his warning,",1.1.166,
,,,"Whether in sea or fire, in earth or air,",1.1.167,
,,,The extravagant and erring spirit hies,1.1.168,
,,,To his confine: and of the truth herein,1.1.169,
,,,This present object made probation.,1.1.170,
,,MARCELLUS,,,
,,,It faded on the crowing of the cock.,1.1.171,
,,,Some say that ever 'gainst that season comes,1.1.172,
,,,"Wherein our Saviour's birth is celebrated,",1.1.173,
,,,The bird of dawning singeth all night long:,1.1.174,
,,,"And then, they say, no spirit dares stir abroad;",1.1.175,
,,,"The nights are wholesome; then no planets strike,",1.1.176,
,,,"No fairy takes, nor witch hath power to charm,",1.1.177,
,,,So hallow'd and so gracious is the time.,1.1.178,
,,HORATIO,,,
,,,So have I heard and do in part believe it.,1.1.179,
,,,"But, look, the morn, in russet mantle clad,",1.1.180,
,,,Walks o'er the dew of yon high eastward hill:,1.1.181,
,,,"Break we our watch up; and by my advice,",1.1.182,
,,,Let us impart what we have seen to-night,1.1.183,
,,,"Unto young Hamlet; for, upon my life,",1.1.184,
,,,"This spirit, dumb to us, will speak to him.",1.1.185,
,,,"Do you consent we shall acquaint him with it,",1.1.186,
,,,"As needful in our loves, fitting our duty?",1.1.187,
,,MARCELLUS,,,
,,,"Let's do't, I pray; and I this morning know",1.1.188,
,,,Where we shall find him most conveniently.,1.1.189,
,,,,,Exeunt
,SCENE II. A room of state in the castle.,,,,
,,,,,"Enter KING CLAUDIUS, QUEEN GERTRUDE, HAMLET,  POLONIUS, LAERTES, VOLTIMAND, CORNELIUS, Lords, and Attendants"
,,KING CLAUDIUS,,,
,,,Though yet of Hamlet our dear brother's death,1.2.1,
,,,"The memory be green, and that it us befitted",1.2.2,
,,,To bear our hearts in grief and our whole kingdom,1.2.3,
,,,"To be contracted in one brow of woe,",1.2.4,
,,,Yet so far hath discretion fought with nature,1.2.5,
,,,"That we with wisest sorrow think on him,",1.2.6,
,,,Together with remembrance of ourselves.,1.2.7,
,,,"Therefore our sometime sister, now our queen,",1.2.8,
,,,"The imperial jointress to this warlike state,",1.2.9,
,,,"Have we, as 'twere with a defeated joy,--",1.2.10,
,,,"With an auspicious and a dropping eye,",1.2.11,
,,,"With mirth in funeral and with dirge in marriage,",1.2.12,
,,,"In equal scale weighing delight and dole,--",1.2.13,
,,,Taken to wife: nor have we herein barr'd,1.2.14,
,,,"Your better wisdoms, which have freely gone",1.2.15,
,,,"With this affair along. For all, our thanks.",1.2.16,
,,,"Now follows, that you know, young Fortinbras,",1.2.17,
,,,"Holding a weak supposal of our worth,",1.2.18,
,,,Or thinking by our late dear brother's death,1.2.19,
,,,"Our state to be disjoint and out of frame,",1.2.20,
,,,"Colleagued with the dream of his advantage,",1.2.21,
,,,"He hath not fail'd to pester us with message,",1.2.22,
,,,Importing the surrender of those lands,1.2.23,
,,,"Lost by his father, with all bonds of law,",1.2.24,
,,,To our most valiant brother. So much for him.,1.2.25,
,,,Now for ourself and for this time of meeting:,1.2.26,
,,,Thus much the business is: we have here writ,1.2.27,
,,,"To Norway, uncle of young Fortinbras,--",1.2.28,
,,,"Who, impotent and bed-rid, scarcely hears",1.2.29,
,,,"Of this his nephew's purpose,--to suppress",1.2.30,
,,,"His further gait herein; in that the levies,",1.2.31,
,,,"The lists and full proportions, are all made",1.2.32,
,,,Out of his subject: and we here dispatch,1.2.33,
,,,"You, good Cornelius, and you, Voltimand,",1.2.34,
,,,For bearers of this greeting to old Norway;,1.2.35,
,,,Giving to you no further personal power,1.2.36,
,,,"To business with the king, more than the scope",1.2.37,
,,,Of these delated articles allow.,1.2.38,
,,,"Farewell, and let your haste commend your duty.",1.2.39,
,,CORNELIUS,,,
,,VOLTIMAND,,,
,,,In that and all things will we show our duty.,1.2.40,
,,KING CLAUDIUS,,,
,,,We doubt it nothing: heartily farewell.,1.2.41,
,,,,,Exeunt VOLTIMAND and CORNELIUS
,,,"And now, Laertes, what's the news with you?",1.2.42,
,,,"You told us of some suit; what is't, Laertes?",1.2.43,
,,,"You cannot speak of reason to the Dane,",1.2.44,
,,,"And loose your voice: what wouldst thou beg, Laertes,",1.2.45,
,,,"That shall not be my offer, not thy asking?",1.2.46,
,,,"The head is not more native to the heart,",1.2.47,
,,,"The hand more instrumental to the mouth,",1.2.48,
,,,Than is the throne of Denmark to thy father.,1.2.49,
,,,"What wouldst thou have, Laertes?",1.2.50,
,,LAERTES,,,
,,,"My dread lord,",1.2.51,
,,,Your leave and favour to return to France;,1.2.52,
,,,"From whence though willingly I came to Denmark,",1.2.53,
,,,"To show my duty in your coronation,",1.2.54,
,,,"Yet now, I must confess, that duty done,",1.2.55,
,,,My thoughts and wishes bend again toward France,1.2.56,
,,,And bow them to your gracious leave and pardon.,1.2.57,
,,KING CLAUDIUS,,,
,,,Have you your father's leave? What says Polonius?,1.2.58,
,,LORD POLONIUS,,,
,,,"He hath, my lord, wrung from me my slow leave",1.2.59,
,,,"By laboursome petition, and at last",1.2.60,
,,,Upon his will I seal'd my hard consent:,1.2.61,
,,,"I do beseech you, give him leave to go.",1.2.62,
,,KING CLAUDIUS,,,
,,,"Take thy fair hour, Laertes; time be thine,",1.2.63,
,,,And thy best graces spend it at thy will!,1.2.64,
,,,"But now, my cousin Hamlet, and my son,--",1.2.65,
,,HAMLET,,,
,,,"[Aside]  A little more than kin, and less than kind.",1.2.66,
,,KING CLAUDIUS,,,
,,,How is it that the clouds still hang on you?,1.2.67,
,,HAMLET,,,
,,,"Not so, my lord; I am too much i' the sun.",1.2.68,
,,QUEEN GERTRUDE,,,
,,,"Good Hamlet, cast thy nighted colour off,",1.2.69,
,,,And let thine eye look like a friend on Denmark.,1.2.70,
,,,Do not for ever with thy vailed lids,1.2.71,
,,,Seek for thy noble father in the dust:,1.2.72,
,,,"Thou know'st 'tis common; all that lives must die,",1.2.73,
,,,Passing through nature to eternity.,1.2.74,
,,HAMLET,,,
,,,"Ay, madam, it is common.",1.2.75,
,,QUEEN GERTRUDE,,,
,,,"If it be,",1.2.76,
,,,Why seems it so particular with thee?,1.2.77,
,,HAMLET,,,
,,,"Seems, madam! nay it is; I know not 'seems.'",1.2.78,
,,,"'Tis not alone my inky cloak, good mother,",1.2.79,
,,,"Nor customary suits of solemn black,",1.2.80,
,,,"Nor windy suspiration of forced breath,",1.2.81,
,,,"No, nor the fruitful river in the eye,",1.2.82,
,,,"Nor the dejected 'havior of the visage,",1.2.83,
,,,"Together with all forms, moods, shapes of grief,",1.2.84,
,,,"That can denote me truly: these indeed seem,",1.2.85,
,,,For they are actions that a man might play:,1.2.86,
,,,But I have that within which passeth show;,1.2.87,
,,,These but the trappings and the suits of woe.,1.2.88,
,,KING CLAUDIUS,,,
,,,"'Tis sweet and commendable in your nature, Hamlet,",1.2.89,
,,,To give these mourning duties to your father:,1.2.90,
,,,"But, you must know, your father lost a father;",1.2.91,
,,,"That father lost, lost his, and the survivor bound",1.2.92,
,,,In filial obligation for some term,1.2.93,
,,,To do obsequious sorrow: but to persever,1.2.94,
,,,In obstinate condolement is a course,1.2.95,
,,,Of impious stubbornness; 'tis unmanly grief;,1.2.96,
,,,"It shows a will most incorrect to heaven,",1.2.97,
,,,"A heart unfortified, a mind impatient,",1.2.98,
,,,An understanding simple and unschool'd:,1.2.99,
,,,For what we know must be and is as common,1.2.100,
,,,"As any the most vulgar thing to sense,",1.2.101,
,,,Why should we in our peevish opposition,1.2.102,
,,,"Take it to heart? Fie! 'tis a fault to heaven,",1.2.103,
,,,"A fault against the dead, a fault to nature,",1.2.104,
,,,To reason most absurd: whose common theme,1.2.105,
,,,"Is death of fathers, and who still hath cried,",1.2.106,
,,,"From the first corse till he that died to-day,",1.2.107,
,,,"'This must be so.' We pray you, throw to earth",1.2.108,
,,,"This unprevailing woe, and think of us",1.2.109,
,,,"As of a father: for let the world take note,",1.2.110,
,,,You are the most immediate to our throne;,1.2.111,
,,,And with no less nobility of love,1.2.112,
,,,"Than that which dearest father bears his son,",1.2.113,
,,,Do I impart toward you. For your intent,1.2.114,
,,,"In going back to school in Wittenberg,",1.2.115,
,,,It is most retrograde to our desire:,1.2.116,
,,,"And we beseech you, bend you to remain",1.2.117,
,,,"Here, in the cheer and comfort of our eye,",1.2.118,
,,,"Our chiefest courtier, cousin, and our son.",1.2.119,
,,QUEEN GERTRUDE,,,
,,,"Let not thy mother lose her prayers, Hamlet:",1.2.120,
,,,"I pray thee, stay with us; go not to Wittenberg.",1.2.121,
,,HAMLET,,,
,,,"I shall in all my best obey you, madam.",1.2.122,
,,KING CLAUDIUS,,,
,,,"Why, 'tis a loving and a fair reply:",1.2.123,
,,,"Be as ourself in Denmark. Madam, come;",1.2.124,
,,,This gentle and unforced accord of Hamlet,1.2.125,
,,,"Sits smiling to my heart: in grace whereof,",1.2.126,
,,,"No jocund health that Denmark drinks to-day,",1.2.127,
,,,"But the great cannon to the clouds shall tell,",1.2.128,
,,,"And the king's rouse the heavens all bruit again,",1.2.129,
,,,Re-speaking earthly thunder. Come away.,1.2.130,
,,,,,Exeunt all but HAMLET
,,HAMLET,,,
,,,"O, that this too too solid flesh would melt",1.2.131,
,,,Thaw and resolve itself into a dew!,1.2.132,
,,,Or that the Everlasting had not fix'd,1.2.133,
,,,His canon 'gainst self-slaughter! O God! God!,1.2.134,
,,,"How weary, stale, flat and unprofitable,",1.2.135,
,,,Seem to me all the uses of this world!,1.2.136,
,,,"Fie on't! ah fie! 'tis an unweeded garden,",1.2.137,
,,,That grows to seed; things rank and gross in nature,1.2.138,
,,,Possess it merely. That it should come to this!,1.2.139,
,,,"But two months dead: nay, not so much, not two:",1.2.140,
,,,"So excellent a king; that was, to this,",1.2.141,
,,,Hyperion to a satyr; so loving to my mother,1.2.142,
,,,That he might not beteem the winds of heaven,1.2.143,
,,,Visit her face too roughly. Heaven and earth!,1.2.144,
,,,"Must I remember? why, she would hang on him,",1.2.145,
,,,As if increase of appetite had grown,1.2.146,
,,,"By what it fed on: and yet, within a month--",1.2.147,
,,,"Let me not think on't--Frailty, thy name is woman!--",1.2.148,
,,,"A little month, or ere those shoes were old",1.2.149,
,,,"With which she follow'd my poor father's body,",1.2.150,
,,,"Like Niobe, all tears:--why she, even she--",1.2.151,
,,,"O, God! a beast, that wants discourse of reason,",1.2.152,
,,,"Would have mourn'd longer--married with my uncle,",1.2.153,
,,,"My father's brother, but no more like my father",1.2.154,
,,,Than I to Hercules: within a month:,1.2.155,
,,,Ere yet the salt of most unrighteous tears,1.2.156,
,,,"Had left the flushing in her galled eyes,",1.2.157,
,,,"She married. O, most wicked speed, to post",1.2.158,
,,,With such dexterity to incestuous sheets!,1.2.159,
,,,It is not nor it cannot come to good:,1.2.160,
,,,"But break, my heart; for I must hold my tongue.",1.2.161,
,,,,,"Enter HORATIO, MARCELLUS, and BERNARDO"
,,HORATIO,,,
,,,Hail to your lordship!,1.2.162,
,,HAMLET,,,
,,,I am glad to see you well:,1.2.163,
,,,"Horatio,--or I do forget myself.",1.2.164,
,,HORATIO,,,
,,,"The same, my lord, and your poor servant ever.",1.2.165,
,,HAMLET,,,
,,,"Sir, my good friend; I'll change that name with you:",1.2.166,
,,,"And what make you from Wittenberg, Horatio? Marcellus?",1.2.167,
,,MARCELLUS,,,
,,,My good lord--,1.2.168,
,,HAMLET,,,
,,,"I am very glad to see you. Good even, sir.",1.2.169,
,,,"But what, in faith, make you from Wittenberg?",1.2.170,
,,HORATIO,,,
,,,"A truant disposition, good my lord.",1.2.171,
,,HAMLET,,,
,,,"I would not hear your enemy say so,",1.2.172,
,,,"Nor shall you do mine ear that violence,",1.2.173,
,,,To make it truster of your own report,1.2.174,
,,,Against yourself: I know you are no truant.,1.2.175,
,,,But what is your affair in Elsinore?,1.2.176,
,,,We'll teach you to drink deep ere you depart.,1.2.177,
,,HORATIO,,,
,,,"My lord, I came to see your father's funeral.",1.2.178,
,,HAMLET,,,
,,,"I pray thee, do not mock me, fellow-student;",1.2.179,
,,,I think it was to see my mother's wedding.,1.2.180,
,,HORATIO,,,
,,,"Indeed, my lord, it follow'd hard upon.",1.2.181,
,,HAMLET,,,
,,,"Thrift, thrift, Horatio! the funeral baked meats",1.2.182,
,,,Did coldly furnish forth the marriage tables.,1.2.183,
,,,Would I had met my dearest foe in heaven,1.2.184,
,,,"Or ever I had seen that day, Horatio!",1.2.185,
,,,My father!--methinks I see my father.,1.2.186,
,,HORATIO,,,
,,,"Where, my lord?",1.2.187,
,,HAMLET,,,
,,,"In my mind's eye, Horatio.",1.2.188,
,,HORATIO,,,
,,,I saw him once; he was a goodly king.,1.2.189,
,,HAMLET,,,
,,,"He was a man, take him for all in all,",1.2.190,
,,,I shall not look upon his like again.,1.2.191,
,,HORATIO,,,
,,,"My lord, I think I saw him yesternight.",1.2.192,
,,HAMLET,,,
,,,Saw? who?,1.2.193,
,,HORATIO,,,
,,,"My lord, the king your father.",1.2.194,
,,HAMLET,,,
,,,The king my father!,1.2.195,
,,HORATIO,,,
,,,Season your admiration for awhile,1.2.196,
,,,"With an attent ear, till I may deliver,",1.2.197,
,,,"Upon the witness of these gentlemen,",1.2.198,
,,,This marvel to you.,1.2.199,
,,HAMLET,,,
,,,"For God's love, let me hear.",1.2.200,
,,HORATIO,,,
,,,"Two nights together had these gentlemen,",1.2.201,
,,,"Marcellus and Bernardo, on their watch,",1.2.202,
,,,"In the dead vast and middle of the night,",1.2.203,
,,,"Been thus encounter'd. A figure like your father,",1.2.204,
,,,"Armed at point exactly, cap-a-pe,",1.2.205,
,,,"Appears before them, and with solemn march",1.2.206,
,,,Goes slow and stately by them: thrice he walk'd,1.2.207,
,,,"By their oppress'd and fear-surprised eyes,",1.2.208,
,,,"Within his truncheon's length; whilst they, distilled",1.2.209,
,,,"Almost to jelly with the act of fear,",1.2.210,
,,,Stand dumb and speak not to him. This to me,1.2.211,
,,,In dreadful secrecy impart they did;,1.2.212,
,,,And I with them the third night kept the watch;,1.2.213,
,,,"Where, as they had deliver'd, both in time,",1.2.214,
,,,"Form of the thing, each word made true and good,",1.2.215,
,,,The apparition comes: I knew your father;,1.2.216,
,,,These hands are not more like.,1.2.217,
,,HAMLET,,,
,,,But where was this?,1.2.218,
,,MARCELLUS,,,
,,,"My lord, upon the platform where we watch'd.",1.2.219,
,,HAMLET,,,
,,,Did you not speak to it?,1.2.220,
,,HORATIO,,,
,,,"My lord, I did;",1.2.221,
,,,But answer made it none: yet once methought,1.2.222,
,,,It lifted up its head and did address,1.2.223,
,,,"Itself to motion, like as it would speak;",1.2.224,
,,,"But even then the morning cock crew loud,",1.2.225,
,,,"And at the sound it shrunk in haste away,",1.2.226,
,,,And vanish'd from our sight.,1.2.227,
,,HAMLET,,,
,,,'Tis very strange.,1.2.228,
,,HORATIO,,,
,,,"As I do live, my honour'd lord, 'tis true;",1.2.229,
,,,And we did think it writ down in our duty,1.2.230,
,,,To let you know of it.,1.2.231,
,,HAMLET,,,
,,,"Indeed, indeed, sirs, but this troubles me.",1.2.232,
,,,Hold you the watch to-night?,1.2.233,
,,MARCELLUS,,,
,,BERNARDO,,,
,,,"We do, my lord.",1.2.234,
,,HAMLET,,,
,,,"Arm'd, say you?",1.2.235,
,,MARCELLUS,,,
,,BERNARDO,,,
,,,"Arm'd, my lord.",1.2.236,
,,HAMLET,,,
,,,From top to toe?,1.2.237,
,,MARCELLUS,,,
,,BERNARDO,,,
,,,"My lord, from head to foot.",1.2.238,
,,HAMLET,,,
,,,Then saw you not his face?,1.2.239,
,,HORATIO,,,
,,,"O, yes, my lord; he wore his beaver up.",1.2.240,
,,HAMLET,,,
,,,"What, look'd he frowningly?",1.2.241,
,,HORATIO,,,
,,,A countenance more in sorrow than in anger.,1.2.242,
,,HAMLET,,,
,,,Pale or red?,1.2.243,
,,HORATIO,,,
,,,"Nay, very pale.",1.2.244,
,,HAMLET,,,
,,,And fix'd his eyes upon you?,1.2.245,
,,HORATIO,,,
,,,Most constantly.,1.2.246,
,,HAMLET,,,
,,,I would I had been there.,1.2.247,
,,HORATIO,,,
,,,It would have much amazed you.,1.2.248,
,,HAMLET,,,
,,,"Very like, very like. Stay'd it long?",1.2.249,
,,HORATIO,,,
,,,While one with moderate haste might tell a hundred.,1.2.250,
,,MARCELLUS,,,
,,BERNARDO,,,
,,,"Longer, longer.",1.2.251,
,,HORATIO,,,
,,,Not when I saw't.,1.2.252,
,,HAMLET,,,
,,,His beard was grizzled--no?,1.2.253,
,,HORATIO,,,
,,,"It was, as I have seen it in his life,",1.2.254,
,,,A sable silver'd.,1.2.255,
,,HAMLET,,,
,,,I will watch to-night;,1.2.256,
,,,Perchance 'twill walk again.,1.2.257,
,,HORATIO,,,
,,,I warrant it will.,1.2.258,
,,HAMLET,,,
,,,"If it assume my noble father's person,",1.2.259,
,,,"I'll speak to it, though hell itself should gape",1.2.260,
,,,"And bid me hold my peace. I pray you all,",1.2.261,
,,,"If you have hitherto conceal'd this sight,",1.2.262,
,,,Let it be tenable in your silence still;,1.2.263,
,,,"And whatsoever else shall hap to-night,",1.2.264,
,,,"Give it an understanding, but no tongue:",1.2.265,
,,,"I will requite your loves. So, fare you well:",1.2.266,
,,,"Upon the platform, 'twixt eleven and twelve,",1.2.267,
,,,I'll visit you.,1.2.268,
,,All,,,
,,,Our duty to your honour.,1.2.269,
,,HAMLET,,,
,,,"Your loves, as mine to you: farewell.",1.2.270,
,,,,,Exeunt all but HAMLET
,,,My father's spirit in arms! all is not well;,1.2.271,
,,,I doubt some foul play: would the night were come!,1.2.272,
,,,"Till then sit still, my soul: foul deeds will rise,",1.2.273,
,,,"Though all the earth o'erwhelm them, to men's eyes.",1.2.274,
,,,,,Exit
,SCENE III. A room in Polonius' house.,,,,
,,,,,Enter LAERTES and OPHELIA
,,LAERTES,,,
,,,My necessaries are embark'd: farewell:,1.3.1,
,,,"And, sister, as the winds give benefit",1.3.2,
,,,"And convoy is assistant, do not sleep,",1.3.3,
,,,But let me hear from you.,1.3.4,
