Chapter,Player,Line,Line ID,Stage Direction
,HELENA,,,
,,"I will stand for 't a little, though therefore I die a virgin.",1.1.130,
,PAROLLES,,,
,,There's little can be said in 't; 'tis against the,1.1.131,
,,"rule of nature. To speak on the part of virginity,",1.1.132,
,,is to accuse your mothers; which is most infallible,1.1.133,
,,disobedience. He that hangs himself is a virgin:,1.1.134,
,,virginity murders itself and should be buried in,1.1.135,
,,"highways out of all sanctified limit, as a desperate",1.1.136,
,,"offendress against nature. Virginity breeds mites,",1.1.137,
,,much like a cheese; consumes itself to the very,1.1.138,
,,"paring, and so dies with feeding his own stomach.",1.1.139,
,,"Besides, virginity is peevish, proud, idle, made of",1.1.140,
,,"self-love, which is the most inhibited sin in the",1.1.141,
,,canon. Keep it not; you cannot choose but loose,1.1.142,
,,by't: out with 't! within ten year it will make,1.1.143,
,,"itself ten, which is a goodly increase; and the",1.1.144,
,,principal itself not much the worse: away with 't!,1.1.145,
,HELENA,,,
,,"How might one do, sir, to lose it to her own liking?",1.1.146,
,PAROLLES,,,
,,"Let me see: marry, ill, to like him that ne'er it",1.1.147,
,,likes. 'Tis a commodity will lose the gloss with,1.1.148,
,,"lying; the longer kept, the less worth: off with 't",1.1.149,
,,while 'tis vendible; answer the time of request.,1.1.150,
,,"Virginity, like an old courtier, wears her cap out",1.1.151,
,,"of fashion: richly suited, but unsuitable: just",1.1.152,
,,"like the brooch and the tooth-pick, which wear not",1.1.153,
,,now. Your date is better in your pie and your,1.1.154,
,,"porridge than in your cheek; and your virginity,",1.1.155,
,,"your old virginity, is like one of our French",1.1.156,
,,"withered pears, it looks ill, it eats drily; marry,",1.1.157,
,,'tis a withered pear; it was formerly better;,1.1.158,
,,"marry, yet 'tis a withered pear: will you anything with it?",1.1.159,
,HELENA,,,
,,Not my virginity yet [         ],1.1.160,
,,"There shall your master have a thousand loves,",1.1.161,
,,"A mother and a mistress and a friend,",1.1.162,
,,"A phoenix, captain and an enemy,",1.1.163,
,,"A guide, a goddess, and a sovereign,",1.1.164,
,,"A counsellor, a traitress, and a dear;",1.1.165,
,,"His humble ambition, proud humility,",1.1.166,
,,"His jarring concord, and his discord dulcet,",1.1.167,
,,"His faith, his sweet disaster; with a world",1.1.168,
,,"Of pretty, fond, adoptious christendoms,",1.1.169,
,,That blinking Cupid gossips. Now shall he--,1.1.170,
,,I know not what he shall. God send him well!,1.1.171,
,,"The court's a learning place, and he is one--",1.1.172,
,PAROLLES,,,
,,"What one, i' faith?",1.1.173,
,HELENA,,,
,,That I wish well. 'Tis pity--,1.1.174,
,PAROLLES,,,
,,What's pity?,1.1.175,
,HELENA,,,
,,"That wishing well had not a body in't,",1.1.176,
,,"Which might be felt; that we, the poorer born,",1.1.177,
,,"Whose baser stars do shut us up in wishes,",1.1.178,
,,"Might with effects of them follow our friends,",1.1.179,
,,"And show what we alone must think, which never",1.1.180,
,,Return us thanks.,1.1.181,
,,,,Enter Page
,Page,,,
,,"Monsieur Parolles, my lord calls for you.",1.1.182,
,,,,Exit
,PAROLLES,,,
,,"Little Helen, farewell; if I can remember thee, I",1.1.183,
,,will think of thee at court.,1.1.184,
,HELENA,,,
,,"Monsieur Parolles, you were born under a charitable star.",1.1.185,
,PAROLLES,,,
,,"Under Mars, I.",1.1.186,
,HELENA,,,
,,"I especially think, under Mars.",1.1.187,
,PAROLLES,,,
,,Why under Mars?,1.1.188,
,HELENA,,,
,,The wars have so kept you under that you must needs,1.1.189,
,,be born under Mars.,1.1.190,
,PAROLLES,,,
,,When he was predominant.,1.1.191,
,HELENA,,,
,,"When he was retrograde, I think, rather.",1.1.192,
,PAROLLES,,,
,,Why think you so?,1.1.193,
,HELENA,,,
,,You go so much backward when you fight.,1.1.194,
,PAROLLES,,,
,,That's for advantage.,1.1.195,
,HELENA,,,
,,"So is running away, when fear proposes the safety;",1.1.196,
,,but the composition that your valour and fear makes,1.1.197,
,,"in you is a virtue of a good wing, and I like the wear well.",1.1.198,
,PAROLLES,,,
,,"I am so full of businesses, I cannot answer thee",1.1.199,
,,acutely. I will return perfect courtier; in the,1.1.200,
,,"which, my instruction shall serve to naturalize",1.1.201,
,,"thee, so thou wilt be capable of a courtier's",1.1.202,
,,counsel and understand what advice shall thrust upon,1.1.203,
,,"thee; else thou diest in thine unthankfulness, and",1.1.204,
,,thine ignorance makes thee away: farewell. When,1.1.205,
,,"thou hast leisure, say thy prayers; when thou hast",1.1.206,
,,"none, remember thy friends; get thee a good husband,",1.1.207,
,,"and use him as he uses thee; so, farewell.",1.1.208,
,,,,Exit
,HELENA,,,
,,"Our remedies oft in ourselves do lie,",1.1.209,
,,Which we ascribe to heaven: the fated sky,1.1.210,
,,"Gives us free scope, only doth backward pull",1.1.211,
,,Our slow designs when we ourselves are dull.,1.1.212,
,,"What power is it which mounts my love so high,",1.1.213,
,,"That makes me see, and cannot feed mine eye?",1.1.214,
,,The mightiest space in fortune nature brings,1.1.215,
,,To join like likes and kiss like native things.,1.1.216,
,,Impossible be strange attempts to those,1.1.217,
,,That weigh their pains in sense and do suppose,1.1.218,
,,What hath been cannot be: who ever strove,1.1.219,
,,"So show her merit, that did miss her love?",1.1.220,
,,"The king's disease--my project may deceive me,",1.1.221,
,,But my intents are fix'd and will not leave me.,1.1.222,
,,,,Exit
SCENE II. Paris. The KING's palace.,,,,
,,,,"Flourish of cornets. Enter the KING of France, with letters, and divers Attendants"
,KING,,,
,,The Florentines and Senoys are by the ears;,1.2.1,
,,Have fought with equal fortune and continue,1.2.2,
,,A braving war.,1.2.3,
,First Lord,,,
,,"So 'tis reported, sir.",1.2.4,
,KING,,,
,,"Nay, 'tis most credible; we here received it",1.2.5,
,,"A certainty, vouch'd from our cousin Austria,",1.2.6,
,,With caution that the Florentine will move us,1.2.7,
,,For speedy aid; wherein our dearest friend,1.2.8,
,,Prejudicates the business and would seem,1.2.9,
,,To have us make denial.,1.2.10,
,First Lord,,,
,,"His love and wisdom,",1.2.11,
,,"Approved so to your majesty, may plead",1.2.12,
,,For amplest credence.,1.2.13,
,KING,,,
,,"He hath arm'd our answer,",1.2.14,
,,And Florence is denied before he comes:,1.2.15,
,,"Yet, for our gentlemen that mean to see",1.2.16,
,,"The Tuscan service, freely have they leave",1.2.17,
,,To stand on either part.,1.2.18,
,Second Lord,,,
,,It well may serve,1.2.19,
,,"A nursery to our gentry, who are sick",1.2.20,
,,For breathing and exploit.,1.2.21,
,KING,,,
,,What's he comes here?,1.2.22,
,,,,"Enter BERTRAM, LAFEU, and PAROLLES"
,First Lord,,,
,,"It is the Count Rousillon, my good lord,",1.2.23,
,,Young Bertram.,1.2.24,
,KING,,,
,,"Youth, thou bear'st thy father's face;",1.2.25,
,,"Frank nature, rather curious than in haste,",1.2.26,
,,Hath well composed thee. Thy father's moral parts,1.2.27,
,,Mayst thou inherit too! Welcome to Paris.,1.2.28,
,BERTRAM,,,
,,My thanks and duty are your majesty's.,1.2.29,
,KING,,,
,,"I would I had that corporal soundness now,",1.2.30,
,,As when thy father and myself in friendship,1.2.31,
,,First tried our soldiership! He did look far,1.2.32,
,,Into the service of the time and was,1.2.33,
,,Discipled of the bravest: he lasted long;,1.2.34,
,,But on us both did haggish age steal on,1.2.35,
,,And wore us out of act. It much repairs me,1.2.36,
,,To talk of your good father. In his youth,1.2.37,
,,He had the wit which I can well observe,1.2.38,
,,To-day in our young lords; but they may jest,1.2.39,
,,Till their own scorn return to them unnoted,1.2.40,
,,Ere they can hide their levity in honour;,1.2.41,
,,"So like a courtier, contempt nor bitterness",1.2.42,
,,"Were in his pride or sharpness; if they were,",1.2.43,
,,"His equal had awaked them, and his honour,",1.2.44,
,,"Clock to itself, knew the true minute when",1.2.45,
,,"Exception bid him speak, and at this time",1.2.46,
,,His tongue obey'd his hand: who were below him,1.2.47,
,,He used as creatures of another place,1.2.48,
,,"And bow'd his eminent top to their low ranks,",1.2.49,
,,"Making them proud of his humility,",1.2.50,
,,In their poor praise he humbled. Such a man,1.2.51,
,,Might be a copy to these younger times;,1.2.52,
,,"Which, follow'd well, would demonstrate them now",1.2.53,
,,But goers backward.,1.2.54,
,BERTRAM,,,
,,"His good remembrance, sir,",1.2.55,
,,Lies richer in your thoughts than on his tomb;,1.2.56,
,,So in approof lives not his epitaph,1.2.57,
,,As in your royal speech.,1.2.58,
,KING,,,
,,Would I were with him! He would always say--,1.2.59,
,,Methinks I hear him now; his plausive words,1.2.60,
,,"He scatter'd not in ears, but grafted them,",1.2.61,
,,"To grow there and to bear,--'Let me not live,'--",1.2.62,
,,"This his good melancholy oft began,",1.2.63,
,,"On the catastrophe and heel of pastime,",1.2.64,
,,"When it was out,--'Let me not live,' quoth he,",1.2.65,
,,"'After my flame lacks oil, to be the snuff",1.2.66,
,,"Of younger spirits, whose apprehensive senses",1.2.67,
,,All but new things disdain; whose judgments are,1.2.68,
,,Mere fathers of their garments; whose constancies,1.2.69,
,,Expire before their fashions.' This he wish'd;,1.2.70,
,,"I after him do after him wish too,",1.2.71,
,,"Since I nor wax nor honey can bring home,",1.2.72,
,,"I quickly were dissolved from my hive,",1.2.73,
,,To give some labourers room.,1.2.74,
,Second Lord,,,
,,"You are loved, sir:",1.2.75,
,,They that least lend it you shall lack you first.,1.2.76,
,KING,,,
,,"I fill a place, I know't. How long is't, count,",1.2.77,
,,Since the physician at your father's died?,1.2.78,
,,He was much famed.,1.2.79,
,BERTRAM,,,
,,"Some six months since, my lord.",1.2.80,
,KING,,,
,,"If he were living, I would try him yet.",1.2.81,
,,Lend me an arm; the rest have worn me out,1.2.82,
,,With several applications; nature and sickness,1.2.83,
,,"Debate it at their leisure. Welcome, count;",1.2.84,
,,My son's no dearer.,1.2.85,
,BERTRAM,,,
,,Thank your majesty.,1.2.86,
,,,,Exeunt. Flourish
SCENE III. Rousillon. The COUNT's palace.,,,,
,,,,"Enter COUNTESS, Steward, and Clown"
,COUNTESS,,,
,,I will now hear; what say you of this gentlewoman?,1.3.1,
,Steward,,,
,,"Madam, the care I have had to even your content, I",1.3.2,
,,wish might be found in the calendar of my past,1.3.3,
,,endeavours; for then we wound our modesty and make,1.3.4,
,,"foul the clearness of our deservings, when of",1.3.5,
,,ourselves we publish them.,1.3.6,
,COUNTESS,,,
,,"What does this knave here? Get you gone, sirrah:",1.3.7,
,,the complaints I have heard of you I do not all,1.3.8,
,,believe: 'tis my slowness that I do not; for I know,1.3.9,
,,"you lack not folly to commit them, and have ability",1.3.10,
,,enough to make such knaveries yours.,1.3.11,
,Clown,,,
,,"'Tis not unknown to you, madam, I am a poor fellow.",1.3.12,
,COUNTESS,,,
,,"Well, sir.",1.3.13,
,Clown,,,
,,"No, madam, 'tis not so well that I am poor, though",1.3.14,
,,"many of the rich are damned: but, if I may have",1.3.15,
,,"your ladyship's good will to go to the world, Isbel",1.3.16,
,,the woman and I will do as we may.,1.3.17,
,COUNTESS,,,
,,Wilt thou needs be a beggar?,1.3.18,
,Clown,,,
,,I do beg your good will in this case.,1.3.19,
,COUNTESS,,,
,,In what case?,1.3.20,
,Clown,,,
,,In Isbel's case and mine own. Service is no,1.3.21,
,,heritage: and I think I shall never have the,1.3.22,
,,blessing of God till I have issue o' my body; for,1.3.23,
,,they say barnes are blessings.,1.3.24,
,COUNTESS,,,
,,Tell me thy reason why thou wilt marry.,1.3.25,
,Clown,,,
,,"My poor body, madam, requires it: I am driven on",1.3.26,
,,by the flesh; and he must needs go that the devil drives.,1.3.27,
,COUNTESS,,,
,,Is this all your worship's reason?,1.3.28,
,Clown,,,
,,"Faith, madam, I have other holy reasons such as they",1.3.29,
,,are.,1.3.30,
,COUNTESS,,,
,,May the world know them?,1.3.31,
,Clown,,,
,,"I have been, madam, a wicked creature, as you and",1.3.32,
,,"all flesh and blood are; and, indeed, I do marry",1.3.33,
,,that I may repent.,1.3.34,
,COUNTESS,,,
,,"Thy marriage, sooner than thy wickedness.",1.3.35,
,Clown,,,
,,"I am out o' friends, madam; and I hope to have",1.3.36,
,,friends for my wife's sake.,1.3.37,
,COUNTESS,,,
,,"Such friends are thine enemies, knave.",1.3.38,
,Clown,,,
,,"You're shallow, madam, in great friends; for the",1.3.39,
,,knaves come to do that for me which I am aweary of.,1.3.40,
,,He that ears my land spares my team and gives me,1.3.41,
,,"leave to in the crop; if I be his cuckold, he's my",1.3.42,
,,drudge: he that comforts my wife is the cherisher,1.3.43,
,,of my flesh and blood; he that cherishes my flesh,1.3.44,
,,and blood loves my flesh and blood; he that loves my,1.3.45,
,,"flesh and blood is my friend: ergo, he that kisses",1.3.46,
,,my wife is my friend. If men could be contented to,1.3.47,
,,"be what they are, there were no fear in marriage;",1.3.48,
,,for young Charbon the Puritan and old Poysam the,1.3.49,
,,"Papist, howsome'er their hearts are severed in",1.3.50,
,,"religion, their heads are both one; they may jowl",1.3.51,
,,"horns together, like any deer i' the herd.",1.3.52,
,COUNTESS,,,
,,Wilt thou ever be a foul-mouthed and calumnious knave?,1.3.53,
,Clown,,,
,,"A prophet I, madam; and I speak the truth the next",1.3.54,
,,way:,1.3.55,
,,"For I the ballad will repeat,",1.3.56,
,,Which men full true shall find;,1.3.57,
,,"Your marriage comes by destiny,",1.3.58,
,,Your cuckoo sings by kind.,1.3.59,
,COUNTESS,,,
,,"Get you gone, sir; I'll talk with you more anon.",1.3.60,
,Steward,,,
,,"May it please you, madam, that he bid Helen come to",1.3.61,
,,you: of her I am to speak.,1.3.62,
,COUNTESS,,,
,,"Sirrah, tell my gentlewoman I would speak with her;",1.3.63,
,,"Helen, I mean.",1.3.64,
,Clown,,,
,,"Was this fair face the cause, quoth she,",1.3.65,
,,Why the Grecians sacked Troy?,1.3.66,
,,"Fond done, done fond,",1.3.67,
,,Was this King Priam's joy?,1.3.68,
,,"With that she sighed as she stood,",1.3.69,
,,"With that she sighed as she stood,",1.3.70,
,,And gave this sentence then;,1.3.71,
,,"Among nine bad if one be good,",1.3.72,
,,"Among nine bad if one be good,",1.3.73,
,,There's yet one good in ten.,1.3.74,
,COUNTESS,,,
,,"What, one good in ten? you corrupt the song, sirrah.",1.3.75,
,Clown,,,
,,"One good woman in ten, madam; which is a purifying",1.3.76,
,,o' the song: would God would serve the world so all,1.3.77,
,,"the year! we'ld find no fault with the tithe-woman,",1.3.78,
,,"if I were the parson. One in ten, quoth a'! An we",1.3.79,
,,might have a good woman born but one every blazing,1.3.80,
,,"star, or at an earthquake, 'twould mend the lottery",1.3.81,
,,"well: a man may draw his heart out, ere a' pluck",1.3.82,
,,one.,1.3.83,
,COUNTESS,,,
,,"You'll be gone, sir knave, and do as I command you.",1.3.84,
,Clown,,,
,,"That man should be at woman's command, and yet no",1.3.85,
,,"hurt done! Though honesty be no puritan, yet it",1.3.86,
,,will do no hurt; it will wear the surplice of,1.3.87,
,,humility over the black gown of a big heart. I am,1.3.88,
,,"going, forsooth: the business is for Helen to come hither.",1.3.89,
,,,,Exit
,COUNTESS,,,
,,"Well, now.",1.3.90,
,Steward,,,
,,"I know, madam, you love your gentlewoman entirely.",1.3.91,
,COUNTESS,,,
,,"Faith, I do: her father bequeathed her to me; and",1.3.92,
,,"she herself, without other advantage, may lawfully",1.3.93,
,,make title to as much love as she finds: there is,1.3.94,
,,more owing her than is paid; and more shall be paid,1.3.95,
,,her than she'll demand.,1.3.96,
,Steward,,,
,,"Madam, I was very late more near her than I think",1.3.97,
,,"she wished me: alone she was, and did communicate",1.3.98,
,,to herself her own words to her own ears; she,1.3.99,
,,"thought, I dare vow for her, they touched not any",1.3.100,
,,"stranger sense. Her matter was, she loved your son:",1.3.101,
,,"Fortune, she said, was no goddess, that had put",1.3.102,
,,such difference betwixt their two estates; Love no,1.3.103,
,,"god, that would not extend his might, only where",1.3.104,
,,"qualities were level; Dian no queen of virgins, that",1.3.105,
,,"would suffer her poor knight surprised, without",1.3.106,
,,rescue in the first assault or ransom afterward.,1.3.107,
,,This she delivered in the most bitter touch of,1.3.108,
,,sorrow that e'er I heard virgin exclaim in: which I,1.3.109,
,,held my duty speedily to acquaint you withal;,1.3.110,
,,"sithence, in the loss that may happen, it concerns",1.3.111,
,,you something to know it.,1.3.112,
,COUNTESS,,,
,,You have discharged this honestly; keep it to,1.3.113,
,,yourself: many likelihoods informed me of this,1.3.114,
,,"before, which hung so tottering in the balance that",1.3.115,
,,"I could neither believe nor misdoubt. Pray you,",1.3.116,
,,leave me: stall this in your bosom; and I thank you,1.3.117,
,,for your honest care: I will speak with you further anon.,1.3.118,
,,,,Exit Steward
,,,,Enter HELENA
,,Even so it was with me when I was young:,1.3.119,
,,"If ever we are nature's, these are ours; this thorn",1.3.120,
,,Doth to our rose of youth rightly belong;,1.3.121,
,,"Our blood to us, this to our blood is born;",1.3.122,
,,"It is the show and seal of nature's truth,",1.3.123,
,,Where love's strong passion is impress'd in youth:,1.3.124,
,,"By our remembrances of days foregone,",1.3.125,
,,"Such were our faults, or then we thought them none.",1.3.126,
,,Her eye is sick on't: I observe her now.,1.3.127,
,HELENA,,,
,,"What is your pleasure, madam?",1.3.128,
,COUNTESS,,,
,,"You know, Helen,",1.3.129,
,,I am a mother to you.,1.3.130,
,HELENA,,,
,,Mine honourable mistress.,1.3.131,
,COUNTESS,,,
,,"Nay, a mother:",1.3.132,
,,"Why not a mother? When I said 'a mother,'",1.3.133,
,,"Methought you saw a serpent: what's in 'mother,'",1.3.134,
,,"That you start at it? I say, I am your mother;",1.3.135,
,,And put you in the catalogue of those,1.3.136,
,,That were enwombed mine: 'tis often seen,1.3.137,
,,Adoption strives with nature and choice breeds,1.3.138,
,,A native slip to us from foreign seeds:,1.3.139,
,,"You ne'er oppress'd me with a mother's groan,",1.3.140,
,,Yet I express to you a mother's care:,1.3.141,
,,"God's mercy, maiden! does it curd thy blood",1.3.142,
,,"To say I am thy mother? What's the matter,",1.3.143,
,,"That this distemper'd messenger of wet,",1.3.144,
,,"The many-colour'd Iris, rounds thine eye?",1.3.145,
,,Why? that you are my daughter?,1.3.146,
,HELENA,,,
,,That I am not.,1.3.147,
,COUNTESS,,,
,,"I say, I am your mother.",1.3.148,
,HELENA,,,
,,"Pardon, madam;",1.3.149,
,,The Count Rousillon cannot be my brother:,1.3.150,
,,"I am from humble, he from honour'd name;",1.3.151,
,,"No note upon my parents, his all noble:",1.3.152,
,,"My master, my dear lord he is; and I",1.3.153,
,,"His servant live, and will his vassal die:",1.3.154,
,,He must not be my brother.,1.3.155,
,COUNTESS,,,
,,Nor I your mother?,1.3.156,
,HELENA,,,
,,"You are my mother, madam; would you were,--",1.3.157,
,,"So that my lord your son were not my brother,--",1.3.158,
,,"Indeed my mother! or were you both our mothers,",1.3.159,
,,"I care no more for than I do for heaven,",1.3.160,
,,"So I were not his sister. Can't no other,",1.3.161,
,,"But, I your daughter, he must be my brother?",1.3.162,
,COUNTESS,,,
,,"Yes, Helen, you might be my daughter-in-law:",1.3.163,
,,God shield you mean it not! daughter and mother,1.3.164,
,,"So strive upon your pulse. What, pale again?",1.3.165,
,,My fear hath catch'd your fondness: now I see,1.3.166,
,,"The mystery of your loneliness, and find",1.3.167,
,,Your salt tears' head: now to all sense 'tis gross,1.3.168,
,,"You love my son; invention is ashamed,",1.3.169,
,,"Against the proclamation of thy passion,",1.3.170,
,,To say thou dost not: therefore tell me true;,1.3.171,
,,"But tell me then, 'tis so; for, look thy cheeks",1.3.172,
,,"Confess it, th' one to th' other; and thine eyes",1.3.173,
,,See it so grossly shown in thy behaviors,1.3.174,
,,That in their kind they speak it: only sin,1.3.175,
,,"And hellish obstinacy tie thy tongue,",1.3.176,
,,"That truth should be suspected. Speak, is't so?",1.3.177,
,,"If it be so, you have wound a goodly clew;",1.3.178,
,,"If it be not, forswear't: howe'er, I charge thee,",1.3.179,
,,"As heaven shall work in me for thine avail,",1.3.180,
,,Tell me truly.,1.3.181,
,HELENA,,,
,,"Good madam, pardon me!",1.3.182,
,COUNTESS,,,
,,Do you love my son?,1.3.183,
,HELENA,,,
,,"Your pardon, noble mistress!",1.3.184,
,COUNTESS,,,
,,Love you my son?,1.3.185,
,HELENA,,,
,,"Do not you love him, madam?",1.3.186,
,COUNTESS,,,
,,"Go not about; my love hath in't a bond,",1.3.187,
,,"Whereof the world takes note: come, come, disclose",1.3.188,
,,The state of your affection; for your passions,1.3.189,
,,Have to the full appeach'd.,1.3.190,
,HELENA,,,
