Chapter,Player,Line,Line ID,Stage Direction
,ALENCON,,,
,,They want their porridge and their fat bull-beeves:,1.2.9,
,,Either they must be dieted like mules,1.2.10,
,,And have their provender tied to their mouths,1.2.11,
,,"Or piteous they will look, like drowned mice.",1.2.12,
,REIGNIER,,,
,,Let's raise the siege: why live we idly here?,1.2.13,
,,"Talbot is taken, whom we wont to fear:",1.2.14,
,,Remaineth none but mad-brain'd Salisbury;,1.2.15,
,,"And he may well in fretting spend his gall,",1.2.16,
,,Nor men nor money hath he to make war.,1.2.17,
,CHARLES,,,
,,"Sound, sound alarum! we will rush on them.",1.2.18,
,,Now for the honour of the forlorn French!,1.2.19,
,,Him I forgive my death that killeth me,1.2.20,
,,When he sees me go back one foot or fly.,1.2.21,
,,,,Exeunt
,,,,"Here alarum; they are beaten back by the English with great loss. Re-enter CHARLES, ALENCON, and REIGNIER"
,CHARLES,,,
,,Who ever saw the like? what men have I!,1.2.22,
,,"Dogs! cowards! dastards! I would ne'er have fled,",1.2.23,
,,But that they left me 'midst my enemies.,1.2.24,
,REIGNIER,,,
,,Salisbury is a desperate homicide;,1.2.25,
,,He fighteth as one weary of his life.,1.2.26,
,,"The other lords, like lions wanting food,",1.2.27,
,,Do rush upon us as their hungry prey.,1.2.28,
,ALENCON,,,
,,"Froissart, a countryman of ours, records,",1.2.29,
,,"England all Olivers and Rowlands bred,",1.2.30,
,,During the time Edward the Third did reign.,1.2.31,
,,More truly now may this be verified;,1.2.32,
,,For none but Samsons and Goliases,1.2.33,
,,It sendeth forth to skirmish. One to ten!,1.2.34,
,,"Lean, raw-boned rascals! who would e'er suppose",1.2.35,
,,They had such courage and audacity?,1.2.36,
,CHARLES,,,
,,"Let's leave this town; for they are hare-brain'd slaves,",1.2.37,
,,And hunger will enforce them to be more eager:,1.2.38,
,,Of old I know them; rather with their teeth,1.2.39,
,,The walls they'll tear down than forsake the siege.,1.2.40,
,REIGNIER,,,
,,"I think, by some odd gimmors or device",1.2.41,
,,"Their arms are set like clocks, stiff to strike on;",1.2.42,
,,Else ne'er could they hold out so as they do.,1.2.43,
,,"By my consent, we'll even let them alone.",1.2.44,
,ALENCON,,,
,,Be it so.,1.2.45,
,,,,Enter the BASTARD OF ORLEANS
,BASTARD OF ORLEANS,,,
,,Where's the Prince Dauphin? I have news for him.,1.2.46,
,CHARLES,,,
,,"Bastard of Orleans, thrice welcome to us.",1.2.47,
,BASTARD OF ORLEANS,,,
,,"Methinks your looks are sad, your cheer appall'd:",1.2.48,
,,Hath the late overthrow wrought this offence?,1.2.49,
,,"Be not dismay'd, for succor is at hand:",1.2.50,
,,"A holy maid hither with me I bring,",1.2.51,
,,Which by a vision sent to her from heaven,1.2.52,
,,Ordained is to raise this tedious siege,1.2.53,
,,And drive the English forth the bounds of France.,1.2.54,
,,"The spirit of deep prophecy she hath,",1.2.55,
,,Exceeding the nine sibyls of old Rome:,1.2.56,
,,What's past and what's to come she can descry.,1.2.57,
,,"Speak, shall I call her in? Believe my words,",1.2.58,
,,For they are certain and unfallible.,1.2.59,
,CHARLES,,,
,,"Go, call her in.",1.2.60,
,,,,Exit BASTARD OF ORLEANS
,,"But first, to try her skill,",1.2.61,
,,"Reignier, stand thou as Dauphin in my place:",1.2.62,
,,Question her proudly; let thy looks be stern:,1.2.63,
,,By this means shall we sound what skill she hath.,1.2.64,
,,,,"Re-enter the BASTARD OF ORLEANS, with JOAN LA PUCELLE"
,REIGNIER,,,
,,"Fair maid, is't thou wilt do these wondrous feats?",1.2.65,
,JOAN LA PUCELLE,,,
,,"Reignier, is't thou that thinkest to beguile me?",1.2.66,
,,"Where is the Dauphin? Come, come from behind;",1.2.67,
,,"I know thee well, though never seen before.",1.2.68,
,,"Be not amazed, there's nothing hid from me:",1.2.69,
,,In private will I talk with thee apart.,1.2.70,
,,"Stand back, you lords, and give us leave awhile.",1.2.71,
,REIGNIER,,,
,,She takes upon her bravely at first dash.,1.2.72,
,JOAN LA PUCELLE,,,
,,"Dauphin, I am by birth a shepherd's daughter,",1.2.73,
,,My wit untrain'd in any kind of art.,1.2.74,
,,Heaven and our Lady gracious hath it pleased,1.2.75,
,,To shine on my contemptible estate:,1.2.76,
,,"Lo, whilst I waited on my tender lambs,",1.2.77,
,,"And to sun's parching heat display'd my cheeks,",1.2.78,
,,God's mother deigned to appear to me,1.2.79,
,,And in a vision full of majesty,1.2.80,
,,Will'd me to leave my base vocation,1.2.81,
,,And free my country from calamity:,1.2.82,
,,Her aid she promised and assured success:,1.2.83,
,,In complete glory she reveal'd herself;,1.2.84,
,,"And, whereas I was black and swart before,",1.2.85,
,,With those clear rays which she infused on me,1.2.86,
,,That beauty am I bless'd with which you see.,1.2.87,
,,"Ask me what question thou canst possible,",1.2.88,
,,And I will answer unpremeditated:,1.2.89,
,,"My courage try by combat, if thou darest,",1.2.90,
,,And thou shalt find that I exceed my sex.,1.2.91,
,,"Resolve on this, thou shalt be fortunate,",1.2.92,
,,If thou receive me for thy warlike mate.,1.2.93,
,CHARLES,,,
,,Thou hast astonish'd me with thy high terms:,1.2.94,
,,"Only this proof I'll of thy valour make,",1.2.95,
,,"In single combat thou shalt buckle with me,",1.2.96,
,,"And if thou vanquishest, thy words are true;",1.2.97,
,,Otherwise I renounce all confidence.,1.2.98,
,JOAN LA PUCELLE,,,
,,"I am prepared: here is my keen-edged sword,",1.2.99,
,,Deck'd with five flower-de-luces on each side;,1.2.100,
,,"The which at Touraine, in Saint Katharine's",1.2.101,
,,"churchyard,",1.2.102,
,,Out of a great deal of old iron I chose forth.,1.2.103,
,CHARLES,,,
,,"Then come, o' God's name; I fear no woman.",1.2.104,
,JOAN LA PUCELLE,,,
,,"And while I live, I'll ne'er fly from a man.",1.2.105,
,,,,"Here they fight, and JOAN LA PUCELLE overcomes"
,CHARLES,,,
,,"Stay, stay thy hands! thou art an Amazon",1.2.106,
,,And fightest with the sword of Deborah.,1.2.107,
,JOAN LA PUCELLE,,,
,,"Christ's mother helps me, else I were too weak.",1.2.108,
,CHARLES,,,
,,"Whoe'er helps thee, 'tis thou that must help me:",1.2.109,
,,Impatiently I burn with thy desire;,1.2.110,
,,My heart and hands thou hast at once subdued.,1.2.111,
,,"Excellent Pucelle, if thy name be so,",1.2.112,
,,Let me thy servant and not sovereign be:,1.2.113,
,,'Tis the French Dauphin sueth to thee thus.,1.2.114,
,JOAN LA PUCELLE,,,
,,"I must not yield to any rites of love,",1.2.115,
,,For my profession's sacred from above:,1.2.116,
,,"When I have chased all thy foes from hence,",1.2.117,
,,Then will I think upon a recompense.,1.2.118,
,CHARLES,,,
,,Meantime look gracious on thy prostrate thrall.,1.2.119,
,REIGNIER,,,
,,"My lord, methinks, is very long in talk.",1.2.120,
,ALENCON,,,
,,Doubtless he shrives this woman to her smock;,1.2.121,
,,Else ne'er could he so long protract his speech.,1.2.122,
,REIGNIER,,,
,,"Shall we disturb him, since he keeps no mean?",1.2.123,
,ALENCON,,,
,,He may mean more than we poor men do know:,1.2.124,
,,These women are shrewd tempters with their tongues.,1.2.125,
,REIGNIER,,,
,,"My lord, where are you? what devise you on?",1.2.126,
,,"Shall we give over Orleans, or no?",1.2.127,
,JOAN LA PUCELLE,,,
,,"Why, no, I say, distrustful recreants!",1.2.128,
,,Fight till the last gasp; I will be your guard.,1.2.129,
,CHARLES,,,
,,What she says I'll confirm: we'll fight it out.,1.2.130,
,JOAN LA PUCELLE,,,
,,Assign'd am I to be the English scourge.,1.2.131,
,,This night the siege assuredly I'll raise:,1.2.132,
,,"Expect Saint Martin's summer, halcyon days,",1.2.133,
,,Since I have entered into these wars.,1.2.134,
,,"Glory is like a circle in the water,",1.2.135,
,,Which never ceaseth to enlarge itself,1.2.136,
,,Till by broad spreading it disperse to nought.,1.2.137,
,,With Henry's death the English circle ends;,1.2.138,
,,Dispersed are the glories it included.,1.2.139,
,,Now am I like that proud insulting ship,1.2.140,
,,Which Caesar and his fortune bare at once.,1.2.141,
,CHARLES,,,
,,Was Mahomet inspired with a dove?,1.2.142,
,,Thou with an eagle art inspired then.,1.2.143,
,,"Helen, the mother of great Constantine,",1.2.144,
,,"Nor yet Saint Philip's daughters, were like thee.",1.2.145,
,,"Bright star of Venus, fall'n down on the earth,",1.2.146,
,,How may I reverently worship thee enough?,1.2.147,
,ALENCON,,,
,,"Leave off delays, and let us raise the siege.",1.2.148,
,REIGNIER,,,
,,"Woman, do what thou canst to save our honours;",1.2.149,
,,Drive them from Orleans and be immortalized.,1.2.150,
,CHARLES,,,
,,"Presently we'll try: come, let's away about it:",1.2.151,
,,"No prophet will I trust, if she prove false.",1.2.152,
,,,,Exeunt
SCENE III. London. Before the Tower.,,,,
,,,,"Enter GLOUCESTER, with his Serving-men in blue coats"
,GLOUCESTER,,,
,,I am come to survey the Tower this day:,1.3.1,
,,"Since Henry's death, I fear, there is conveyance.",1.3.2,
,,"Where be these warders, that they wait not here?",1.3.3,
,,Open the gates; 'tis Gloucester that calls.,1.3.4,
,First Warder,,,
,,[Within]  Who's there that knocks so imperiously?,1.3.5,
,,First Serving-Man	It is the noble Duke of Gloucester.,1.3.6,
,Second Warder,,,
,,"[Within]  Whoe'er he be, you may not be let in.",1.3.7,
,,"First Serving-Man	Villains, answer you so the lord protector?",1.3.8,
,First Warder,,,
,,[Within]  The Lord protect him! so we answer him:,1.3.9,
,,We do no otherwise than we are will'd.,1.3.10,
,GLOUCESTER,,,
,,Who willed you? or whose will stands but mine?,1.3.11,
,,There's none protector of the realm but I.,1.3.12,
,,"Break up the gates, I'll be your warrantize.",1.3.13,
,,Shall I be flouted thus by dunghill grooms?,1.3.14,
,,,,"Gloucester's men rush at the Tower Gates, and WOODVILE the Lieutenant speaks within"
,WOODVILE,,,
,,What noise is this? what traitors have we here?,1.3.15,
,GLOUCESTER,,,
,,"Lieutenant, is it you whose voice I hear?",1.3.16,
,,Open the gates; here's Gloucester that would enter.,1.3.17,
,WOODVILE,,,
,,"Have patience, noble duke; I may not open;",1.3.18,
,,The Cardinal of Winchester forbids:,1.3.19,
,,From him I have express commandment,1.3.20,
,,That thou nor none of thine shall be let in.,1.3.21,
,GLOUCESTER,,,
,,"Faint-hearted Woodvile, prizest him 'fore me?",1.3.22,
,,"Arrogant Winchester, that haughty prelate,",1.3.23,
,,"Whom Henry, our late sovereign, ne'er could brook?",1.3.24,
,,Thou art no friend to God or to the king:,1.3.25,
,,"Open the gates, or I'll shut thee out shortly.",1.3.26,
,,"Serving-Men	Open the gates unto the lord protector,",1.3.27,
,,"Or we'll burst them open, if that you come not quickly.",1.3.28,
,,,,Enter to the Protector at the Tower Gates BISHOP OF WINCHESTER and his men in tawny coats
,,BISHOP,1.3.29,
,OF WINCHESTER,,,
,,"How now, ambitious Humphry! what means this?",1.3.30,
,GLOUCESTER,,,
,,"Peel'd priest, dost thou command me to be shut out?",1.3.31,
,,BISHOP,1.3.32,
,OF WINCHESTER,,,
,,"I do, thou most usurping proditor,",1.3.33,
,,"And not protector, of the king or realm.",1.3.34,
,GLOUCESTER,,,
,,"Stand back, thou manifest conspirator,",1.3.35,
,,Thou that contrivedst to murder our dead lord;,1.3.36,
,,Thou that givest whores indulgences to sin:,1.3.37,
,,"I'll canvass thee in thy broad cardinal's hat,",1.3.38,
,,If thou proceed in this thy insolence.,1.3.39,
,,BISHOP,1.3.40,
,OF WINCHESTER,,,
,,"Nay, stand thou back, I will not budge a foot:",1.3.41,
,,"This be Damascus, be thou cursed Cain,",1.3.42,
,,"To slay thy brother Abel, if thou wilt.",1.3.43,
,GLOUCESTER,,,
,,"I will not slay thee, but I'll drive thee back:",1.3.44,
,,Thy scarlet robes as a child's bearing-cloth,1.3.45,
,,I'll use to carry thee out of this place.,1.3.46,
,,BISHOP,1.3.47,
,OF WINCHESTER,,,
,,Do what thou darest; I beard thee to thy face.,1.3.48,
,GLOUCESTER,,,
,,What! am I dared and bearded to my face?,1.3.49,
,,"Draw, men, for all this privileged place;",1.3.50,
,,"Blue coats to tawny coats. Priest, beware your beard,",1.3.51,
,,I mean to tug it and to cuff you soundly:,1.3.52,
,,Under my feet I stamp thy cardinal's hat:,1.3.53,
,,"In spite of pope or dignities of church,",1.3.54,
,,Here by the cheeks I'll drag thee up and down.,1.3.55,
,,BISHOP,1.3.56,
,OF WINCHESTER,,,
,,"Gloucester, thou wilt answer this before the pope.",1.3.57,
,GLOUCESTER,,,
,,"Winchester goose, I cry, a rope! a rope!",1.3.58,
,,Now beat them hence; why do you let them stay?,1.3.59,
,,"Thee I'll chase hence, thou wolf in sheep's array.",1.3.60,
,,"Out, tawny coats! out, scarlet hypocrite!",1.3.61,
,,,,"Here GLOUCESTER's men beat out BISHOP OF  WINCHESTER's men, and enter in the hurly- burly the Mayor of London and his Officers"
,Mayor,,,
,,"Fie, lords! that you, being supreme magistrates,",1.3.62,
,,Thus contumeliously should break the peace!,1.3.63,
,GLOUCESTER,,,
,,"Peace, mayor! thou know'st little of my wrongs:",1.3.64,
,,"Here's Beaufort, that regards nor God nor king,",1.3.65,
,,Hath here distrain'd the Tower to his use.,1.3.66,
,,BISHOP,1.3.67,
,OF WINCHESTER,,,
,,"Here's Gloucester, a foe to citizens,",1.3.68,
,,"One that still motions war and never peace,",1.3.69,
,,"O'ercharging your free purses with large fines,",1.3.70,
,,"That seeks to overthrow religion,",1.3.71,
,,"Because he is protector of the realm,",1.3.72,
,,"And would have armour here out of the Tower,",1.3.73,
,,To crown himself king and suppress the prince.,1.3.74,
,GLOUCESTER,,,
,,"I will not answer thee with words, but blows.",1.3.75,
,,,,Here they skirmish again
,Mayor,,,
,,Naught rests for me in this tumultuous strife,1.3.76,
,,But to make open proclamation:,1.3.77,
,,"Come, officer; as loud as e'er thou canst,",1.3.78,
,,Cry.,1.3.79,
,Officer,,,
,,All manner of men assembled here in arms this day,1.3.80,
,,"against God's peace and the king's, we charge and",1.3.81,
,,"command you, in his highness' name, to repair to",1.3.82,
,,"your several dwelling-places; and not to wear,",1.3.83,
,,"handle, or use any sword, weapon, or dagger,",1.3.84,
,,"henceforward, upon pain of death.",1.3.85,
,GLOUCESTER,,,
,,"Cardinal, I'll be no breaker of the law:",1.3.86,
,,"But we shall meet, and break our minds at large.",1.3.87,
,,BISHOP,1.3.88,
,OF WINCHESTER,,,
,,"Gloucester, we will meet; to thy cost, be sure:",1.3.89,
,,Thy heart-blood I will have for this day's work.,1.3.90,
,Mayor,,,
,,"I'll call for clubs, if you will not away.",1.3.91,
,,This cardinal's more haughty than the devil.,1.3.92,
,GLOUCESTER,,,
,,"Mayor, farewell: thou dost but what thou mayst.",1.3.93,
,,BISHOP,1.3.94,
,OF WINCHESTER,,,
,,"Abominable Gloucester, guard thy head;",1.3.95,
,,For I intend to have it ere long.,1.3.96,
,,,,"Exeunt, severally, GLOUCESTER and BISHOP OF WINCHESTER with their Serving-men"
,Mayor,,,
,,"See the coast clear'd, and then we will depart.",1.3.97,
,,"Good God, these nobles should such stomachs bear!",1.3.98,
,,I myself fight not once in forty year.,1.3.99,
,,,,Exeunt
SCENE IV. Orleans.,,,,
,,,,"Enter, on the walls, a Master Gunner and his Boy"
,,"Master-Gunner	Sirrah, thou know'st how Orleans is besieged,",1.4.1,
,,And how the English have the suburbs won.,1.4.2,
,Boy,,,
,,"Father, I know; and oft have shot at them,",1.4.3,
,,Howe'er unfortunate I miss'd my aim.,1.4.4,
,,Master-Gunner	But now thou shalt not. Be thou ruled by me:,1.4.5,
,,Chief master-gunner am I of this town;,1.4.6,
,,Something I must do to procure me grace.,1.4.7,
,,The prince's espials have informed me,1.4.8,
,,"How the English, in the suburbs close intrench'd,",1.4.9,
,,"Wont, through a secret grate of iron bars",1.4.10,
,,"In yonder tower, to overpeer the city,",1.4.11,
,,And thence discover how with most advantage,1.4.12,
,,"They may vex us with shot, or with assault.",1.4.13,
,,"To intercept this inconvenience,",1.4.14,
,,A piece of ordnance 'gainst it I have placed;,1.4.15,
,,"And even these three days have I watch'd,",1.4.16,
,,If I could see them.,1.4.17,
,,"Now do thou watch, for I can stay no longer.",1.4.18,
,,"If thou spy'st any, run and bring me word;",1.4.19,
,,And thou shalt find me at the governor's.,1.4.20,
,,,,Exit
,Boy,,,
,,"Father, I warrant you; take you no care;",1.4.21,
,,"I'll never trouble you, if I may spy them.",1.4.22,
,,,,Exit
,,,,"Enter, on the turrets, SALISBURY and TALBOT, GLANSDALE, GARGRAVE, and others"
,SALISBURY,,,
,,"Talbot, my life, my joy, again return'd!",1.4.23,
,,How wert thou handled being prisoner?,1.4.24,
,,Or by what means got'st thou to be released?,1.4.25,
,,"Discourse, I prithee, on this turret's top.",1.4.26,
,TALBOT,,,
,,The Duke of Bedford had a prisoner,1.4.27,
,,Call'd the brave Lord Ponton de Santrailles;,1.4.28,
,,For him was I exchanged and ransomed.,1.4.29,
,,But with a baser man of arms by far,1.4.30,
,,Once in contempt they would have barter'd me:,1.4.31,
