Chapter,Player,Line,Line ID,Stage Direction
,,,,Exeunt GLOUCESTER and EDMUND
,KING LEAR,,,
,,Meantime we shall express our darker purpose.,1.1.36,
,,Give me the map there. Know that we have divided,1.1.37,
,,In three our kingdom: and 'tis our fast intent,1.1.38,
,,To shake all cares and business from our age;,1.1.39,
,,"Conferring them on younger strengths, while we",1.1.40,
,,"Unburthen'd crawl toward death. Our son of Cornwall,",1.1.41,
,,"And you, our no less loving son of Albany,",1.1.42,
,,We have this hour a constant will to publish,1.1.43,
,,"Our daughters' several dowers, that future strife",1.1.44,
,,"May be prevented now. The princes, France and Burgundy,",1.1.45,
,,"Great rivals in our youngest daughter's love,",1.1.46,
,,"Long in our court have made their amorous sojourn,",1.1.47,
,,"And here are to be answer'd. Tell me, my daughters,--",1.1.48,
,,"Since now we will divest us both of rule,",1.1.49,
,,"Interest of territory, cares of state,--",1.1.50,
,,Which of you shall we say doth love us most?,1.1.51,
,,That we our largest bounty may extend,1.1.52,
,,"Where nature doth with merit challenge. Goneril,",1.1.53,
,,"Our eldest-born, speak first.",1.1.54,
,GONERIL,,,
,,"Sir, I love you more than words can wield the matter;",1.1.55,
,,"Dearer than eye-sight, space, and liberty;",1.1.56,
,,"Beyond what can be valued, rich or rare;",1.1.57,
,,"No less than life, with grace, health, beauty, honour;",1.1.58,
,,"As much as child e'er loved, or father found;",1.1.59,
,,"A love that makes breath poor, and speech unable;",1.1.60,
,,Beyond all manner of so much I love you.,1.1.61,
,CORDELIA,,,
,,[Aside]  What shall Cordelia do?,1.1.62,
,,"Love, and be silent.",1.1.63,
,LEAR,,,
,,"Of all these bounds, even from this line to this,",1.1.64,
,,"With shadowy forests and with champains rich'd,",1.1.65,
,,"With plenteous rivers and wide-skirted meads,",1.1.66,
,,We make thee lady: to thine and Albany's issue,1.1.67,
,,"Be this perpetual. What says our second daughter,",1.1.68,
,,"Our dearest Regan, wife to Cornwall? Speak.",1.1.69,
,REGAN,,,
,,"Sir, I am made",1.1.70,
,,"Of the self-same metal that my sister is,",1.1.71,
,,And prize me at her worth. In my true heart,1.1.72,
,,I find she names my very deed of love;,1.1.73,
,,Only she comes too short: that I profess,1.1.74,
,,"Myself an enemy to all other joys,",1.1.75,
,,Which the most precious square of sense possesses;,1.1.76,
,,And find I am alone felicitate,1.1.77,
,,In your dear highness' love.,1.1.78,
,CORDELIA,,,
,,[Aside]	Then poor Cordelia!,1.1.79,
,,"And yet not so; since, I am sure, my love's",1.1.80,
,,More richer than my tongue.,1.1.81,
,KING LEAR,,,
,,To thee and thine hereditary ever,1.1.82,
,,Remain this ample third of our fair kingdom;,1.1.83,
,,"No less in space, validity, and pleasure,",1.1.84,
,,"Than that conferr'd on Goneril. Now, our joy,",1.1.85,
,,"Although the last, not least; to whose young love",1.1.86,
,,The vines of France and milk of Burgundy,1.1.87,
,,Strive to be interess'd; what can you say to draw,1.1.88,
,,A third more opulent than your sisters? Speak.,1.1.89,
,CORDELIA,,,
,,"Nothing, my lord.",1.1.90,
,KING LEAR,,,
,,Nothing!,1.1.91,
,CORDELIA,,,
,,Nothing.,1.1.92,
,KING LEAR,,,
,,Nothing will come of nothing: speak again.,1.1.93,
,CORDELIA,,,
,,"Unhappy that I am, I cannot heave",1.1.94,
,,My heart into my mouth: I love your majesty,1.1.95,
,,According to my bond; nor more nor less.,1.1.96,
,KING LEAR,,,
,,"How, how, Cordelia! mend your speech a little,",1.1.97,
,,Lest it may mar your fortunes.,1.1.98,
,CORDELIA,,,
,,"Good my lord,",1.1.99,
,,"You have begot me, bred me, loved me: I",1.1.100,
,,"Return those duties back as are right fit,",1.1.101,
,,"Obey you, love you, and most honour you.",1.1.102,
,,"Why have my sisters husbands, if they say",1.1.103,
,,"They love you all? Haply, when I shall wed,",1.1.104,
,,That lord whose hand must take my plight shall carry,1.1.105,
,,"Half my love with him, half my care and duty:",1.1.106,
,,"Sure, I shall never marry like my sisters,",1.1.107,
,,To love my father all.,1.1.108,
,KING LEAR,,,
,,But goes thy heart with this?,1.1.109,
,CORDELIA,,,
,,"Ay, good my lord.",1.1.110,
,KING LEAR,,,
,,"So young, and so untender?",1.1.111,
,CORDELIA,,,
,,"So young, my lord, and true.",1.1.112,
,KING LEAR,,,
,,"Let it be so; thy truth, then, be thy dower:",1.1.113,
,,"For, by the sacred radiance of the sun,",1.1.114,
,,"The mysteries of Hecate, and the night;",1.1.115,
,,By all the operation of the orbs,1.1.116,
,,"From whom we do exist, and cease to be;",1.1.117,
,,"Here I disclaim all my paternal care,",1.1.118,
,,"Propinquity and property of blood,",1.1.119,
,,And as a stranger to my heart and me,1.1.120,
,,"Hold thee, from this, for ever. The barbarous Scythian,",1.1.121,
,,Or he that makes his generation messes,1.1.122,
,,"To gorge his appetite, shall to my bosom",1.1.123,
,,"Be as well neighbour'd, pitied, and relieved,",1.1.124,
,,As thou my sometime daughter.,1.1.125,
,KENT,,,
,,"Good my liege,--",1.1.126,
,KING LEAR,,,
,,"Peace, Kent!",1.1.127,
,,Come not between the dragon and his wrath.,1.1.128,
,,"I loved her most, and thought to set my rest",1.1.129,
,,"On her kind nursery. Hence, and avoid my sight!",1.1.130,
,,"So be my grave my peace, as here I give",1.1.131,
,,Her father's heart from her! Call France; who stirs?,1.1.132,
,,"Call Burgundy. Cornwall and Albany,",1.1.133,
,,With my two daughters' dowers digest this third:,1.1.134,
,,"Let pride, which she calls plainness, marry her.",1.1.135,
,,"I do invest you jointly with my power,",1.1.136,
,,"Pre-eminence, and all the large effects",1.1.137,
,,"That troop with majesty. Ourself, by monthly course,",1.1.138,
,,"With reservation of an hundred knights,",1.1.139,
,,"By you to be sustain'd, shall our abode",1.1.140,
,,Make with you by due turns. Only we still retain,1.1.141,
,,"The name, and all the additions to a king;",1.1.142,
,,"The sway, revenue, execution of the rest,",1.1.143,
,,"Beloved sons, be yours: which to confirm,",1.1.144,
,,This coronet part betwixt you.,1.1.145,
,,,,Giving the crown
,KENT,,,
,,"Royal Lear,",1.1.146,
,,"Whom I have ever honour'd as my king,",1.1.147,
,,"Loved as my father, as my master follow'd,",1.1.148,
,,"As my great patron thought on in my prayers,--",1.1.149,
,KING LEAR,,,
,,"The bow is bent and drawn, make from the shaft.",1.1.150,
,KENT,,,
,,"Let it fall rather, though the fork invade",1.1.151,
,,"The region of my heart: be Kent unmannerly,",1.1.152,
,,"When Lear is mad. What wilt thou do, old man?",1.1.153,
,,"Think'st thou that duty shall have dread to speak,",1.1.154,
,,"When power to flattery bows? To plainness honour's bound,",1.1.155,
,,When majesty stoops to folly. Reverse thy doom;,1.1.156,
,,"And, in thy best consideration, cheque",1.1.157,
,,"This hideous rashness: answer my life my judgment,",1.1.158,
,,Thy youngest daughter does not love thee least;,1.1.159,
,,Nor are those empty-hearted whose low sound,1.1.160,
,,Reverbs no hollowness.,1.1.161,
,KING LEAR,,,
,,"Kent, on thy life, no more.",1.1.162,
,KENT,,,
,,My life I never held but as a pawn,1.1.163,
,,"To wage against thy enemies; nor fear to lose it,",1.1.164,
,,Thy safety being the motive.,1.1.165,
,KING LEAR,,,
,,Out of my sight!,1.1.166,
,KENT,,,
,,"See better, Lear; and let me still remain",1.1.167,
,,The true blank of thine eye.,1.1.168,
,KING LEAR,,,
,,"Now, by Apollo,--",1.1.169,
,KENT,,,
,,"Now, by Apollo, king,",1.1.170,
,,Thou swear'st thy gods in vain.,1.1.171,
,KING LEAR,,,
,,"O, vassal! miscreant!",1.1.172,
,,,,Laying his hand on his sword
,ALBANY,,,
,CORNWALL,,,
,,"Dear sir, forbear.",1.1.173,
,KENT,,,
,,Do:,1.1.174,
,,"Kill thy physician, and the fee bestow",1.1.175,
,,Upon thy foul disease. Revoke thy doom;,1.1.176,
,,"Or, whilst I can vent clamour from my throat,",1.1.177,
,,I'll tell thee thou dost evil.,1.1.178,
,KING LEAR,,,
,,"Hear me, recreant!",1.1.179,
,,"On thine allegiance, hear me!",1.1.180,
,,"Since thou hast sought to make us break our vow,",1.1.181,
,,"Which we durst never yet, and with strain'd pride",1.1.182,
,,"To come between our sentence and our power,",1.1.183,
,,"Which nor our nature nor our place can bear,",1.1.184,
,,"Our potency made good, take thy reward.",1.1.185,
,,"Five days we do allot thee, for provision",1.1.186,
,,To shield thee from diseases of the world;,1.1.187,
,,And on the sixth to turn thy hated back,1.1.188,
,,"Upon our kingdom: if, on the tenth day following,",1.1.189,
,,"Thy banish'd trunk be found in our dominions,",1.1.190,
,,"The moment is thy death. Away! by Jupiter,",1.1.191,
,,This shall not be revoked.,1.1.192,
,KENT,,,
,,"Fare thee well, king: sith thus thou wilt appear,",1.1.193,
,,"Freedom lives hence, and banishment is here.",1.1.194,
,,,,To CORDELIA
,,"The gods to their dear shelter take thee, maid,",1.1.195,
,,"That justly think'st, and hast most rightly said!",1.1.196,
,,,,To REGAN and GONERIL
,,"And your large speeches may your deeds approve,",1.1.197,
,,That good effects may spring from words of love.,1.1.198,
,,"Thus Kent, O princes, bids you all adieu;",1.1.199,
,,He'll shape his old course in a country new.,1.1.200,
,,,,Exit
,,,,"Flourish. Re-enter GLOUCESTER, with KING OF FRANCE, BURGUNDY, and Attendants"
,GLOUCESTER,,,
,,"Here's France and Burgundy, my noble lord.",1.1.201,
,KING LEAR,,,
,,My lord of Burgundy.,1.1.202,
,,"We first address towards you, who with this king",1.1.203,
,,"Hath rivall'd for our daughter: what, in the least,",1.1.204,
,,"Will you require in present dower with her,",1.1.205,
,,Or cease your quest of love?,1.1.206,
,BURGUNDY,,,
,,"Most royal majesty,",1.1.207,
,,"I crave no more than what your highness offer'd,",1.1.208,
,,Nor will you tender less.,1.1.209,
,KING LEAR,,,
,,"Right noble Burgundy,",1.1.210,
,,"When she was dear to us, we did hold her so;",1.1.211,
,,"But now her price is fall'n. Sir, there she stands:",1.1.212,
,,"If aught within that little seeming substance,",1.1.213,
,,"Or all of it, with our displeasure pieced,",1.1.214,
,,"And nothing more, may fitly like your grace,",1.1.215,
,,"She's there, and she is yours.",1.1.216,
,BURGUNDY,,,
,,I know no answer.,1.1.217,
,KING LEAR,,,
,,"Will you, with those infirmities she owes,",1.1.218,
,,"Unfriended, new-adopted to our hate,",1.1.219,
,,"Dower'd with our curse, and stranger'd with our oath,",1.1.220,
,,"Take her, or leave her?",1.1.221,
,BURGUNDY,,,
,,"Pardon me, royal sir;",1.1.222,
,,Election makes not up on such conditions.,1.1.223,
,KING LEAR,,,
,,"Then leave her, sir; for, by the power that made me,",1.1.224,
,,I tell you all her wealth.,1.1.225,
,,,,To KING OF FRANCE
,,"For you, great king,",1.1.226,
,,"I would not from your love make such a stray,",1.1.227,
,,To match you where I hate; therefore beseech you,1.1.228,
,,To avert your liking a more worthier way,1.1.229,
,,Than on a wretch whom nature is ashamed,1.1.230,
,,Almost to acknowledge hers.,1.1.231,
,KING OF FRANCE,,,
,,"This is most strange,",1.1.232,
,,"That she, that even but now was your best object,",1.1.233,
,,"The argument of your praise, balm of your age,",1.1.234,
,,"Most best, most dearest, should in this trice of time",1.1.235,
,,"Commit a thing so monstrous, to dismantle",1.1.236,
,,"So many folds of favour. Sure, her offence",1.1.237,
,,"Must be of such unnatural degree,",1.1.238,
,,"That monsters it, or your fore-vouch'd affection",1.1.239,
,,"Fall'n into taint: which to believe of her,",1.1.240,
,,Must be a faith that reason without miracle,1.1.241,
,,Could never plant in me.,1.1.242,
,CORDELIA,,,
,,"I yet beseech your majesty,--",1.1.243,
,,"If for I want that glib and oily art,",1.1.244,
,,"To speak and purpose not; since what I well intend,",1.1.245,
,,"I'll do't before I speak,--that you make known",1.1.246,
,,"It is no vicious blot, murder, or foulness,",1.1.247,
,,"No unchaste action, or dishonour'd step,",1.1.248,
,,That hath deprived me of your grace and favour;,1.1.249,
,,"But even for want of that for which I am richer,",1.1.250,
,,"A still-soliciting eye, and such a tongue",1.1.251,
,,"As I am glad I have not, though not to have it",1.1.252,
,,Hath lost me in your liking.,1.1.253,
,KING LEAR,,,
,,Better thou,1.1.254,
,,Hadst not been born than not to have pleased me better.,1.1.255,
,KING OF FRANCE,,,
,,"Is it but this,--a tardiness in nature",1.1.256,
,,Which often leaves the history unspoke,1.1.257,
,,"That it intends to do? My lord of Burgundy,",1.1.258,
,,What say you to the lady? Love's not love,1.1.259,
,,When it is mingled with regards that stand,1.1.260,
,,Aloof from the entire point. Will you have her?,1.1.261,
,,She is herself a dowry.,1.1.262,
,BURGUNDY,,,
,,"Royal Lear,",1.1.263,
,,"Give but that portion which yourself proposed,",1.1.264,
,,"And here I take Cordelia by the hand,",1.1.265,
,,Duchess of Burgundy.,1.1.266,
,KING LEAR,,,
,,Nothing: I have sworn; I am firm.,1.1.267,
,BURGUNDY,,,
,,"I am sorry, then, you have so lost a father",1.1.268,
,,That you must lose a husband.,1.1.269,
,CORDELIA,,,
,,Peace be with Burgundy!,1.1.270,
,,"Since that respects of fortune are his love,",1.1.271,
,,I shall not be his wife.,1.1.272,
,KING OF FRANCE,,,
,,"Fairest Cordelia, that art most rich, being poor;",1.1.273,
,,"Most choice, forsaken; and most loved, despised!",1.1.274,
,,Thee and thy virtues here I seize upon:,1.1.275,
,,Be it lawful I take up what's cast away.,1.1.276,
,,"Gods, gods! 'tis strange that from their cold'st neglect",1.1.277,
,,My love should kindle to inflamed respect.,1.1.278,
,,"Thy dowerless daughter, king, thrown to my chance,",1.1.279,
,,"Is queen of us, of ours, and our fair France:",1.1.280,
,,Not all the dukes of waterish Burgundy,1.1.281,
,,Can buy this unprized precious maid of me.,1.1.282,
,,"Bid them farewell, Cordelia, though unkind:",1.1.283,
,,"Thou losest here, a better where to find.",1.1.284,
,KING LEAR,,,
,,"Thou hast her, France: let her be thine; for we",1.1.285,
,,"Have no such daughter, nor shall ever see",1.1.286,
,,That face of hers again. Therefore be gone,1.1.287,
,,"Without our grace, our love, our benison.",1.1.288,
,,"Come, noble Burgundy.",1.1.289,
,,,,"Flourish. Exeunt all but KING OF FRANCE, GONERIL, REGAN, and CORDELIA"
,KING OF FRANCE,,,
,,Bid farewell to your sisters.,1.1.290,
,CORDELIA,,,
,,"The jewels of our father, with wash'd eyes",1.1.291,
,,Cordelia leaves you: I know you what you are;,1.1.292,
,,And like a sister am most loath to call,1.1.293,
,,Your faults as they are named. Use well our father:,1.1.294,
,,To your professed bosoms I commit him,1.1.295,
,,"But yet, alas, stood I within his grace,",1.1.296,
,,I would prefer him to a better place.,1.1.297,
,,"So, farewell to you both.",1.1.298,
,REGAN,,,
,,Prescribe not us our duties.,1.1.299,
,GONERIL,,,
,,Let your study,1.1.300,
,,"Be to content your lord, who hath received you",1.1.301,
,,"At fortune's alms. You have obedience scanted,",1.1.302,
,,And well are worth the want that you have wanted.,1.1.303,
,CORDELIA,,,
,,Time shall unfold what plaited cunning hides:,1.1.304,
,,"Who cover faults, at last shame them derides.",1.1.305,
,,Well may you prosper!,1.1.306,
,KING OF FRANCE,,,
,,"Come, my fair Cordelia.",1.1.307,
,,,,Exeunt KING OF FRANCE and CORDELIA
,GONERIL,,,
,,"Sister, it is not a little I have to say of what",1.1.308,
,,most nearly appertains to us both. I think our,1.1.309,
,,father will hence to-night.,1.1.310,
,REGAN,,,
,,"That's most certain, and with you; next month with us.",1.1.311,
,GONERIL,,,
,,You see how full of changes his age is; the,1.1.312,
,,observation we have made of it hath not been,1.1.313,
,,little: he always loved our sister most; and,1.1.314,
,,with what poor judgment he hath now cast her off,1.1.315,
,,appears too grossly.,1.1.316,
,REGAN,,,
,,'Tis the infirmity of his age: yet he hath ever,1.1.317,
,,but slenderly known himself.,1.1.318,
,GONERIL,,,
,,The best and soundest of his time hath been but,1.1.319,
,,"rash; then must we look to receive from his age,",1.1.320,
,,not alone the imperfections of long-engraffed,1.1.321,
,,"condition, but therewithal the unruly waywardness",1.1.322,
,,that infirm and choleric years bring with them.,1.1.323,
,REGAN,,,
,,Such unconstant starts are we like to have from,1.1.324,
,,him as this of Kent's banishment.,1.1.325,
,GONERIL,,,
,,There is further compliment of leavetaking,1.1.326,
,,"between France and him. Pray you, let's hit",1.1.327,
,,together: if our father carry authority with,1.1.328,
,,"such dispositions as he bears, this last",1.1.329,
,,surrender of his will but offend us.,1.1.330,
,REGAN,,,
,,We shall further think on't.,1.1.331,
,GONERIL,,,
,,"We must do something, and i' the heat.",1.1.332,
,,,,Exeunt
SCENE II. The Earl of Gloucester's castle.,,,,
,,,,"Enter EDMUND, with a letter"
,EDMUND,,,
,,"Thou, nature, art my goddess; to thy law",1.2.1,
,,My services are bound. Wherefore should I,1.2.2,
,,"Stand in the plague of custom, and permit",1.2.3,
,,"The curiosity of nations to deprive me,",1.2.4,
,,For that I am some twelve or fourteen moon-shines,1.2.5,
,,Lag of a brother? Why bastard? wherefore base?,1.2.6,
,,"When my dimensions are as well compact,",1.2.7,
,,"My mind as generous, and my shape as true,",1.2.8,
,,As honest madam's issue? Why brand they us,1.2.9,
,,"With base? with baseness? bastardy? base, base?",1.2.10,
,,"Who, in the lusty stealth of nature, take",1.2.11,
,,More composition and fierce quality,1.2.12,
,,"Than doth, within a dull, stale, tired bed,",1.2.13,
,,"Go to the creating a whole tribe of fops,",1.2.14,
,,"Got 'tween asleep and wake? Well, then,",1.2.15,
,,"Legitimate Edgar, I must have your land:",1.2.16,
,,Our father's love is to the bastard Edmund,1.2.17,
,,"As to the legitimate: fine word,--legitimate!",1.2.18,
,,"Well, my legitimate, if this letter speed,",1.2.19,
,,"And my invention thrive, Edmund the base",1.2.20,
,,Shall top the legitimate. I grow; I prosper:,1.2.21,
,,"Now, gods, stand up for bastards!",1.2.22,
,,,,Enter GLOUCESTER
,GLOUCESTER,,,
,,Kent banish'd thus! and France in choler parted!,1.2.23,
,,And the king gone to-night! subscribed his power!,1.2.24,
,,Confined to exhibition! All this done,1.2.25,
,,"Upon the gad! Edmund, how now! what news?",1.2.26,
,EDMUND,,,
,,"So please your lordship, none.",1.2.27,
,,,,Putting up the letter
,GLOUCESTER,,,
,,Why so earnestly seek you to put up that letter?,1.2.28,
,EDMUND,,,
,,"I know no news, my lord.",1.2.29,
,GLOUCESTER,,,
,,What paper were you reading?,1.2.30,
,EDMUND,,,
,,"Nothing, my lord.",1.2.31,
,GLOUCESTER,,,
,,"No? What needed, then, that terrible dispatch of",1.2.32,
,,it into your pocket? the quality of nothing hath,1.2.33,
,,"not such need to hide itself. Let's see: come,",1.2.34,
,,"if it be nothing, I shall not need spectacles.",1.2.35,
,EDMUND,,,
,,"I beseech you, sir, pardon me: it is a letter",1.2.36,
,,"from my brother, that I have not all o'er-read;",1.2.37,
,,"and for so much as I have perused, I find it not",1.2.38,
,,fit for your o'er-looking.,1.2.39,
,GLOUCESTER,,,
,,"Give me the letter, sir.",1.2.40,
,EDMUND,,,
,,"I shall offend, either to detain or give it. The",1.2.41,
,,"contents, as in part I understand them, are to blame.",1.2.42,
,GLOUCESTER,,,
,,"Let's see, let's see.",1.2.43,
,EDMUND,,,
,,"I hope, for my brother's justification, he wrote",1.2.44,
,,this but as an essay or taste of my virtue.,1.2.45,
,GLOUCESTER,,,
,,[Reads]  'This policy and reverence of age makes,1.2.46,
,,the world bitter to the best of our times; keeps,1.2.47,
,,our fortunes from us till our oldness cannot relish,1.2.48,
,,them. I begin to find an idle and fond bondage,1.2.49,
,,"in the oppression of aged tyranny; who sways, not",1.2.50,
,,"as it hath power, but as it is suffered. Come to",1.2.51,
,,"me, that of this I may speak more. If our father",1.2.52,
,,"would sleep till I waked him, you should half his",1.2.53,
,,"revenue for ever, and live the beloved of your",1.2.54,
,,"brother,	EDGAR.'",1.2.55,
,,"Hum--conspiracy!--'Sleep till I waked him,--you",1.2.56,
,,"should enjoy half his revenue,'--My son Edgar!",1.2.57,
,,Had he a hand to write this? a heart and brain,1.2.58,
,,to breed it in?--When came this to you? who,1.2.59,
,,brought it?,1.2.60,
,EDMUND,,,
,,"It was not brought me, my lord; there's the",1.2.61,
,,cunning of it; I found it thrown in at the,1.2.62,
,,casement of my closet.,1.2.63,
,GLOUCESTER,,,
,,You know the character to be your brother's?,1.2.64,
,EDMUND,,,
,,"If the matter were good, my lord, I durst swear",1.2.65,
,,"it were his; but, in respect of that, I would",1.2.66,
,,fain think it were not.,1.2.67,
,GLOUCESTER,,,
,,It is his.,1.2.68,
,EDMUND,,,
,,"It is his hand, my lord; but I hope his heart is",1.2.69,
,,not in the contents.,1.2.70,
,GLOUCESTER,,,
,,Hath he never heretofore sounded you in this business?,1.2.71,
,EDMUND,,,
,,"Never, my lord: but I have heard him oft",1.2.72,
,,"maintain it to be fit, that, sons at perfect age,",1.2.73,
,,"and fathers declining, the father should be as",1.2.74,
,,"ward to the son, and the son manage his revenue.",1.2.75,
,GLOUCESTER,,,
,,"O villain, villain! His very opinion in the",1.2.76,
,,"letter! Abhorred villain! Unnatural, detested,",1.2.77,
,,"brutish villain! worse than brutish! Go, sirrah,",1.2.78,
,,seek him; I'll apprehend him: abominable villain!,1.2.79,
,,Where is he?,1.2.80,
,EDMUND,,,
,,"I do not well know, my lord. If it shall please",1.2.81,
,,you to suspend your indignation against my,1.2.82,
,,brother till you can derive from him better,1.2.83,
,,"testimony of his intent, you shall run a certain",1.2.84,
,,"course; where, if you violently proceed against",1.2.85,
,,"him, mistaking his purpose, it would make a great",1.2.86,
,,"gap in your own honour, and shake in pieces the",1.2.87,
,,heart of his obedience. I dare pawn down my life,1.2.88,
,,"for him, that he hath wrote this to feel my",1.2.89,
,,"affection to your honour, and to no further",1.2.90,
,,pretence of danger.,1.2.91,
,GLOUCESTER,,,
,,Think you so?,1.2.92,
,EDMUND,,,
,,"If your honour judge it meet, I will place you",1.2.93,
,,"where you shall hear us confer of this, and by an",1.2.94,
,,auricular assurance have your satisfaction; and,1.2.95,
,,that without any further delay than this very evening.,1.2.96,
,GLOUCESTER,,,
,,He cannot be such a monster--,1.2.97,
,EDMUND,,,
,,"Nor is not, sure.",1.2.98,
,GLOUCESTER,,,
,,"To his father, that so tenderly and entirely",1.2.99,
,,"loves him. Heaven and earth! Edmund, seek him",1.2.100,
,,"out: wind me into him, I pray you: frame the",1.2.101,
,,business after your own wisdom. I would unstate,1.2.102,
,,"myself, to be in a due resolution.",1.2.103,
,EDMUND,,,
,,"I will seek him, sir, presently: convey the",1.2.104,
,,business as I shall find means and acquaint you withal.,1.2.105,
,GLOUCESTER,,,
,,These late eclipses in the sun and moon portend,1.2.106,
,,no good to us: though the wisdom of nature can,1.2.107,
,,"reason it thus and thus, yet nature finds itself",1.2.108,
,,"scourged by the sequent effects: love cools,",1.2.109,
,,"friendship falls off, brothers divide: in",1.2.110,
,,"cities, mutinies; in countries, discord; in",1.2.111,
,,"palaces, treason; and the bond cracked 'twixt son",1.2.112,
,,and father. This villain of mine comes under the,1.2.113,
,,prediction; there's son against father: the king,1.2.114,
,,falls from bias of nature; there's father against,1.2.115,
,,child. We have seen the best of our time:,1.2.116,
,,"machinations, hollowness, treachery, and all",1.2.117,
,,"ruinous disorders, follow us disquietly to our",1.2.118,
,,"graves. Find out this villain, Edmund; it shall",1.2.119,
,,lose thee nothing; do it carefully. And the,1.2.120,
,,noble and true-hearted Kent banished! his,1.2.121,
,,"offence, honesty! 'Tis strange.",1.2.122,
,,,,Exit
,EDMUND,,,
,,"This is the excellent foppery of the world, that,",1.2.123,
,,"when we are sick in fortune,--often the surfeit",1.2.124,
,,"of our own behavior,--we make guilty of our",1.2.125,
,,"disasters the sun, the moon, and the stars: as",1.2.126,
,,if we were villains by necessity; fools by,1.2.127,
,,"heavenly compulsion; knaves, thieves, and",1.2.128,
,,"treachers, by spherical predominance; drunkards,",1.2.129,
,,"liars, and adulterers, by an enforced obedience of",1.2.130,
,,"planetary influence; and all that we are evil in,",1.2.131,
,,by a divine thrusting on: an admirable evasion,1.2.132,
,,"of whoremaster man, to lay his goatish",1.2.133,
,,disposition to the charge of a star! My,1.2.134,
,,father compounded with my mother under the,1.2.135,
,,dragon's tail; and my nativity was under Ursa,1.2.136,
,,"major; so that it follows, I am rough and",1.2.137,
,,"lecherous. Tut, I should have been that I am,",1.2.138,
,,had the maidenliest star in the firmament,1.2.139,
,,twinkled on my bastardizing. Edgar--,1.2.140,
,,,,Enter EDGAR
,,And pat he comes like the catastrophe of the old,1.2.141,
,,"comedy: my cue is villanous melancholy, with a",1.2.142,
,,"sigh like Tom o' Bedlam. O, these eclipses do",1.2.143,
,,"portend these divisions! fa, sol, la, mi.",1.2.144,
,EDGAR,,,
,,"How now, brother Edmund! what serious",1.2.145,
,,contemplation are you in?,1.2.146,
,EDMUND,,,
,,"I am thinking, brother, of a prediction I read",1.2.147,
,,"this other day, what should follow these eclipses.",1.2.148,
,EDGAR,,,
,,Do you busy yourself about that?,1.2.149,
,EDMUND,,,
,,"I promise you, the effects he writes of succeed",1.2.150,
,,unhappily; as of unnaturalness between the child,1.2.151,
,,"and the parent; death, dearth, dissolutions of",1.2.152,
,,"ancient amities; divisions in state, menaces and",1.2.153,
,,maledictions against king and nobles; needless,1.2.154,
,,"diffidences, banishment of friends, dissipation",1.2.155,
,,"of cohorts, nuptial breaches, and I know not what.",1.2.156,
,EDGAR,,,
,,How long have you been a sectary astronomical?,1.2.157,
,EDMUND,,,
,,"Come, come; when saw you my father last?",1.2.158,
,EDGAR,,,
,,"Why, the night gone by.",1.2.159,
,EDMUND,,,
,,Spake you with him?,1.2.160,
,EDGAR,,,
,,"Ay, two hours together.",1.2.161,
,EDMUND,,,
,,Parted you in good terms? Found you no,1.2.162,
