Title,Chapter,Player,Line,Line ID,Stage Direction
,,,As in this king.,1.1.38,
,,ELY,,,
,,,We are blessed in the change.,1.1.39,
,,CANTERBURY,,,
,,,"Hear him but reason in divinity,",1.1.40,
,,,And all-admiring with an inward wish,1.1.41,
,,,You would desire the king were made a prelate:,1.1.42,
,,,"Hear him debate of commonwealth affairs,",1.1.43,
,,,You would say it hath been all in all his study:,1.1.44,
,,,"List his discourse of war, and you shall hear",1.1.45,
,,,A fearful battle render'd you in music:,1.1.46,
,,,"Turn him to any cause of policy,",1.1.47,
,,,"The Gordian knot of it he will unloose,",1.1.48,
,,,"Familiar as his garter: that, when he speaks,",1.1.49,
,,,"The air, a charter'd libertine, is still,",1.1.50,
,,,"And the mute wonder lurketh in men's ears,",1.1.51,
,,,To steal his sweet and honey'd sentences;,1.1.52,
,,,So that the art and practic part of life,1.1.53,
,,,Must be the mistress to this theoric:,1.1.54,
,,,"Which is a wonder how his grace should glean it,",1.1.55,
,,,"Since his addiction was to courses vain,",1.1.56,
,,,"His companies unletter'd, rude and shallow,",1.1.57,
,,,"His hours fill'd up with riots, banquets, sports,",1.1.58,
,,,"And never noted in him any study,",1.1.59,
,,,"Any retirement, any sequestration",1.1.60,
,,,From open haunts and popularity.,1.1.61,
,,ELY,,,
,,,The strawberry grows underneath the nettle,1.1.62,
,,,And wholesome berries thrive and ripen best,1.1.63,
,,,Neighbour'd by fruit of baser quality:,1.1.64,
,,,And so the prince obscured his contemplation,1.1.65,
,,,"Under the veil of wildness; which, no doubt,",1.1.66,
,,,"Grew like the summer grass, fastest by night,",1.1.67,
,,,"Unseen, yet crescive in his faculty.",1.1.68,
,,CANTERBURY,,,
,,,It must be so; for miracles are ceased;,1.1.69,
,,,And therefore we must needs admit the means,1.1.70,
,,,How things are perfected.,1.1.71,
,,ELY,,,
,,,"But, my good lord,",1.1.72,
,,,How now for mitigation of this bill,1.1.73,
,,,Urged by the commons? Doth his majesty,1.1.74,
,,,"Incline to it, or no?",1.1.75,
,,CANTERBURY,,,
,,,"He seems indifferent,",1.1.76,
,,,Or rather swaying more upon our part,1.1.77,
,,,Than cherishing the exhibiters against us;,1.1.78,
,,,"For I have made an offer to his majesty,",1.1.79,
,,,Upon our spiritual convocation,1.1.80,
,,,"And in regard of causes now in hand,",1.1.81,
,,,"Which I have open'd to his grace at large,",1.1.82,
,,,"As touching France, to give a greater sum",1.1.83,
,,,Than ever at one time the clergy yet,1.1.84,
,,,Did to his predecessors part withal.,1.1.85,
,,ELY,,,
,,,"How did this offer seem received, my lord?",1.1.86,
,,CANTERBURY,,,
,,,With good acceptance of his majesty;,1.1.87,
,,,"Save that there was not time enough to hear,",1.1.88,
,,,"As I perceived his grace would fain have done,",1.1.89,
,,,The severals and unhidden passages,1.1.90,
,,,Of his true titles to some certain dukedoms,1.1.91,
,,,And generally to the crown and seat of France,1.1.92,
,,,"Derived from Edward, his great-grandfather.",1.1.93,
,,ELY,,,
,,,What was the impediment that broke this off?,1.1.94,
,,CANTERBURY,,,
,,,The French ambassador upon that instant,1.1.95,
,,,"Craved audience; and the hour, I think, is come",1.1.96,
,,,To give him hearing: is it four o'clock?,1.1.97,
,,ELY,,,
,,,It is.,1.1.98,
,,CANTERBURY,,,
,,,"Then go we in, to know his embassy;",1.1.99,
,,,"Which I could with a ready guess declare,",1.1.100,
,,,Before the Frenchman speak a word of it.,1.1.101,
,,ELY,,,
,,,"I'll wait upon you, and I long to hear it.",1.1.102,
,,,,,Exeunt
,SCENE II. The same. The Presence chamber.,,,,
,,,,,"Enter KING HENRY V, GLOUCESTER, BEDFORD, EXETER, WARWICK, WESTMORELAND, and Attendants"
,,KING HENRY V,,,
,,,Where is my gracious Lord of Canterbury?,1.2.1,
,,EXETER,,,
,,,Not here in presence.,1.2.2,
,,KING HENRY V,,,
,,,"Send for him, good uncle.",1.2.3,
,,WESTMORELAND,,,
,,,"Shall we call in the ambassador, my liege?",1.2.4,
,,KING HENRY V,,,
,,,"Not yet, my cousin: we would be resolved,",1.2.5,
,,,"Before we hear him, of some things of weight",1.2.6,
,,,"That task our thoughts, concerning us and France.",1.2.7,
,,,,,"Enter the ARCHBISHOP OF CANTERBURY, and the BISHOP of ELY"
,,CANTERBURY,,,
,,,God and his angels guard your sacred throne,1.2.8,
,,,And make you long become it!,1.2.9,
,,KING HENRY V,,,
,,,"Sure, we thank you.",1.2.10,
,,,"My learned lord, we pray you to proceed",1.2.11,
,,,And justly and religiously unfold,1.2.12,
,,,Why the law Salique that they have in France,1.2.13,
,,,"Or should, or should not, bar us in our claim:",1.2.14,
,,,"And God forbid, my dear and faithful lord,",1.2.15,
,,,"That you should fashion, wrest, or bow your reading,",1.2.16,
,,,Or nicely charge your understanding soul,1.2.17,
,,,"With opening titles miscreate, whose right",1.2.18,
,,,Suits not in native colours with the truth;,1.2.19,
,,,For God doth know how many now in health,1.2.20,
,,,Shall drop their blood in approbation,1.2.21,
,,,Of what your reverence shall incite us to.,1.2.22,
,,,"Therefore take heed how you impawn our person,",1.2.23,
,,,How you awake our sleeping sword of war:,1.2.24,
,,,"We charge you, in the name of God, take heed;",1.2.25,
,,,For never two such kingdoms did contend,1.2.26,
,,,Without much fall of blood; whose guiltless drops,1.2.27,
,,,"Are every one a woe, a sore complaint",1.2.28,
,,,'Gainst him whose wrong gives edge unto the swords,1.2.29,
,,,That make such waste in brief mortality.,1.2.30,
,,,"Under this conjuration, speak, my lord;",1.2.31,
,,,"For we will hear, note and believe in heart",1.2.32,
,,,That what you speak is in your conscience wash'd,1.2.33,
,,,As pure as sin with baptism.,1.2.34,
,,CANTERBURY,,,
,,,"Then hear me, gracious sovereign, and you peers,",1.2.35,
,,,"That owe yourselves, your lives and services",1.2.36,
,,,To this imperial throne. There is no bar,1.2.37,
,,,To make against your highness' claim to France,1.2.38,
,,,"But this, which they produce from Pharamond,",1.2.39,
,,,'In terram Salicam mulieres ne succedant:',1.2.40,
,,,'No woman shall succeed in Salique land:',1.2.41,
,,,Which Salique land the French unjustly gloze,1.2.42,
,,,"To be the realm of France, and Pharamond",1.2.43,
,,,The founder of this law and female bar.,1.2.44,
,,,Yet their own authors faithfully affirm,1.2.45,
,,,"That the land Salique is in Germany,",1.2.46,
,,,Between the floods of Sala and of Elbe;,1.2.47,
,,,"Where Charles the Great, having subdued the Saxons,",1.2.48,
,,,There left behind and settled certain French;,1.2.49,
,,,"Who, holding in disdain the German women",1.2.50,
,,,"For some dishonest manners of their life,",1.2.51,
,,,"Establish'd then this law; to wit, no female",1.2.52,
,,,Should be inheritrix in Salique land:,1.2.53,
,,,"Which Salique, as I said, 'twixt Elbe and Sala,",1.2.54,
,,,Is at this day in Germany call'd Meisen.,1.2.55,
,,,Then doth it well appear that Salique law,1.2.56,
,,,Was not devised for the realm of France:,1.2.57,
,,,Nor did the French possess the Salique land,1.2.58,
,,,Until four hundred one and twenty years,1.2.59,
,,,"After defunction of King Pharamond,",1.2.60,
,,,Idly supposed the founder of this law;,1.2.61,
,,,Who died within the year of our redemption,1.2.62,
,,,Four hundred twenty-six; and Charles the Great,1.2.63,
,,,"Subdued the Saxons, and did seat the French",1.2.64,
,,,"Beyond the river Sala, in the year",1.2.65,
,,,"Eight hundred five. Besides, their writers say,",1.2.66,
,,,"King Pepin, which deposed Childeric,",1.2.67,
,,,"Did, as heir general, being descended",1.2.68,
,,,"Of Blithild, which was daughter to King Clothair,",1.2.69,
,,,Make claim and title to the crown of France.,1.2.70,
,,,"Hugh Capet also, who usurped the crown",1.2.71,
,,,"Of Charles the duke of Lorraine, sole heir male",1.2.72,
,,,"Of the true line and stock of Charles the Great,",1.2.73,
,,,"To find his title with some shows of truth,",1.2.74,
,,,"'Through, in pure truth, it was corrupt and naught,",1.2.75,
,,,"Convey'd himself as heir to the Lady Lingare,",1.2.76,
,,,"Daughter to Charlemain, who was the son",1.2.77,
,,,"To Lewis the emperor, and Lewis the son",1.2.78,
,,,"Of Charles the Great. Also King Lewis the Tenth,",1.2.79,
,,,"Who was sole heir to the usurper Capet,",1.2.80,
,,,"Could not keep quiet in his conscience,",1.2.81,
,,,"Wearing the crown of France, till satisfied",1.2.82,
,,,"That fair Queen Isabel, his grandmother,",1.2.83,
,,,"Was lineal of the Lady Ermengare,",1.2.84,
,,,Daughter to Charles the foresaid duke of Lorraine:,1.2.85,
,,,By the which marriage the line of Charles the Great,1.2.86,
,,,Was re-united to the crown of France.,1.2.87,
,,,"So that, as clear as is the summer's sun.",1.2.88,
,,,"King Pepin's title and Hugh Capet's claim,",1.2.89,
,,,"King Lewis his satisfaction, all appear",1.2.90,
,,,To hold in right and title of the female:,1.2.91,
,,,So do the kings of France unto this day;,1.2.92,
,,,Howbeit they would hold up this Salique law,1.2.93,
,,,"To bar your highness claiming from the female,",1.2.94,
,,,And rather choose to hide them in a net,1.2.95,
,,,Than amply to imbar their crooked titles,1.2.96,
,,,Usurp'd from you and your progenitors.,1.2.97,
,,KING HENRY V,,,
,,,May I with right and conscience make this claim?,1.2.98,
,,CANTERBURY,,,
,,,"The sin upon my head, dread sovereign!",1.2.99,
,,,"For in the book of Numbers is it writ,",1.2.100,
,,,"When the man dies, let the inheritance",1.2.101,
,,,"Descend unto the daughter. Gracious lord,",1.2.102,
,,,Stand for your own; unwind your bloody flag;,1.2.103,
,,,Look back into your mighty ancestors:,1.2.104,
,,,"Go, my dread lord, to your great-grandsire's tomb,",1.2.105,
,,,"From whom you claim; invoke his warlike spirit,",1.2.106,
,,,"And your great-uncle's, Edward the Black Prince,",1.2.107,
,,,"Who on the French ground play'd a tragedy,",1.2.108,
,,,"Making defeat on the full power of France,",1.2.109,
,,,Whiles his most mighty father on a hill,1.2.110,
,,,Stood smiling to behold his lion's whelp,1.2.111,
,,,Forage in blood of French nobility.,1.2.112,
,,,O noble English. that could entertain,1.2.113,
,,,With half their forces the full Pride of France,1.2.114,
,,,"And let another half stand laughing by,",1.2.115,
,,,All out of work and cold for action!,1.2.116,
,,ELY,,,
,,,Awake remembrance of these valiant dead,1.2.117,
,,,And with your puissant arm renew their feats:,1.2.118,
,,,You are their heir; you sit upon their throne;,1.2.119,
,,,The blood and courage that renowned them,1.2.120,
,,,Runs in your veins; and my thrice-puissant liege,1.2.121,
,,,"Is in the very May-morn of his youth,",1.2.122,
,,,Ripe for exploits and mighty enterprises.,1.2.123,
,,EXETER,,,
,,,Your brother kings and monarchs of the earth,1.2.124,
,,,"Do all expect that you should rouse yourself,",1.2.125,
,,,As did the former lions of your blood.,1.2.126,
,,WESTMORELAND,,,
,,,They know your grace hath cause and means and might;,1.2.127,
,,,So hath your highness; never king of England,1.2.128,
,,,"Had nobles richer and more loyal subjects,",1.2.129,
,,,Whose hearts have left their bodies here in England,1.2.130,
,,,And lie pavilion'd in the fields of France.,1.2.131,
,,CANTERBURY,,,
,,,"O, let their bodies follow, my dear liege,",1.2.132,
,,,With blood and sword and fire to win your right;,1.2.133,
,,,In aid whereof we of the spiritualty,1.2.134,
,,,Will raise your highness such a mighty sum,1.2.135,
,,,As never did the clergy at one time,1.2.136,
,,,Bring in to any of your ancestors.,1.2.137,
,,KING HENRY V,,,
,,,"We must not only arm to invade the French,",1.2.138,
,,,But lay down our proportions to defend,1.2.139,
,,,"Against the Scot, who will make road upon us",1.2.140,
,,,With all advantages.,1.2.141,
,,CANTERBURY,,,
,,,"They of those marches, gracious sovereign,",1.2.142,
,,,Shall be a wall sufficient to defend,1.2.143,
,,,Our inland from the pilfering borderers.,1.2.144,
,,KING HENRY V,,,
,,,"We do not mean the coursing snatchers only,",1.2.145,
,,,"But fear the main intendment of the Scot,",1.2.146,
,,,Who hath been still a giddy neighbour to us;,1.2.147,
,,,For you shall read that my great-grandfather,1.2.148,
,,,Never went with his forces into France,1.2.149,
,,,But that the Scot on his unfurnish'd kingdom,1.2.150,
,,,"Came pouring, like the tide into a breach,",1.2.151,
,,,"With ample and brim fulness of his force,",1.2.152,
,,,"Galling the gleaned land with hot assays,",1.2.153,
,,,Girding with grievous siege castles and towns;,1.2.154,
,,,"That England, being empty of defence,",1.2.155,
,,,Hath shook and trembled at the ill neighbourhood.,1.2.156,
,,CANTERBURY,,,
,,,"She hath been then more fear'd than harm'd, my liege;",1.2.157,
,,,For hear her but exampled by herself:,1.2.158,
,,,When all her chivalry hath been in France,1.2.159,
,,,"And she a mourning widow of her nobles,",1.2.160,
,,,She hath herself not only well defended,1.2.161,
,,,But taken and impounded as a stray,1.2.162,
,,,"The King of Scots; whom she did send to France,",1.2.163,
,,,To fill King Edward's fame with prisoner kings,1.2.164,
,,,And make her chronicle as rich with praise,1.2.165,
,,,As is the ooze and bottom of the sea,1.2.166,
,,,With sunken wreck and sunless treasuries.,1.2.167,
,,WESTMORELAND,,,
,,,"But there's a saying very old and true,",1.2.168,
,,,"'If that you will France win,",1.2.169,
,,,Then with Scotland first begin:',1.2.170,
,,,"For once the eagle England being in prey,",1.2.171,
,,,To her unguarded nest the weasel Scot,1.2.172,
,,,"Comes sneaking and so sucks her princely eggs,",1.2.173,
,,,"Playing the mouse in absence of the cat,",1.2.174,
,,,To tear and havoc more than she can eat.,1.2.175,
,,EXETER,,,
,,,It follows then the cat must stay at home:,1.2.176,
,,,"Yet that is but a crush'd necessity,",1.2.177,
,,,"Since we have locks to safeguard necessaries,",1.2.178,
,,,And pretty traps to catch the petty thieves.,1.2.179,
,,,"While that the armed hand doth fight abroad,",1.2.180,
,,,The advised head defends itself at home;,1.2.181,
,,,"For government, though high and low and lower,",1.2.182,
,,,"Put into parts, doth keep in one consent,",1.2.183,
,,,"Congreeing in a full and natural close,",1.2.184,
,,,Like music.,1.2.185,
,,CANTERBURY,,,
,,,Therefore doth heaven divide,1.2.186,
,,,"The state of man in divers functions,",1.2.187,
,,,Setting endeavour in continual motion;,1.2.188,
,,,"To which is fixed, as an aim or butt,",1.2.189,
,,,"Obedience: for so work the honey-bees,",1.2.190,
,,,Creatures that by a rule in nature teach,1.2.191,
,,,The act of order to a peopled kingdom.,1.2.192,
,,,They have a king and officers of sorts;,1.2.193,
,,,"Where some, like magistrates, correct at home,",1.2.194,
,,,"Others, like merchants, venture trade abroad,",1.2.195,
,,,"Others, like soldiers, armed in their stings,",1.2.196,
,,,"Make boot upon the summer's velvet buds,",1.2.197,
,,,Which pillage they with merry march bring home,1.2.198,
,,,To the tent-royal of their emperor;,1.2.199,
,,,"Who, busied in his majesty, surveys",1.2.200,
,,,"The singing masons building roofs of gold,",1.2.201,
,,,"The civil citizens kneading up the honey,",1.2.202,
,,,The poor mechanic porters crowding in,1.2.203,
,,,"Their heavy burdens at his narrow gate,",1.2.204,
,,,"The sad-eyed justice, with his surly hum,",1.2.205,
,,,Delivering o'er to executors pale,1.2.206,
,,,"The lazy yawning drone. I this infer,",1.2.207,
,,,"That many things, having full reference",1.2.208,
,,,"To one consent, may work contrariously:",1.2.209,
,,,"As many arrows, loosed several ways,",1.2.210,
,,,Come to one mark; as many ways meet in one town;,1.2.211,
,,,As many fresh streams meet in one salt sea;,1.2.212,
,,,As many lines close in the dial's centre;,1.2.213,
,,,"So may a thousand actions, once afoot.",1.2.214,
,,,"End in one purpose, and be all well borne",1.2.215,
,,,"Without defeat. Therefore to France, my liege.",1.2.216,
,,,Divide your happy England into four;,1.2.217,
,,,"Whereof take you one quarter into France,",1.2.218,
,,,And you withal shall make all Gallia shake.,1.2.219,
,,,"If we, with thrice such powers left at home,",1.2.220,
,,,"Cannot defend our own doors from the dog,",1.2.221,
,,,Let us be worried and our nation lose,1.2.222,
,,,The name of hardiness and policy.,1.2.223,
,,KING HENRY V,,,
,,,Call in the messengers sent from the Dauphin.,1.2.224,
,,,,,Exeunt some Attendants
,,,"Now are we well resolved; and, by God's help,",1.2.225,
,,,"And yours, the noble sinews of our power,",1.2.226,
,,,"France being ours, we'll bend it to our awe,",1.2.227,
,,,"Or break it all to pieces: or there we'll sit,",1.2.228,
,,,Ruling in large and ample empery,1.2.229,
,,,"O'er France and all her almost kingly dukedoms,",1.2.230,
,,,"Or lay these bones in an unworthy urn,",1.2.231,
,,,"Tombless, with no remembrance over them:",1.2.232,
,,,Either our history shall with full mouth,1.2.233,
,,,"Speak freely of our acts, or else our grave,",1.2.234,
,,,"Like Turkish mute, shall have a tongueless mouth,",1.2.235,
,,,Not worshipp'd with a waxen epitaph.,1.2.236,
,,,,,Enter Ambassadors of France
,,,Now are we well prepared to know the pleasure,1.2.237,
,,,Of our fair cousin Dauphin; for we hear,1.2.238,
,,,"Your greeting is from him, not from the king.",1.2.239,
,,First Ambassador,,,
,,,May't please your majesty to give us leave,1.2.240,
,,,Freely to render what we have in charge;,1.2.241,
,,,Or shall we sparingly show you far off,1.2.242,
,,,The Dauphin's meaning and our embassy?,1.2.243,
,,KING HENRY V,,,
,,,"We are no tyrant, but a Christian king;",1.2.244,
,,,Unto whose grace our passion is as subject,1.2.245,
,,,As are our wretches fetter'd in our prisons:,1.2.246,
,,,Therefore with frank and with uncurbed plainness,1.2.247,
,,,Tell us the Dauphin's mind.,1.2.248,
,,First Ambassador,,,
,,,"Thus, then, in few.",1.2.249,
,,,"Your highness, lately sending into France,",1.2.250,
,,,"Did claim some certain dukedoms, in the right",1.2.251,
,,,"Of your great predecessor, King Edward the Third.",1.2.252,
,,,"In answer of which claim, the prince our master",1.2.253,
,,,"Says that you savour too much of your youth,",1.2.254,
,,,And bids you be advised there's nought in France,1.2.255,
,,,That can be with a nimble galliard won;,1.2.256,
,,,You cannot revel into dukedoms there.,1.2.257,
,,,"He therefore sends you, meeter for your spirit,",1.2.258,
,,,"This tun of treasure; and, in lieu of this,",1.2.259,
,,,Desires you let the dukedoms that you claim,1.2.260,
,,,Hear no more of you. This the Dauphin speaks.,1.2.261,
,,KING HENRY V,,,
,,,"What treasure, uncle?",1.2.262,
,,EXETER,,,
,,,"Tennis-balls, my liege.",1.2.263,
,,KING HENRY V,,,
,,,We are glad the Dauphin is so pleasant with us;,1.2.264,
,,,His present and your pains we thank you for:,1.2.265,
,,,"When we have march'd our rackets to these balls,",1.2.266,
,,,"We will, in France, by God's grace, play a set",1.2.267,
,,,Shall strike his father's crown into the hazard.,1.2.268,
,,,Tell him he hath made a match with such a wrangler,1.2.269,
,,,That all the courts of France will be disturb'd,1.2.270,
,,,"With chaces. And we understand him well,",1.2.271,
,,,"How he comes o'er us with our wilder days,",1.2.272,
,,,Not measuring what use we made of them.,1.2.273,
,,,We never valued this poor seat of England;,1.2.274,
,,,"And therefore, living hence, did give ourself",1.2.275,
,,,To barbarous licence; as 'tis ever common,1.2.276,
,,,That men are merriest when they are from home.,1.2.277,
,,,"But tell the Dauphin I will keep my state,",1.2.278,
,,,Be like a king and show my sail of greatness,1.2.279,
,,,When I do rouse me in my throne of France:,1.2.280,
,,,For that I have laid by my majesty,1.2.281,
,,,"And plodded like a man for working-days,",1.2.282,
,,,But I will rise there with so full a glory,1.2.283,
,,,"That I will dazzle all the eyes of France,",1.2.284,
,,,"Yea, strike the Dauphin blind to look on us.",1.2.285,
,,,And tell the pleasant prince this mock of his,1.2.286,
,,,Hath turn'd his balls to gun-stones; and his soul,1.2.287,
,,,Shall stand sore charged for the wasteful vengeance,1.2.288,
,,,That shall fly with them: for many a thousand widows,1.2.289,
,,,Shall this his mock mock out of their dear husbands;,1.2.290,
,,,"Mock mothers from their sons, mock castles down;",1.2.291,
,,,And some are yet ungotten and unborn,1.2.292,
,,,That shall have cause to curse the Dauphin's scorn.,1.2.293,
,,,"But this lies all within the will of God,",1.2.294,
,,,To whom I do appeal; and in whose name,1.2.295,
,,,"Tell you the Dauphin I am coming on,",1.2.296,
,,,To venge me as I may and to put forth,1.2.297,
,,,My rightful hand in a well-hallow'd cause.,1.2.298,
,,,So get you hence in peace; and tell the Dauphin,1.2.299,
,,,"His jest will savour but of shallow wit,",1.2.300,
,,,When thousands weep more than did laugh at it.,1.2.301,
,,,Convey them with safe conduct. Fare you well.,1.2.302,
,,,,,Exeunt Ambassadors
,,EXETER,,,
,,,This was a merry message.,1.2.303,
,,KING HENRY V,,,
,,,We hope to make the sender blush at it.,1.2.304,
,,,"Therefore, my lords, omit no happy hour",1.2.305,
,,,That may give furtherance to our expedition;,1.2.306,
,,,"For we have now no thought in us but France,",1.2.307,
,,,"Save those to God, that run before our business.",1.2.308,
,,,Therefore let our proportions for these wars,1.2.309,
,,,Be soon collected and all things thought upon,1.2.310,
,,,That may with reasonable swiftness add,1.2.311,
,,,"More feathers to our wings; for, God before,",1.2.312,
,,,We'll chide this Dauphin at his father's door.,1.2.313,
,,,"Therefore let every man now task his thought,",1.2.314,
,,,That this fair action may on foot be brought.,1.2.315,
,,,,,Exeunt. Flourish
,ACT II,,,,
,PROLOGUE,,,,
,,,,,Enter Chorus
,,Chorus,,,
,,,"Now all the youth of England are on fire,",2.0.1,
,,,And silken dalliance in the wardrobe lies:,2.0.2,
,,,"Now thrive the armourers, and honour's thought",2.0.3,
,,,Reigns solely in the breast of every man:,2.0.4,
,,,"They sell the pasture now to buy the horse,",2.0.5,
,,,"Following the mirror of all Christian kings,",2.0.6,
,,,"With winged heels, as English Mercuries.",2.0.7,
,,,"For now sits Expectation in the air,",2.0.8,
,,,And hides a sword from hilts unto the point,2.0.9,
,,,"With crowns imperial, crowns and coronets,",2.0.10,
,,,Promised to Harry and his followers.,2.0.11,
,,,"The French, advised by good intelligence",2.0.12,
,,,"Of this most dreadful preparation,",2.0.13,
,,,Shake in their fear and with pale policy,2.0.14,
,,,Seek to divert the English purposes.,2.0.15,
,,,"O England! model to thy inward greatness,",2.0.16,
,,,"Like little body with a mighty heart,",2.0.17,
,,,"What mightst thou do, that honour would thee do,",2.0.18,
,,,Were all thy children kind and natural!,2.0.19,
,,,But see thy fault! France hath in thee found out,2.0.20,
,,,"A nest of hollow bosoms, which he fills",2.0.21,
,,,"With treacherous crowns; and three corrupted men,",2.0.22,
,,,"One, Richard Earl of Cambridge, and the second,",2.0.23,
,,,"Henry Lord Scroop of Masham, and the third,",2.0.24,
,,,"Sir Thomas Grey, knight, of Northumberland,",2.0.25,
,,,"Have, for the gilt of France,--O guilt indeed!",2.0.26,
,,,Confirm'd conspiracy with fearful France;,2.0.27,
,,,"And by their hands this grace of kings must die,",2.0.28,
,,,"If hell and treason hold their promises,",2.0.29,
,,,"Ere he take ship for France, and in Southampton.",2.0.30,
,,,Linger your patience on; and we'll digest,2.0.31,
,,,The abuse of distance; force a play:,2.0.32,
,,,The sum is paid; the traitors are agreed;,2.0.33,
,,,The king is set from London; and the scene,2.0.34,
,,,"Is now transported, gentles, to Southampton;",2.0.35,
,,,"There is the playhouse now, there must you sit:",2.0.36,
,,,"And thence to France shall we convey you safe,",2.0.37,
,,,"And bring you back, charming the narrow seas",2.0.38,
,,,"To give you gentle pass; for, if we may,",2.0.39,
,,,We'll not offend one stomach with our play.,2.0.40,
,,,"But, till the king come forth, and not till then,",2.0.41,
,,,Unto Southampton do we shift our scene.,2.0.42,
,,,,,Exit
,SCENE I. London. A street.,,,,
,,,,,Enter Corporal NYM and Lieutenant BARDOLPH
,,BARDOLPH,,,
,,,"Well met, Corporal Nym.",2.1.1,
,,NYM,,,
,,,"Good morrow, Lieutenant Bardolph.",2.1.2,
,,BARDOLPH,,,
,,,"What, are Ancient Pistol and you friends yet?",2.1.3,
,,NYM,,,
,,,"For my part, I care not: I say little; but when",2.1.4,
,,,"time shall serve, there shall be smiles; but that",2.1.5,
,,,shall be as it may. I dare not fight; but I will,2.1.6,
,,,wink and hold out mine iron: it is a simple one; but,2.1.7,
,,,"what though? it will toast cheese, and it will",2.1.8,
,,,endure cold as another man's sword will: and,2.1.9,
