Title,Chapter,Player,Line,Line ID,Stage Direction
,,,Our business is not unknown to the senate; they have,1.1.45,
,,,"had inkling this fortnight what we intend to do,",1.1.46,
,,,which now we'll show 'em in deeds. They say poor,1.1.47,
,,,suitors have strong breaths: they shall know we,1.1.48,
,,,have strong arms too.,1.1.49,
,,MENENIUS,,,
,,,"Why, masters, my good friends, mine honest neighbours,",1.1.50,
,,,Will you undo yourselves?,1.1.51,
,,First Citizen,,,
,,,"We cannot, sir, we are undone already.",1.1.52,
,,MENENIUS,,,
,,,"I tell you, friends, most charitable care",1.1.53,
,,,"Have the patricians of you. For your wants,",1.1.54,
,,,"Your suffering in this dearth, you may as well",1.1.55,
,,,Strike at the heaven with your staves as lift them,1.1.56,
,,,"Against the Roman state, whose course will on",1.1.57,
,,,"The way it takes, cracking ten thousand curbs",1.1.58,
,,,Of more strong link asunder than can ever,1.1.59,
,,,"Appear in your impediment. For the dearth,",1.1.60,
,,,"The gods, not the patricians, make it, and",1.1.61,
,,,"Your knees to them, not arms, must help. Alack,",1.1.62,
,,,You are transported by calamity,1.1.63,
,,,"Thither where more attends you, and you slander",1.1.64,
,,,"The helms o' the state, who care for you like fathers,",1.1.65,
,,,When you curse them as enemies.,1.1.66,
,,First Citizen,,,
,,,"Care for us! True, indeed! They ne'er cared for us",1.1.67,
,,,"yet: suffer us to famish, and their store-houses",1.1.68,
,,,"crammed with grain; make edicts for usury, to",1.1.69,
,,,support usurers; repeal daily any wholesome act,1.1.70,
,,,"established against the rich, and provide more",1.1.71,
,,,"piercing statutes daily, to chain up and restrain",1.1.72,
,,,"the poor. If the wars eat us not up, they will; and",1.1.73,
,,,there's all the love they bear us.,1.1.74,
,,MENENIUS,,,
,,,Either you must,1.1.75,
,,,"Confess yourselves wondrous malicious,",1.1.76,
,,,Or be accused of folly. I shall tell you,1.1.77,
,,,A pretty tale: it may be you have heard it;,1.1.78,
,,,"But, since it serves my purpose, I will venture",1.1.79,
,,,To stale 't a little more.,1.1.80,
,,First Citizen,,,
,,,"Well, I'll hear it, sir: yet you must not think to",1.1.81,
,,,"fob off our disgrace with a tale: but, an 't please",1.1.82,
,,,"you, deliver.",1.1.83,
,,MENENIUS,,,
,,,There was a time when all the body's members,1.1.84,
,,,"Rebell'd against the belly, thus accused it:",1.1.85,
,,,That only like a gulf it did remain,1.1.86,
,,,"I' the midst o' the body, idle and unactive,",1.1.87,
,,,"Still cupboarding the viand, never bearing",1.1.88,
,,,"Like labour with the rest, where the other instruments",1.1.89,
,,,"Did see and hear, devise, instruct, walk, feel,",1.1.90,
,,,"And, mutually participate, did minister",1.1.91,
,,,Unto the appetite and affection common,1.1.92,
,,,Of the whole body. The belly answer'd--,1.1.93,
,,First Citizen,,,
,,,"Well, sir, what answer made the belly?",1.1.94,
,,MENENIUS,,,
,,,"Sir, I shall tell you. With a kind of smile,",1.1.95,
,,,"Which ne'er came from the lungs, but even thus--",1.1.96,
,,,"For, look you, I may make the belly smile",1.1.97,
,,,As well as speak--it tauntingly replied,1.1.98,
,,,"To the discontented members, the mutinous parts",1.1.99,
,,,That envied his receipt; even so most fitly,1.1.100,
,,,As you malign our senators for that,1.1.101,
,,,They are not such as you.,1.1.102,
,,First Citizen,,,
,,,Your belly's answer? What!,1.1.103,
,,,"The kingly-crowned head, the vigilant eye,",1.1.104,
,,,"The counsellor heart, the arm our soldier,",1.1.105,
,,,"Our steed the leg, the tongue our trumpeter.",1.1.106,
,,,With other muniments and petty helps,1.1.107,
,,,"In this our fabric, if that they--",1.1.108,
,,MENENIUS,,,
,,,What then?,1.1.109,
,,,"'Fore me, this fellow speaks! What then? what then?",1.1.110,
,,First Citizen,,,
,,,"Should by the cormorant belly be restrain'd,",1.1.111,
,,,"Who is the sink o' the body,--",1.1.112,
,,MENENIUS,,,
,,,"Well, what then?",1.1.113,
,,First Citizen,,,
,,,"The former agents, if they did complain,",1.1.114,
,,,What could the belly answer?,1.1.115,
,,MENENIUS,,,
,,,I will tell you,1.1.116,
,,,If you'll bestow a small--of what you have little--,1.1.117,
,,,"Patience awhile, you'll hear the belly's answer.",1.1.118,
,,First Citizen,,,
,,,Ye're long about it.,1.1.119,
,,MENENIUS,,,
,,,"Note me this, good friend;",1.1.120,
,,,"Your most grave belly was deliberate,",1.1.121,
,,,"Not rash like his accusers, and thus answer'd:",1.1.122,
,,,"'True is it, my incorporate friends,' quoth he,",1.1.123,
,,,"'That I receive the general food at first,",1.1.124,
,,,"Which you do live upon; and fit it is,",1.1.125,
,,,Because I am the store-house and the shop,1.1.126,
,,,"Of the whole body: but, if you do remember,",1.1.127,
,,,"I send it through the rivers of your blood,",1.1.128,
,,,"Even to the court, the heart, to the seat o' the brain;",1.1.129,
,,,"And, through the cranks and offices of man,",1.1.130,
,,,The strongest nerves and small inferior veins,1.1.131,
,,,From me receive that natural competency,1.1.132,
,,,"Whereby they live: and though that all at once,",1.1.133,
,,,"You, my good friends,'--this says the belly, mark me,--",1.1.134,
,,First Citizen,,,
,,,"Ay, sir; well, well.",1.1.135,
,,MENENIUS,,,
,,,'Though all at once cannot,1.1.136,
,,,"See what I do deliver out to each,",1.1.137,
,,,"Yet I can make my audit up, that all",1.1.138,
,,,"From me do back receive the flour of all,",1.1.139,
,,,And leave me but the bran.' What say you to't?,1.1.140,
,,First Citizen,,,
,,,It was an answer: how apply you this?,1.1.141,
,,MENENIUS,,,
,,,"The senators of Rome are this good belly,",1.1.142,
,,,And you the mutinous members; for examine,1.1.143,
,,,"Their counsels and their cares, digest things rightly",1.1.144,
,,,"Touching the weal o' the common, you shall find",1.1.145,
,,,No public benefit which you receive,1.1.146,
,,,But it proceeds or comes from them to you,1.1.147,
,,,"And no way from yourselves. What do you think,",1.1.148,
,,,"You, the great toe of this assembly?",1.1.149,
,,First Citizen,,,
,,,I the great toe! why the great toe?,1.1.150,
,,MENENIUS,,,
,,,"For that, being one o' the lowest, basest, poorest,",1.1.151,
,,,"Of this most wise rebellion, thou go'st foremost:",1.1.152,
,,,"Thou rascal, that art worst in blood to run,",1.1.153,
,,,Lead'st first to win some vantage.,1.1.154,
,,,But make you ready your stiff bats and clubs:,1.1.155,
,,,Rome and her rats are at the point of battle;,1.1.156,
,,,The one side must have bale.,1.1.157,
,,,,,Enter CAIUS MARCIUS
,,,"Hail, noble Marcius!",1.1.158,
,,MARCIUS,,,
,,,"Thanks. What's the matter, you dissentious rogues,",1.1.159,
,,,"That, rubbing the poor itch of your opinion,",1.1.160,
,,,Make yourselves scabs?,1.1.161,
,,First Citizen,,,
,,,We have ever your good word.,1.1.162,
,,MARCIUS,,,
,,,He that will give good words to thee will flatter,1.1.163,
,,,"Beneath abhorring. What would you have, you curs,",1.1.164,
,,,"That like nor peace nor war? the one affrights you,",1.1.165,
,,,"The other makes you proud. He that trusts to you,",1.1.166,
,,,"Where he should find you lions, finds you hares;",1.1.167,
,,,"Where foxes, geese: you are no surer, no,",1.1.168,
,,,"Than is the coal of fire upon the ice,",1.1.169,
,,,Or hailstone in the sun. Your virtue is,1.1.170,
,,,To make him worthy whose offence subdues him,1.1.171,
,,,And curse that justice did it.,1.1.172,
,,,Who deserves greatness,1.1.173,
,,,Deserves your hate; and your affections are,1.1.174,
,,,"A sick man's appetite, who desires most that",1.1.175,
,,,Which would increase his evil. He that depends,1.1.176,
,,,Upon your favours swims with fins of lead,1.1.177,
,,,And hews down oaks with rushes. Hang ye! Trust Ye?,1.1.178,
,,,"With every minute you do change a mind,",1.1.179,
,,,"And call him noble that was now your hate,",1.1.180,
,,,"Him vile that was your garland. What's the matter,",1.1.181,
,,,That in these several places of the city,1.1.182,
,,,"You cry against the noble senate, who,",1.1.183,
,,,"Under the gods, keep you in awe, which else",1.1.184,
,,,Would feed on one another? What's their seeking?,1.1.185,
,,MENENIUS,,,
,,,"For corn at their own rates; whereof, they say,",1.1.186,
,,,The city is well stored.,1.1.187,
,,MARCIUS,,,
,,,Hang 'em! They say!,1.1.188,
,,,"They'll sit by the fire, and presume to know",1.1.189,
,,,"What's done i' the Capitol; who's like to rise,",1.1.190,
,,,Who thrives and who declines; side factions,1.1.191,
,,,and give out,1.1.192,
,,,Conjectural marriages; making parties strong,1.1.193,
,,,And feebling such as stand not in their liking,1.1.194,
,,,Below their cobbled shoes. They say there's,1.1.195,
,,,grain enough!,1.1.196,
,,,"Would the nobility lay aside their ruth,",1.1.197,
,,,"And let me use my sword, I'll make a quarry",1.1.198,
,,,"With thousands of these quarter'd slaves, as high",1.1.199,
,,,As I could pick my lance.,1.1.200,
,,MENENIUS,,,
,,,"Nay, these are almost thoroughly persuaded;",1.1.201,
,,,"For though abundantly they lack discretion,",1.1.202,
,,,"Yet are they passing cowardly. But, I beseech you,",1.1.203,
,,,What says the other troop?,1.1.204,
,,MARCIUS,,,
,,,They are dissolved: hang 'em!,1.1.205,
,,,"They said they were an-hungry; sigh'd forth proverbs,",1.1.206,
,,,"That hunger broke stone walls, that dogs must eat,",1.1.207,
,,,"That meat was made for mouths, that the gods sent not",1.1.208,
,,,Corn for the rich men only: with these shreds,1.1.209,
,,,"They vented their complainings; which being answer'd,",1.1.210,
,,,"And a petition granted them, a strange one--",1.1.211,
,,,"To break the heart of generosity,",1.1.212,
,,,And make bold power look pale--they threw their caps,1.1.213,
,,,"As they would hang them on the horns o' the moon,",1.1.214,
,,,Shouting their emulation.,1.1.215,
,,MENENIUS,,,
,,,What is granted them?,1.1.216,
,,MARCIUS,,,
,,,"Five tribunes to defend their vulgar wisdoms,",1.1.217,
,,,"Of their own choice: one's Junius Brutus,",1.1.218,
,,,"Sicinius Velutus, and I know not--'Sdeath!",1.1.219,
,,,"The rabble should have first unroof'd the city,",1.1.220,
,,,Ere so prevail'd with me: it will in time,1.1.221,
,,,Win upon power and throw forth greater themes,1.1.222,
,,,For insurrection's arguing.,1.1.223,
,,MENENIUS,,,
,,,This is strange.,1.1.224,
,,MARCIUS,,,
,,,"Go, get you home, you fragments!",1.1.225,
,,,,,"Enter a Messenger, hastily"
,,Messenger,,,
,,,Where's Caius Marcius?,1.1.226,
,,MARCIUS,,,
,,,Here: what's the matter?,1.1.227,
,,Messenger,,,
,,,"The news is, sir, the Volsces are in arms.",1.1.228,
,,MARCIUS,,,
,,,I am glad on 't: then we shall ha' means to vent,1.1.229,
,,,"Our musty superfluity. See, our best elders.",1.1.230,
,,,,,"Enter COMINIUS, TITUS LARTIUS, and other Senators; JUNIUS BRUTUS and SICINIUS VELUTUS"
,,First Senator,,,
,,,"Marcius, 'tis true that you have lately told us;",1.1.231,
,,,The Volsces are in arms.,1.1.232,
,,MARCIUS,,,
,,,"They have a leader,",1.1.233,
,,,"Tullus Aufidius, that will put you to 't.",1.1.234,
,,,"I sin in envying his nobility,",1.1.235,
,,,"And were I any thing but what I am,",1.1.236,
,,,I would wish me only he.,1.1.237,
,,COMINIUS,,,
,,,You have fought together.,1.1.238,
,,MARCIUS,,,
,,,Were half to half the world by the ears and he.,1.1.239,
,,,"Upon my party, I'ld revolt to make",1.1.240,
,,,Only my wars with him: he is a lion,1.1.241,
,,,That I am proud to hunt.,1.1.242,
,,First Senator,,,
,,,"Then, worthy Marcius,",1.1.243,
,,,Attend upon Cominius to these wars.,1.1.244,
,,COMINIUS,,,
,,,It is your former promise.,1.1.245,
,,MARCIUS,,,
,,,"Sir, it is;",1.1.246,
,,,"And I am constant. Titus Lartius, thou",1.1.247,
,,,Shalt see me once more strike at Tullus' face.,1.1.248,
,,,"What, art thou stiff? stand'st out?",1.1.249,
,,TITUS,,,
,,,"No, Caius Marcius;",1.1.250,
,,,"I'll lean upon one crutch and fight with t'other,",1.1.251,
,,,Ere stay behind this business.,1.1.252,
,,MENENIUS,,,
,,,"O, true-bred!",1.1.253,
,,First Senator,,,
,,,"Your company to the Capitol; where, I know,",1.1.254,
,,,Our greatest friends attend us.,1.1.255,
,,TITUS,,,
,,,[To COMINIUS]                Lead you on.,1.1.256,
,,,,,To MARCIUS
,,,Right worthy you priority.,1.1.257,
,,COMINIUS,,,
,,,Noble Marcius!,1.1.258,
,,First Senator,,,
,,,[To the Citizens]  Hence to your homes; be gone!,1.1.259,
,,MARCIUS,,,
,,,"Nay, let them follow:",1.1.260,
,,,The Volsces have much corn; take these rats thither,1.1.261,
,,,"To gnaw their garners. Worshipful mutiners,",1.1.262,
,,,"Your valour puts well forth: pray, follow.",1.1.263,
,,,,,Citizens steal away. Exeunt all but SICINIUS and BRUTUS
,,SICINIUS,,,
,,,Was ever man so proud as is this Marcius?,1.1.264,
,,BRUTUS,,,
,,,He has no equal.,1.1.265,
,,SICINIUS,,,
,,,"When we were chosen tribunes for the people,--",1.1.266,
,,BRUTUS,,,
,,,Mark'd you his lip and eyes?,1.1.267,
,,SICINIUS,,,
,,,Nay. but his taunts.,1.1.268,
,,BRUTUS,,,
,,,"Being moved, he will not spare to gird the gods.",1.1.269,
,,SICINIUS,,,
,,,Be-mock the modest moon.,1.1.270,
,,BRUTUS,,,
,,,The present wars devour him: he is grown,1.1.271,
,,,Too proud to be so valiant.,1.1.272,
,,SICINIUS,,,
,,,"Such a nature,",1.1.273,
,,,"Tickled with good success, disdains the shadow",1.1.274,
,,,Which he treads on at noon: but I do wonder,1.1.275,
,,,His insolence can brook to be commanded,1.1.276,
,,,Under Cominius.,1.1.277,
,,BRUTUS,,,
,,,"Fame, at the which he aims,",1.1.278,
,,,"In whom already he's well graced, can not",1.1.279,
,,,Better be held nor more attain'd than by,1.1.280,
,,,A place below the first: for what miscarries,1.1.281,
,,,"Shall be the general's fault, though he perform",1.1.282,
,,,"To the utmost of a man, and giddy censure",1.1.283,
,,,Will then cry out of Marcius 'O if he,1.1.284,
,,,Had borne the business!',1.1.285,
,,SICINIUS,,,
,,,"Besides, if things go well,",1.1.286,
,,,Opinion that so sticks on Marcius shall,1.1.287,
,,,Of his demerits rob Cominius.,1.1.288,
,,BRUTUS,,,
,,,Come:,1.1.289,
,,,Half all Cominius' honours are to Marcius.,1.1.290,
,,,"Though Marcius earned them not, and all his faults",1.1.291,
,,,"To Marcius shall be honours, though indeed",1.1.292,
,,,In aught he merit not.,1.1.293,
,,SICINIUS,,,
,,,"Let's hence, and hear",1.1.294,
,,,"How the dispatch is made, and in what fashion,",1.1.295,
,,,"More than his singularity, he goes",1.1.296,
,,,Upon this present action.,1.1.297,
,,BRUTUS,,,
,,,Lets along.,1.1.298,
,,,,,Exeunt
,SCENE II. Corioli. The Senate-house.,,,,
,,,,,Enter TULLUS AUFIDIUS and certain Senators
,,First Senator,,,
,,,"So, your opinion is, Aufidius,",1.2.1,
,,,That they of Rome are entered in our counsels,1.2.2,
,,,And know how we proceed.,1.2.3,
,,AUFIDIUS,,,
,,,Is it not yours?,1.2.4,
,,,"What ever have been thought on in this state,",1.2.5,
,,,That could be brought to bodily act ere Rome,1.2.6,
,,,Had circumvention? 'Tis not four days gone,1.2.7,
,,,Since I heard thence; these are the words: I think,1.2.8,
,,,"I have the letter here; yes, here it is.",1.2.9,
,,,,,Reads
,,,"'They have press'd a power, but it is not known",1.2.10,
,,,Whether for east or west: the dearth is great;,1.2.11,
,,,"The people mutinous; and it is rumour'd,",1.2.12,
,,,"Cominius, Marcius your old enemy,",1.2.13,
,,,"Who is of Rome worse hated than of you,",1.2.14,
,,,"And Titus Lartius, a most valiant Roman,",1.2.15,
,,,These three lead on this preparation,1.2.16,
,,,Whither 'tis bent: most likely 'tis for you:,1.2.17,
,,,Consider of it.',1.2.18,
,,First Senator,,,
,,,Our army's in the field,1.2.19,
,,,We never yet made doubt but Rome was ready,1.2.20,
,,,To answer us.,1.2.21,
,,AUFIDIUS,,,
,,,Nor did you think it folly,1.2.22,
,,,To keep your great pretences veil'd till when,1.2.23,
,,,They needs must show themselves; which,1.2.24,
,,,"in the hatching,",1.2.25,
,,,"It seem'd, appear'd to Rome. By the discovery.",1.2.26,
,,,"We shall be shorten'd in our aim, which was",1.2.27,
,,,To take in many towns ere almost Rome,1.2.28,
,,,Should know we were afoot.,1.2.29,
,,Second Senator,,,
,,,"Noble Aufidius,",1.2.30,
,,,Take your commission; hie you to your bands:,1.2.31,
,,,Let us alone to guard Corioli:,1.2.32,
,,,"If they set down before 's, for the remove",1.2.33,
,,,"Bring your army; but, I think, you'll find",1.2.34,
,,,They've not prepared for us.,1.2.35,
,,AUFIDIUS,,,
,,,"O, doubt not that;",1.2.36,
,,,"I speak from certainties. Nay, more,",1.2.37,
,,,"Some parcels of their power are forth already,",1.2.38,
,,,And only hitherward. I leave your honours.,1.2.39,
,,,"If we and Caius Marcius chance to meet,",1.2.40,
,,,'Tis sworn between us we shall ever strike,1.2.41,
,,,Till one can do no more.,1.2.42,
,,All,,,
,,,The gods assist you!,1.2.43,
,,AUFIDIUS,,,
,,,And keep your honours safe!,1.2.44,
,,First Senator,,,
,,,Farewell.,1.2.45,
,,Second Senator,,,
,,,Farewell.,1.2.46,
,,All,,,
,,,Farewell.,1.2.47,
,,,,,Exeunt
,SCENE III. Rome. A room in Marcius' house.,,,,
,,,,,"Enter VOLUMNIA and VIRGILIA	they set them down on two low stools, and sew"
,,VOLUMNIA,,,
,,,"I pray you, daughter, sing; or express yourself in a",1.3.1,
,,,"more comfortable sort: if my son were my husband, I",1.3.2,
,,,should freelier rejoice in that absence wherein he,1.3.3,
,,,won honour than in the embracements of his bed where,1.3.4,
,,,he would show most love. When yet he was but,1.3.5,
,,,"tender-bodied and the only son of my womb, when",1.3.6,
,,,"youth with comeliness plucked all gaze his way, when",1.3.7,
,,,for a day of kings' entreaties a mother should not,1.3.8,
,,,"sell him an hour from her beholding, I, considering",1.3.9,
,,,how honour would become such a person. that it was,1.3.10,
,,,"no better than picture-like to hang by the wall, if",1.3.11,
,,,"renown made it not stir, was pleased to let him seek",1.3.12,
,,,danger where he was like to find fame. To a cruel,1.3.13,
,,,"war I sent him; from whence he returned, his brows",1.3.14,
,,,"bound with oak. I tell thee, daughter, I sprang not",1.3.15,
,,,more in joy at first hearing he was a man-child,1.3.16,
,,,than now in first seeing he had proved himself a,1.3.17,
,,,man.,1.3.18,
,,VIRGILIA,,,
,,,"But had he died in the business, madam; how then?",1.3.19,
,,VOLUMNIA,,,
,,,Then his good report should have been my son; I,1.3.20,
,,,therein would have found issue. Hear me profess,1.3.21,
,,,"sincerely: had I a dozen sons, each in my love",1.3.22,
,,,alike and none less dear than thine and my good,1.3.23,
,,,"Marcius, I had rather had eleven die nobly for their",1.3.24,
,,,country than one voluptuously surfeit out of action.,1.3.25,
,,,,,Enter a Gentlewoman
,,Gentlewoman,,,
,,,"Madam, the Lady Valeria is come to visit you.",1.3.26,
,,VIRGILIA,,,
,,,"Beseech you, give me leave to retire myself.",1.3.27,
,,VOLUMNIA,,,
,,,"Indeed, you shall not.",1.3.28,
,,,"Methinks I hear hither your husband's drum,",1.3.29,
,,,"See him pluck Aufidius down by the hair,",1.3.30,
,,,"As children from a bear, the Volsces shunning him:",1.3.31,
,,,"Methinks I see him stamp thus, and call thus:",1.3.32,
,,,"'Come on, you cowards! you were got in fear,",1.3.33,
,,,Though you were born in Rome:' his bloody brow,1.3.34,
,,,"With his mail'd hand then wiping, forth he goes,",1.3.35,
,,,Like to a harvest-man that's task'd to mow,1.3.36,
,,,Or all or lose his hire.,1.3.37,
,,VIRGILIA,,,
,,,"His bloody brow! O Jupiter, no blood!",1.3.38,
,,VOLUMNIA,,,
,,,"Away, you fool! it more becomes a man",1.3.39,
,,,"Than gilt his trophy: the breasts of Hecuba,",1.3.40,
,,,"When she did suckle Hector, look'd not lovelier",1.3.41,
,,,Than Hector's forehead when it spit forth blood,1.3.42,
,,,"At Grecian sword, contemning. Tell Valeria,",1.3.43,
,,,We are fit to bid her welcome.,1.3.44,
,,,,,Exit Gentlewoman
,,VIRGILIA,,,
,,,Heavens bless my lord from fell Aufidius!,1.3.45,
,,VOLUMNIA,,,
,,,He'll beat Aufidius 'head below his knee,1.3.46,
,,,And tread upon his neck.,1.3.47,
,,,,,"Enter VALERIA, with an Usher and Gentlewoman"
,,VALERIA,,,
,,,"My ladies both, good day to you.",1.3.48,
,,VOLUMNIA,,,
,,,Sweet madam.,1.3.49,
,,VIRGILIA,,,
,,,I am glad to see your ladyship.,1.3.50,
,,VALERIA,,,
,,,How do you both? you are manifest house-keepers.,1.3.51,
,,,"What are you sewing here? A fine spot, in good",1.3.52,
,,,faith. How does your little son?,1.3.53,
,,VIRGILIA,,,
,,,"I thank your ladyship; well, good madam.",1.3.54,
,,VOLUMNIA,,,
,,,"He had rather see the swords, and hear a drum, than",1.3.55,
,,,look upon his school-master.,1.3.56,
,,VALERIA,,,
,,,"O' my word, the father's son: I'll swear,'tis a",1.3.57,
,,,"very pretty boy. O' my troth, I looked upon him o'",1.3.58,
,,,Wednesday half an hour together: has such a,1.3.59,
,,,confirmed countenance. I saw him run after a gilded,1.3.60,
,,,"butterfly: and when he caught it, he let it go",1.3.61,
,,,again; and after it again; and over and over he,1.3.62,
,,,"comes, and again; catched it again; or whether his",1.3.63,
,,,"fall enraged him, or how 'twas, he did so set his",1.3.64,
,,,"teeth and tear it; O, I warrant it, how he mammocked",1.3.65,
,,,it!,1.3.66,
,,VOLUMNIA,,,
,,,One on 's father's moods.,1.3.67,
,,VALERIA,,,
,,,"Indeed, la, 'tis a noble child.",1.3.68,
,,VIRGILIA,,,
,,,"A crack, madam.",1.3.69,
,,VALERIA,,,
,,,"Come, lay aside your stitchery; I must have you play",1.3.70,
,,,the idle husewife with me this afternoon.,1.3.71,
,,VIRGILIA,,,
,,,"No, good madam; I will not out of doors.",1.3.72,
,,VALERIA,,,
,,,Not out of doors!,1.3.73,
,,VOLUMNIA,,,
,,,"She shall, she shall.",1.3.74,
,,VIRGILIA,,,
,,,"Indeed, no, by your patience; I'll not over the",1.3.75,
,,,threshold till my lord return from the wars.,1.3.76,
,,VALERIA,,,
,,,"Fie, you confine yourself most unreasonably: come,",1.3.77,
,,,you must go visit the good lady that lies in.,1.3.78,
,,VIRGILIA,,,
,,,"I will wish her speedy strength, and visit her with",1.3.79,
,,,my prayers; but I cannot go thither.,1.3.80,
,,VOLUMNIA,,,
,,,"Why, I pray you?",1.3.81,
,,VIRGILIA,,,
,,,"'Tis not to save labour, nor that I want love.",1.3.82,
,,VALERIA,,,
,,,"You would be another Penelope: yet, they say, all",1.3.83,
,,,the yarn she spun in Ulysses' absence did but fill,1.3.84,
,,,Ithaca full of moths. Come; I would your cambric,1.3.85,
,,,"were sensible as your finger, that you might leave",1.3.86,
,,,"pricking it for pity. Come, you shall go with us.",1.3.87,
,,VIRGILIA,,,
,,,"No, good madam, pardon me; indeed, I will not forth.",1.3.88,
,,VALERIA,,,
,,,"In truth, la, go with me; and I'll tell you",1.3.89,
,,,excellent news of your husband.,1.3.90,
,,VIRGILIA,,,
,,,"O, good madam, there can be none yet.",1.3.91,
,,VALERIA,,,
,,,"Verily, I do not jest with you; there came news from",1.3.92,
,,,him last night.,1.3.93,
,,VIRGILIA,,,
,,,"Indeed, madam?",1.3.94,
,,VALERIA,,,
,,,"In earnest, it's true; I heard a senator speak it.",1.3.95,
,,,Thus it is: the Volsces have an army forth; against,1.3.96,
,,,"whom Cominius the general is gone, with one part of",1.3.97,
,,,our Roman power: your lord and Titus Lartius are set,1.3.98,
,,,down before their city Corioli; they nothing doubt,1.3.99,
,,,"prevailing and to make it brief wars. This is true,",1.3.100,
,,,"on mine honour; and so, I pray, go with us.",1.3.101,
,,VIRGILIA,,,
,,,"Give me excuse, good madam; I will obey you in every",1.3.102,
,,,thing hereafter.,1.3.103,
,,VOLUMNIA,,,
,,,"Let her alone, lady: as she is now, she will but",1.3.104,
,,,disease our better mirth.,1.3.105,
,,VALERIA,,,
,,,"In troth, I think she would. Fare you well, then.",1.3.106,
,,,"Come, good sweet lady. Prithee, Virgilia, turn thy",1.3.107,
,,,solemness out o' door. and go along with us.,1.3.108,
,,VIRGILIA,,,
,,,"No, at a word, madam; indeed, I must not. I wish",1.3.109,
,,,you much mirth.,1.3.110,
,,VALERIA,,,
,,,"Well, then, farewell.",1.3.111,
,,,,,Exeunt
,SCENE IV. Before Corioli.,,,,
,,,,,"Enter, with drum and colours, MARCIUS, TITUS  LARTIUS, Captains and Soldiers. To them a Messenger"
,,MARCIUS,,,
,,,Yonder comes news. A wager they have met.,1.4.1,
,,LARTIUS,,,
,,,"My horse to yours, no.",1.4.2,
,,MARCIUS,,,
,,,'Tis done.,1.4.3,
,,LARTIUS,,,
,,,Agreed.,1.4.4,
,,MARCIUS,,,
,,,"Say, has our general met the enemy?",1.4.5,
,,Messenger,,,
,,,They lie in view; but have not spoke as yet.,1.4.6,
,,LARTIUS,,,
,,,"So, the good horse is mine.",1.4.7,
