Title,Chapter,Player,Line,Line ID,Stage Direction
,,QUEEN,,,
,,,"Beseech your patience. Peace,",1.1.185,
,,,"Dear lady daughter, peace! Sweet sovereign,",1.1.186,
,,,Leave us to ourselves; and make yourself some comfort,1.1.187,
,,,Out of your best advice.,1.1.188,
,,CYMBELINE,,,
,,,"Nay, let her languish",1.1.189,
,,,"A drop of blood a day; and, being aged,",1.1.190,
,,,Die of this folly!,1.1.191,
,,,,,Exeunt CYMBELINE and Lords
,,QUEEN,,,
,,,Fie! you must give way.,1.1.192,
,,,,,Enter PISANIO
,,,"Here is your servant. How now, sir! What news?",1.1.193,
,,PISANIO,,,
,,,My lord your son drew on my master.,1.1.194,
,,QUEEN,,,
,,,Ha!,1.1.195,
,,,"No harm, I trust, is done?",1.1.196,
,,PISANIO,,,
,,,"There might have been,",1.1.197,
,,,But that my master rather play'd than fought,1.1.198,
,,,And had no help of anger: they were parted,1.1.199,
,,,By gentlemen at hand.,1.1.200,
,,QUEEN,,,
,,,I am very glad on't.,1.1.201,
,,IMOGEN,,,
,,,Your son's my father's friend; he takes his part.,1.1.202,
,,,To draw upon an exile! O brave sir!,1.1.203,
,,,I would they were in Afric both together;,1.1.204,
,,,"Myself by with a needle, that I might prick",1.1.205,
,,,The goer-back. Why came you from your master?,1.1.206,
,,PISANIO,,,
,,,On his command: he would not suffer me,1.1.207,
,,,To bring him to the haven; left these notes,1.1.208,
,,,"Of what commands I should be subject to,",1.1.209,
,,,When 't pleased you to employ me.,1.1.210,
,,QUEEN,,,
,,,This hath been,1.1.211,
,,,Your faithful servant: I dare lay mine honour,1.1.212,
,,,He will remain so.,1.1.213,
,,PISANIO,,,
,,,I humbly thank your highness.,1.1.214,
,,QUEEN,,,
,,,"Pray, walk awhile.",1.1.215,
,,IMOGEN,,,
,,,"About some half-hour hence,",1.1.216,
,,,"I pray you, speak with me: you shall at least",1.1.217,
,,,Go see my lord aboard: for this time leave me.,1.1.218,
,,,,,Exeunt
,SCENE II. The same. A public place.,,,,
,,,,,Enter CLOTEN and two Lords
,,First Lord,,,
,,,"Sir, I would advise you to shift a shirt; the",1.2.1,
,,,violence of action hath made you reek as a,1.2.2,
,,,"sacrifice: where air comes out, air comes in:",1.2.3,
,,,there's none abroad so wholesome as that you vent.,1.2.4,
,,CLOTEN,,,
,,,"If my shirt were bloody, then to shift it. Have I hurt him?",1.2.5,
,,Second Lord,,,
,,,"[Aside]  No, 'faith; not so much as his patience.",1.2.6,
,,First Lord,,,
,,,"Hurt him! his body's a passable carcass, if he be",1.2.7,
,,,"not hurt: it is a thoroughfare for steel, if it be not hurt.",1.2.8,
,,Second Lord,,,
,,,[Aside]  His steel was in debt; it went o' the,1.2.9,
,,,backside the town.,1.2.10,
,,CLOTEN,,,
,,,The villain would not stand me.,1.2.11,
,,Second Lord,,,
,,,"[Aside]  No; but he fled forward still, toward your face.",1.2.12,
,,First Lord,,,
,,,Stand you! You have land enough of your own: but,1.2.13,
,,,he added to your having; gave you some ground.,1.2.14,
,,Second Lord,,,
,,,[Aside]  As many inches as you have oceans. Puppies!,1.2.15,
,,CLOTEN,,,
,,,I would they had not come between us.,1.2.16,
,,Second Lord,,,
,,,"[Aside]  So would I, till you had measured how long",1.2.17,
,,,a fool you were upon the ground.,1.2.18,
,,CLOTEN,,,
,,,And that she should love this fellow and refuse me!,1.2.19,
,,Second Lord,,,
,,,"[Aside]  If it be a sin to make a true election, she",1.2.20,
,,,is damned.,1.2.21,
,,First Lord,,,
,,,"Sir, as I told you always, her beauty and her brain",1.2.22,
,,,"go not together: she's a good sign, but I have seen",1.2.23,
,,,small reflection of her wit.,1.2.24,
,,Second Lord,,,
,,,"[Aside]  She shines not upon fools, lest the",1.2.25,
,,,reflection should hurt her.,1.2.26,
,,CLOTEN,,,
,,,"Come, I'll to my chamber. Would there had been some",1.2.27,
,,,hurt done!,1.2.28,
,,Second Lord,,,
,,,[Aside]  I wish not so; unless it had been the fall,1.2.29,
,,,"of an ass, which is no great hurt.",1.2.30,
,,CLOTEN,,,
,,,You'll go with us?,1.2.31,
,,First Lord,,,
,,,I'll attend your lordship.,1.2.32,
,,CLOTEN,,,
,,,"Nay, come, let's go together.",1.2.33,
,,Second Lord,,,
,,,"Well, my lord.",1.2.34,
,,,,,Exeunt
,SCENE III. A room in Cymbeline's palace.,,,,
,,,,,Enter IMOGEN and PISANIO
,,IMOGEN,,,
,,,"I would thou grew'st unto the shores o' the haven,",1.3.1,
,,,And question'dst every sail: if he should write,1.3.2,
,,,"And not have it, 'twere a paper lost,",1.3.3,
,,,As offer'd mercy is. What was the last,1.3.4,
,,,That he spake to thee?,1.3.5,
,,PISANIO,,,
,,,"It was his queen, his queen!",1.3.6,
,,IMOGEN,,,
,,,Then waved his handkerchief?,1.3.7,
,,PISANIO,,,
,,,"And kiss'd it, madam.",1.3.8,
,,IMOGEN,,,
,,,Senseless Linen! happier therein than I!,1.3.9,
,,,And that was all?,1.3.10,
,,PISANIO,,,
,,,"No, madam; for so long",1.3.11,
,,,As he could make me with this eye or ear,1.3.12,
,,,"Distinguish him from others, he did keep",1.3.13,
,,,"The deck, with glove, or hat, or handkerchief,",1.3.14,
,,,"Still waving, as the fits and stirs of 's mind",1.3.15,
,,,"Could best express how slow his soul sail'd on,",1.3.16,
,,,How swift his ship.,1.3.17,
,,IMOGEN,,,
,,,Thou shouldst have made him,1.3.18,
,,,"As little as a crow, or less, ere left",1.3.19,
,,,To after-eye him.,1.3.20,
,,PISANIO,,,
,,,"Madam, so I did.",1.3.21,
,,IMOGEN,,,
,,,"I would have broke mine eye-strings; crack'd them, but",1.3.22,
,,,"To look upon him, till the diminution",1.3.23,
,,,"Of space had pointed him sharp as my needle,",1.3.24,
,,,"Nay, follow'd him, till he had melted from",1.3.25,
,,,"The smallness of a gnat to air, and then",1.3.26,
,,,"Have turn'd mine eye and wept. But, good Pisanio,",1.3.27,
,,,When shall we hear from him?,1.3.28,
,,PISANIO,,,
,,,"Be assured, madam,",1.3.29,
,,,With his next vantage.,1.3.30,
,,IMOGEN,,,
,,,"I did not take my leave of him, but had",1.3.31,
,,,Most pretty things to say: ere I could tell him,1.3.32,
,,,How I would think on him at certain hours,1.3.33,
,,,"Such thoughts and such, or I could make him swear",1.3.34,
,,,The shes of Italy should not betray,1.3.35,
,,,"Mine interest and his honour, or have charged him,",1.3.36,
,,,"At the sixth hour of morn, at noon, at midnight,",1.3.37,
,,,"To encounter me with orisons, for then",1.3.38,
,,,I am in heaven for him; or ere I could,1.3.39,
,,,Give him that parting kiss which I had set,1.3.40,
,,,"Betwixt two charming words, comes in my father",1.3.41,
,,,And like the tyrannous breathing of the north,1.3.42,
,,,Shakes all our buds from growing.,1.3.43,
,,,,,Enter a Lady
,,Lady,,,
,,,"The queen, madam,",1.3.44,
,,,Desires your highness' company.,1.3.45,
,,IMOGEN,,,
,,,"Those things I bid you do, get them dispatch'd.",1.3.46,
,,,I will attend the queen.,1.3.47,
,,PISANIO,,,
,,,"Madam, I shall.",1.3.48,
,,,,,Exeunt
,SCENE IV. Rome. Philario's house.,,,,
,,,,,"Enter PHILARIO, IACHIMO, a Frenchman, a Dutchman, and a Spaniard"
,,IACHIMO,,,
,,,"Believe it, sir, I have seen him in Britain: he was",1.4.1,
,,,"then of a crescent note, expected to prove so worthy",1.4.2,
,,,as since he hath been allowed the name of; but I,1.4.3,
,,,could then have looked on him without the help of,1.4.4,
,,,"admiration, though the catalogue of his endowments",1.4.5,
,,,had been tabled by his side and I to peruse him by items.,1.4.6,
,,PHILARIO,,,
,,,You speak of him when he was less furnished than now,1.4.7,
,,,he is with that which makes him both without and within.,1.4.8,
,,Frenchman,,,
,,,I have seen him in France: we had very many there,1.4.9,
,,,could behold the sun with as firm eyes as he.,1.4.10,
,,IACHIMO,,,
,,,"This matter of marrying his king's daughter, wherein",1.4.11,
,,,"he must be weighed rather by her value than his own,",1.4.12,
,,,"words him, I doubt not, a great deal from the matter.",1.4.13,
,,Frenchman,,,
,,,And then his banishment.,1.4.14,
,,IACHIMO,,,
,,,"Ay, and the approbation of those that weep this",1.4.15,
,,,lamentable divorce under her colours are wonderfully,1.4.16,
,,,"to extend him; be it but to fortify her judgment,",1.4.17,
,,,"which else an easy battery might lay flat, for",1.4.18,
,,,taking a beggar without less quality. But how comes,1.4.19,
,,,it he is to sojourn with you? How creeps,1.4.20,
,,,acquaintance?,1.4.21,
,,PHILARIO,,,
,,,His father and I were soldiers together; to whom I,1.4.22,
,,,have been often bound for no less than my life.,1.4.23,
,,,Here comes the Briton: let him be so entertained,1.4.24,
,,,"amongst you as suits, with gentlemen of your",1.4.25,
,,,"knowing, to a stranger of his quality.",1.4.26,
,,,,,Enter POSTHUMUS LEONATUS
,,,"I beseech you all, be better known to this",1.4.27,
,,,gentleman; whom I commend to you as a noble friend,1.4.28,
,,,of mine: how worthy he is I will leave to appear,1.4.29,
,,,"hereafter, rather than story him in his own hearing.",1.4.30,
,,Frenchman,,,
,,,"Sir, we have known together in Orleans.",1.4.31,
,,POSTHUMUS LEONATUS,,,
,,,"Since when I have been debtor to you for courtesies,",1.4.32,
,,,which I will be ever to pay and yet pay still.,1.4.33,
,,Frenchman,,,
,,,"Sir, you o'er-rate my poor kindness: I was glad I",1.4.34,
,,,did atone my countryman and you; it had been pity,1.4.35,
,,,you should have been put together with so mortal a,1.4.36,
,,,"purpose as then each bore, upon importance of so",1.4.37,
,,,slight and trivial a nature.,1.4.38,
,,POSTHUMUS LEONATUS,,,
,,,"By your pardon, sir, I was then a young traveller;",1.4.39,
,,,rather shunned to go even with what I heard than in,1.4.40,
,,,my every action to be guided by others' experiences:,1.4.41,
,,,but upon my mended judgment--if I offend not to say,1.4.42,
,,,it is mended--my quarrel was not altogether slight.,1.4.43,
,,Frenchman,,,
,,,"'Faith, yes, to be put to the arbitrement of swords,",1.4.44,
,,,and by such two that would by all likelihood have,1.4.45,
,,,"confounded one the other, or have fallen both.",1.4.46,
,,IACHIMO,,,
,,,"Can we, with manners, ask what was the difference?",1.4.47,
,,Frenchman,,,
,,,"Safely, I think: 'twas a contention in public,",1.4.48,
,,,"which may, without contradiction, suffer the report.",1.4.49,
,,,It was much like an argument that fell out last,1.4.50,
,,,"night, where each of us fell in praise of our",1.4.51,
,,,country mistresses; this gentleman at that time,1.4.52,
,,,vouching--and upon warrant of bloody,1.4.53,
,,,"affirmation--his to be more fair, virtuous, wise,",1.4.54,
,,,"chaste, constant-qualified and less attemptable",1.4.55,
,,,than any the rarest of our ladies in France.,1.4.56,
,,IACHIMO,,,
,,,"That lady is not now living, or this gentleman's",1.4.57,
,,,opinion by this worn out.,1.4.58,
,,POSTHUMUS LEONATUS,,,
,,,She holds her virtue still and I my mind.,1.4.59,
,,IACHIMO,,,
,,,You must not so far prefer her 'fore ours of Italy.,1.4.60,
,,POSTHUMUS LEONATUS,,,
,,,"Being so far provoked as I was in France, I would",1.4.61,
,,,"abate her nothing, though I profess myself her",1.4.62,
,,,"adorer, not her friend.",1.4.63,
,,IACHIMO,,,
,,,As fair and as good--a kind of hand-in-hand,1.4.64,
,,,comparison--had been something too fair and too good,1.4.65,
,,,for any lady in Britain. If she went before others,1.4.66,
,,,"I have seen, as that diamond of yours outlustres",1.4.67,
,,,many I have beheld. I could not but believe she,1.4.68,
,,,excelled many: but I have not seen the most,1.4.69,
,,,"precious diamond that is, nor you the lady.",1.4.70,
,,POSTHUMUS LEONATUS,,,
,,,I praised her as I rated her: so do I my stone.,1.4.71,
,,IACHIMO,,,
,,,What do you esteem it at?,1.4.72,
,,POSTHUMUS LEONATUS,,,
,,,More than the world enjoys.,1.4.73,
,,IACHIMO,,,
,,,"Either your unparagoned mistress is dead, or she's",1.4.74,
,,,outprized by a trifle.,1.4.75,
,,POSTHUMUS LEONATUS,,,
,,,"You are mistaken: the one may be sold, or given, if",1.4.76,
,,,"there were wealth enough for the purchase, or merit",1.4.77,
,,,"for the gift: the other is not a thing for sale,",1.4.78,
,,,and only the gift of the gods.,1.4.79,
,,IACHIMO,,,
,,,Which the gods have given you?,1.4.80,
,,POSTHUMUS LEONATUS,,,
,,,"Which, by their graces, I will keep.",1.4.81,
,,IACHIMO,,,
,,,"You may wear her in title yours: but, you know,",1.4.82,
,,,strange fowl light upon neighbouring ponds. Your,1.4.83,
,,,ring may be stolen too: so your brace of unprizable,1.4.84,
,,,estimations; the one is but frail and the other,1.4.85,
,,,"casual; a cunning thief, or a that way accomplished",1.4.86,
,,,"courtier, would hazard the winning both of first and last.",1.4.87,
,,POSTHUMUS LEONATUS,,,
,,,Your Italy contains none so accomplished a courtier,1.4.88,
,,,"to convince the honour of my mistress, if, in the",1.4.89,
,,,"holding or loss of that, you term her frail. I do",1.4.90,
,,,nothing doubt you have store of thieves;,1.4.91,
,,,"notwithstanding, I fear not my ring.",1.4.92,
,,PHILARIO,,,
,,,"Let us leave here, gentlemen.",1.4.93,
,,POSTHUMUS LEONATUS,,,
,,,"Sir, with all my heart. This worthy signior, I",1.4.94,
,,,"thank him, makes no stranger of me; we are familiar at first.",1.4.95,
,,IACHIMO,,,
,,,"With five times so much conversation, I should get",1.4.96,
,,,"ground of your fair mistress, make her go back, even",1.4.97,
,,,"to the yielding, had I admittance and opportunity to friend.",1.4.98,
,,POSTHUMUS LEONATUS,,,
,,,"No, no.",1.4.99,
,,IACHIMO,,,
,,,I dare thereupon pawn the moiety of my estate to,1.4.100,
,,,"your ring; which, in my opinion, o'ervalues it",1.4.101,
,,,something: but I make my wager rather against your,1.4.102,
,,,"confidence than her reputation: and, to bar your",1.4.103,
,,,"offence herein too, I durst attempt it against any",1.4.104,
,,,lady in the world.,1.4.105,
,,POSTHUMUS LEONATUS,,,
,,,You are a great deal abused in too bold a,1.4.106,
,,,persuasion; and I doubt not you sustain what you're,1.4.107,
,,,worthy of by your attempt.,1.4.108,
,,IACHIMO,,,
,,,What's that?,1.4.109,
,,POSTHUMUS LEONATUS,,,
,,,"A repulse: though your attempt, as you call it,",1.4.110,
,,,deserve more; a punishment too.,1.4.111,
,,PHILARIO,,,
,,,"Gentlemen, enough of this: it came in too suddenly;",1.4.112,
,,,"let it die as it was born, and, I pray you, be",1.4.113,
,,,better acquainted.,1.4.114,
,,IACHIMO,,,
,,,Would I had put my estate and my neighbour's on the,1.4.115,
,,,approbation of what I have spoke!,1.4.116,
,,POSTHUMUS LEONATUS,,,
,,,What lady would you choose to assail?,1.4.117,
,,IACHIMO,,,
,,,Yours; whom in constancy you think stands so safe.,1.4.118,
,,,"I will lay you ten thousand ducats to your ring,",1.4.119,
,,,"that, commend me to the court where your lady is,",1.4.120,
,,,with no more advantage than the opportunity of a,1.4.121,
,,,"second conference, and I will bring from thence",1.4.122,
,,,that honour of hers which you imagine so reserved.,1.4.123,
,,POSTHUMUS LEONATUS,,,
,,,"I will wage against your gold, gold to it: my ring",1.4.124,
,,,I hold dear as my finger; 'tis part of it.,1.4.125,
,,IACHIMO,,,
,,,"You are afraid, and therein the wiser. If you buy",1.4.126,
,,,"ladies' flesh at a million a dram, you cannot",1.4.127,
,,,preserve it from tainting: but I see you have some,1.4.128,
,,,"religion in you, that you fear.",1.4.129,
,,POSTHUMUS LEONATUS,,,
,,,This is but a custom in your tongue; you bear a,1.4.130,
,,,"graver purpose, I hope.",1.4.131,
,,IACHIMO,,,
,,,"I am the master of my speeches, and would undergo",1.4.132,
,,,"what's spoken, I swear.",1.4.133,
,,POSTHUMUS LEONATUS,,,
,,,Will you? I shall but lend my diamond till your,1.4.134,
,,,return: let there be covenants drawn between's: my,1.4.135,
,,,mistress exceeds in goodness the hugeness of your,1.4.136,
,,,unworthy thinking: I dare you to this match: here's my ring.,1.4.137,
,,PHILARIO,,,
,,,I will have it no lay.,1.4.138,
,,IACHIMO,,,
,,,"By the gods, it is one. If I bring you no",1.4.139,
,,,sufficient testimony that I have enjoyed the dearest,1.4.140,
,,,"bodily part of your mistress, my ten thousand ducats",1.4.141,
,,,"are yours; so is your diamond too: if I come off,",1.4.142,
,,,"and leave her in such honour as you have trust in,",1.4.143,
,,,"she your jewel, this your jewel, and my gold are",1.4.144,
,,,yours: provided I have your commendation for my more,1.4.145,
,,,free entertainment.,1.4.146,
,,POSTHUMUS LEONATUS,,,
,,,I embrace these conditions; let us have articles,1.4.147,
,,,"betwixt us. Only, thus far you shall answer: if",1.4.148,
,,,you make your voyage upon her and give me directly,1.4.149,
,,,"to understand you have prevailed, I am no further",1.4.150,
,,,your enemy; she is not worth our debate: if she,1.4.151,
,,,"remain unseduced, you not making it appear",1.4.152,
,,,"otherwise, for your ill opinion and the assault you",1.4.153,
,,,have made to her chastity you shall answer me with,1.4.154,
,,,your sword.,1.4.155,
,,IACHIMO,,,
,,,Your hand; a covenant: we will have these things set,1.4.156,
,,,"down by lawful counsel, and straight away for",1.4.157,
,,,"Britain, lest the bargain should catch cold and",1.4.158,
,,,starve: I will fetch my gold and have our two,1.4.159,
,,,wagers recorded.,1.4.160,
,,POSTHUMUS LEONATUS,,,
,,,Agreed.,1.4.161,
,,,,,Exeunt POSTHUMUS LEONATUS and IACHIMO
,,Frenchman,,,
,,,"Will this hold, think you?",1.4.162,
,,PHILARIO,,,
,,,Signior Iachimo will not from it.,1.4.163,
,,,"Pray, let us follow 'em.",1.4.164,
