Title,Chapter,Player,Line,Line ID,Stage Direction
,,,"Thaliard,",1.1.154,
,,,"You are of our chamber, and our mind partakes",1.1.155,
,,,Her private actions to your secrecy;,1.1.156,
,,,And for your faithfulness we will advance you.,1.1.157,
,,,"Thaliard, behold, here's poison, and here's gold;",1.1.158,
,,,"We hate the prince of Tyre, and thou must kill him:",1.1.159,
,,,"It fits thee not to ask the reason why,",1.1.160,
,,,"Because we bid it. Say, is it done?",1.1.161,
,,THALIARD,,,
,,,"My lord,",1.1.162,
,,,'Tis done.,1.1.163,
,,ANTIOCHUS,,,
,,,Enough.,1.1.164,
,,,,,Enter a Messenger
,,,"Let your breath cool yourself, telling your haste.",1.1.165,
,,Messenger,,,
,,,"My lord, prince Pericles is fled.",1.1.166,
,,,,,Exit
,,ANTIOCHUS,,,
,,,As thou,1.1.167,
,,,"Wilt live, fly after: and like an arrow shot",1.1.168,
,,,From a well-experienced archer hits the mark,1.1.169,
,,,"His eye doth level at, so thou ne'er return",1.1.170,
,,,Unless thou say 'Prince Pericles is dead.',1.1.171,
,,THALIARD,,,
,,,"My lord,",1.1.172,
,,,"If I can get him within my pistol's length,",1.1.173,
,,,"I'll make him sure enough: so, farewell to your highness.",1.1.174,
,,ANTIOCHUS,,,
,,,"Thaliard, adieu!",1.1.175,
,,,,,Exit THALIARD
,,,"Till Pericles be dead,",1.1.176,
,,,My heart can lend no succor to my head.,1.1.177,
,,,,,Exit
,SCENE II. Tyre. A room in the palace.,,,,
,,,,,Enter PERICLES
,,PERICLES,,,
,,,[To Lords without]  Let none disturb us.--Why should,1.2.1,
,,,"this change of thoughts,",1.2.2,
,,,"The sad companion, dull-eyed melancholy,",1.2.3,
,,,"Be my so used a guest as not an hour,",1.2.4,
,,,"In the day's glorious walk, or peaceful night,",1.2.5,
,,,"The tomb where grief should sleep, can breed me quiet?",1.2.6,
,,,"Here pleasures court mine eyes, and mine eyes shun them,",1.2.7,
,,,"And danger, which I fear'd, is at Antioch,",1.2.8,
,,,Whose aim seems far too short to hit me here:,1.2.9,
,,,"Yet neither pleasure's art can joy my spirits,",1.2.10,
,,,Nor yet the other's distance comfort me.,1.2.11,
,,,"Then it is thus: the passions of the mind,",1.2.12,
,,,"That have their first conception by mis-dread,",1.2.13,
,,,Have after-nourishment and life by care;,1.2.14,
,,,"And what was first but fear what might be done,",1.2.15,
,,,Grows elder now and cares it be not done.,1.2.16,
,,,"And so with me: the great Antiochus,",1.2.17,
,,,"'Gainst whom I am too little to contend,",1.2.18,
,,,"Since he's so great can make his will his act,",1.2.19,
,,,"Will think me speaking, though I swear to silence;",1.2.20,
,,,Nor boots it me to say I honour him.,1.2.21,
,,,If he suspect I may dishonour him:,1.2.22,
,,,"And what may make him blush in being known,",1.2.23,
,,,He'll stop the course by which it might be known;,1.2.24,
,,,"With hostile forces he'll o'erspread the land,",1.2.25,
,,,"And with the ostent of war will look so huge,",1.2.26,
,,,Amazement shall drive courage from the state;,1.2.27,
,,,"Our men be vanquish'd ere they do resist,",1.2.28,
,,,And subjects punish'd that ne'er thought offence:,1.2.29,
,,,"Which care of them, not pity of myself,",1.2.30,
,,,"Who am no more but as the tops of trees,",1.2.31,
,,,"Which fence the roots they grow by and defend them,",1.2.32,
,,,"Makes both my body pine and soul to languish,",1.2.33,
,,,And punish that before that he would punish.,1.2.34,
,,,,,"Enter HELICANUS, with other Lords"
,,First Lord,,,
,,,Joy and all comfort in your sacred breast!,1.2.35,
,,Second Lord,,,
,,,"And keep your mind, till you return to us,",1.2.36,
,,,Peaceful and comfortable!,1.2.37,
,,HELICANUS,,,
,,,"Peace, peace, and give experience tongue.",1.2.38,
,,,They do abuse the king that flatter him:,1.2.39,
,,,For flattery is the bellows blows up sin;,1.2.40,
,,,"The thing which is flatter'd, but a spark,",1.2.41,
,,,To which that blast gives heat and stronger glowing;,1.2.42,
,,,"Whereas reproof, obedient and in order,",1.2.43,
,,,"Fits kings, as they are men, for they may err.",1.2.44,
,,,"When Signior Sooth here does proclaim a peace,",1.2.45,
,,,"He flatters you, makes war upon your life.",1.2.46,
,,,"Prince, pardon me, or strike me, if you please;",1.2.47,
,,,I cannot be much lower than my knees.,1.2.48,
,,PERICLES,,,
,,,All leave us else; but let your cares o'erlook,1.2.49,
,,,"What shipping and what lading's in our haven,",1.2.50,
,,,And then return to us.,1.2.51,
,,,,,Exeunt Lords
,,,"Helicanus, thou",1.2.52,
,,,Hast moved us: what seest thou in our looks?,1.2.53,
,,HELICANUS,,,
,,,"An angry brow, dread lord.",1.2.54,
,,PERICLES,,,
,,,"If there be such a dart in princes' frowns,",1.2.55,
,,,How durst thy tongue move anger to our face?,1.2.56,
,,HELICANUS,,,
,,,"How dare the plants look up to heaven, from whence",1.2.57,
,,,They have their nourishment?,1.2.58,
,,PERICLES,,,
,,,Thou know'st I have power,1.2.59,
,,,To take thy life from thee.,1.2.60,
,,HELICANUS,,,
,,,[Kneeling],1.2.61,
,,,I have ground the axe myself;,1.2.62,
,,,Do you but strike the blow.,1.2.63,
,,PERICLES,,,
,,,"Rise, prithee, rise.",1.2.64,
,,,Sit down: thou art no flatterer:,1.2.65,
,,,I thank thee for it; and heaven forbid,1.2.66,
,,,That kings should let their ears hear their,1.2.67,
,,,faults hid!,1.2.68,
,,,"Fit counsellor and servant for a prince,",1.2.69,
,,,"Who by thy wisdom makest a prince thy servant,",1.2.70,
,,,What wouldst thou have me do?,1.2.71,
,,HELICANUS,,,
,,,To bear with patience,1.2.72,
,,,Such griefs as you yourself do lay upon yourself.,1.2.73,
,,PERICLES,,,
,,,"Thou speak'st like a physician, Helicanus,",1.2.74,
,,,That minister'st a potion unto me,1.2.75,
,,,That thou wouldst tremble to receive thyself.,1.2.76,
,,,"Attend me, then: I went to Antioch,",1.2.77,
,,,"Where as thou know'st, against the face of death,",1.2.78,
,,,I sought the purchase of a glorious beauty.,1.2.79,
,,,"From whence an issue I might propagate,",1.2.80,
,,,"Are arms to princes, and bring joys to subjects.",1.2.81,
,,,Her face was to mine eye beyond all wonder;,1.2.82,
,,,The rest--hark in thine ear--as black as incest:,1.2.83,
,,,"Which by my knowledge found, the sinful father",1.2.84,
,,,"Seem'd not to strike, but smooth: but thou",1.2.85,
,,,"know'st this,",1.2.86,
,,,'Tis time to fear when tyrants seem to kiss.,1.2.87,
,,,"Such fear so grew in me, I hither fled,",1.2.88,
,,,"Under the covering of a careful night,",1.2.89,
,,,"Who seem'd my good protector; and, being here,",1.2.90,
,,,"Bethought me what was past, what might succeed.",1.2.91,
,,,I knew him tyrannous; and tyrants' fears,1.2.92,
,,,"Decrease not, but grow faster than the years:",1.2.93,
,,,"And should he doubt it, as no doubt he doth,",1.2.94,
,,,That I should open to the listening air,1.2.95,
,,,"How many worthy princes' bloods were shed,",1.2.96,
,,,"To keep his bed of blackness unlaid ope,",1.2.97,
,,,"To lop that doubt, he'll fill this land with arms,",1.2.98,
,,,And make pretence of wrong that I have done him:,1.2.99,
,,,"When all, for mine, if I may call offence,",1.2.100,
,,,"Must feel war's blow, who spares not innocence:",1.2.101,
,,,"Which love to all, of which thyself art one,",1.2.102,
,,,"Who now reprovest me for it,--",1.2.103,
,,HELICANUS,,,
,,,"Alas, sir!",1.2.104,
,,PERICLES,,,
,,,"Drew sleep out of mine eyes, blood from my cheeks,",1.2.105,
,,,"Musings into my mind, with thousand doubts",1.2.106,
,,,How I might stop this tempest ere it came;,1.2.107,
,,,"And finding little comfort to relieve them,",1.2.108,
,,,I thought it princely charity to grieve them.,1.2.109,
,,HELICANUS,,,
,,,"Well, my lord, since you have given me leave to speak.",1.2.110,
,,,"Freely will I speak. Antiochus you fear,",1.2.111,
,,,"And justly too, I think, you fear the tyrant,",1.2.112,
,,,Who either by public war or private treason,1.2.113,
,,,Will take away your life.,1.2.114,
,,,"Therefore, my lord, go travel for a while,",1.2.115,
,,,"Till that his rage and anger be forgot,",1.2.116,
,,,Or till the Destinies do cut his thread of life.,1.2.117,
,,,Your rule direct to any; if to me.,1.2.118,
,,,Day serves not light more faithful than I'll be.,1.2.119,
,,PERICLES,,,
,,,I do not doubt thy faith;,1.2.120,
,,,But should he wrong my liberties in my absence?,1.2.121,
,,HELICANUS,,,
,,,"We'll mingle our bloods together in the earth,",1.2.122,
,,,From whence we had our being and our birth.,1.2.123,
,,PERICLES,,,
,,,"Tyre, I now look from thee then, and to Tarsus",1.2.124,
,,,"Intend my travel, where I'll hear from thee;",1.2.125,
,,,And by whose letters I'll dispose myself.,1.2.126,
,,,The care I had and have of subjects' good,1.2.127,
,,,On thee I lay whose wisdom's strength can bear it.,1.2.128,
,,,"I'll take thy word for faith, not ask thine oath:",1.2.129,
,,,Who shuns not to break one will sure crack both:,1.2.130,
,,,"But in our orbs we'll live so round and safe,",1.2.131,
,,,"That time of both this truth shall ne'er convince,",1.2.132,
,,,"Thou show'dst a subject's shine, I a true prince.",1.2.133,
,,,,,Exeunt
,SCENE III. Tyre. An ante-chamber in the palace.,,,,
,,,,,Enter THALIARD
,,THALIARD,,,
,,,"So, this is Tyre, and this the court. Here must I",1.3.1,
,,,"kill King Pericles; and if I do it not, I am sure to",1.3.2,
,,,"be hanged at home: 'tis dangerous. Well, I perceive",1.3.3,
,,,"he was a wise fellow, and had good discretion, that,",1.3.4,
,,,"being bid to ask what he would of the king, desired",1.3.5,
,,,he might know none of his secrets: now do I see he,1.3.6,
,,,had some reason for't; for if a king bid a man be a,1.3.7,
,,,"villain, he's bound by the indenture of his oath to",1.3.8,
,,,be one! Hush! here come the lords of Tyre.,1.3.9,
,,,,,"Enter HELICANUS and ESCANES, with other Lords of Tyre"
,,HELICANUS,,,
,,,"You shall not need, my fellow peers of Tyre,",1.3.10,
,,,Further to question me of your king's departure:,1.3.11,
,,,"His seal'd commission, left in trust with me,",1.3.12,
,,,Doth speak sufficiently he's gone to travel.,1.3.13,
,,THALIARD,,,
,,,[Aside]  How! the king gone!,1.3.14,
,,HELICANUS,,,
,,,"If further yet you will be satisfied,",1.3.15,
,,,"Why, as it were unlicensed of your loves,",1.3.16,
,,,"He would depart, I'll give some light unto you.",1.3.17,
,,,Being at Antioch--,1.3.18,
,,THALIARD,,,
,,,[Aside]          What from Antioch?,1.3.19,
,,HELICANUS,,,
,,,Royal Antiochus--on what cause I know not--,1.3.20,
,,,Took some displeasure at him; at least he judged so:,1.3.21,
,,,"And doubting lest that he had err'd or sinn'd,",1.3.22,
,,,"To show his sorrow, he'ld correct himself;",1.3.23,
,,,"So puts himself unto the shipman's toil,",1.3.24,
,,,With whom each minute threatens life or death.,1.3.25,
,,THALIARD,,,
,,,"[Aside]  Well, I perceive",1.3.26,
,,,"I shall not be hang'd now, although I would;",1.3.27,
,,,"But since he's gone, the king's seas must please:",1.3.28,
,,,"He 'scaped the land, to perish at the sea.",1.3.29,
,,,I'll present myself. Peace to the lords of Tyre!,1.3.30,
,,HELICANUS,,,
,,,Lord Thaliard from Antiochus is welcome.,1.3.31,
,,THALIARD,,,
,,,From him I come,1.3.32,
,,,With message unto princely Pericles;,1.3.33,
,,,But since my landing I have understood,1.3.34,
,,,"Your lord has betook himself to unknown travels,",1.3.35,
,,,My message must return from whence it came.,1.3.36,
,,HELICANUS,,,
,,,"We have no reason to desire it,",1.3.37,
,,,"Commended to our master, not to us:",1.3.38,
,,,"Yet, ere you shall depart, this we desire,",1.3.39,
,,,"As friends to Antioch, we may feast in Tyre.",1.3.40,
,,,,,Exeunt
,SCENE IV. Tarsus. A room in the Governor's house.,,,,
,,,,,"Enter CLEON, the governor of Tarsus, with DIONYZA, and others"
,,CLEON,,,
,,,"My Dionyza, shall we rest us here,",1.4.1,
,,,"And by relating tales of others' griefs,",1.4.2,
,,,See if 'twill teach us to forget our own?,1.4.3,
,,DIONYZA,,,
,,,That were to blow at fire in hope to quench it;,1.4.4,
,,,For who digs hills because they do aspire,1.4.5,
,,,Throws down one mountain to cast up a higher.,1.4.6,
,,,"O my distressed lord, even such our griefs are;",1.4.7,
,,,"Here they're but felt, and seen with mischief's eyes,",1.4.8,
,,,"But like to groves, being topp'd, they higher rise.",1.4.9,
,,CLEON,,,
,,,"O Dionyza,",1.4.10,
,,,"Who wanteth food, and will not say he wants it,",1.4.11,
,,,Or can conceal his hunger till he famish?,1.4.12,
,,,Our tongues and sorrows do sound deep,1.4.13,
,,,"Our woes into the air; our eyes do weep,",1.4.14,
,,,Till tongues fetch breath that may proclaim them louder;,1.4.15,
,,,"That, if heaven slumber while their creatures want,",1.4.16,
,,,They may awake their helps to comfort them.,1.4.17,
,,,"I'll then discourse our woes, felt several years,",1.4.18,
,,,And wanting breath to speak help me with tears.,1.4.19,
,,DIONYZA,,,
,,,"I'll do my best, sir.",1.4.20,
,,CLEON,,,
,,,"This Tarsus, o'er which I have the government,",1.4.21,
,,,"A city on whom plenty held full hand,",1.4.22,
,,,For riches strew'd herself even in the streets;,1.4.23,
,,,"Whose towers bore heads so high they kiss'd the clouds,",1.4.24,
,,,And strangers ne'er beheld but wondered at;,1.4.25,
,,,"Whose men and dames so jetted and adorn'd,",1.4.26,
,,,Like one another's glass to trim them by:,1.4.27,
,,,"Their tables were stored full, to glad the sight,",1.4.28,
,,,And not so much to feed on as delight;,1.4.29,
,,,"All poverty was scorn'd, and pride so great,",1.4.30,
,,,The name of help grew odious to repeat.,1.4.31,
,,DIONYZA,,,
,,,"O, 'tis too true.",1.4.32,
,,CLEON,,,
,,,"But see what heaven can do! By this our change,",1.4.33,
,,,"These mouths, who but of late, earth, sea, and air,",1.4.34,
,,,"Were all too little to content and please,",1.4.35,
,,,"Although they gave their creatures in abundance,",1.4.36,
,,,"As houses are defiled for want of use,",1.4.37,
,,,They are now starved for want of exercise:,1.4.38,
,,,"Those palates who, not yet two summers younger,",1.4.39,
,,,"Must have inventions to delight the taste,",1.4.40,
,,,"Would now be glad of bread, and beg for it:",1.4.41,
,,,"Those mothers who, to nousle up their babes,",1.4.42,
,,,"Thought nought too curious, are ready now",1.4.43,
,,,To eat those little darlings whom they loved.,1.4.44,
,,,"So sharp are hunger's teeth, that man and wife",1.4.45,
,,,Draw lots who first shall die to lengthen life:,1.4.46,
,,,"Here stands a lord, and there a lady weeping;",1.4.47,
,,,"Here many sink, yet those which see them fall",1.4.48,
,,,Have scarce strength left to give them burial.,1.4.49,
,,,Is not this true?,1.4.50,
,,DIONYZA,,,
,,,Our cheeks and hollow eyes do witness it.,1.4.51,
,,CLEON,,,
,,,"O, let those cities that of plenty's cup",1.4.52,
,,,"And her prosperities so largely taste,",1.4.53,
,,,"With their superfluous riots, hear these tears!",1.4.54,
,,,The misery of Tarsus may be theirs.,1.4.55,
,,,,,Enter a Lord
,,Lord,,,
,,,Where's the lord governor?,1.4.56,
,,CLEON,,,
,,,Here.,1.4.57,
,,,"Speak out thy sorrows which thou bring'st in haste,",1.4.58,
,,,For comfort is too far for us to expect.,1.4.59,
,,Lord,,,
,,,"We have descried, upon our neighbouring shore,",1.4.60,
,,,A portly sail of ships make hitherward.,1.4.61,
,,CLEON,,,
,,,I thought as much.,1.4.62,
,,,"One sorrow never comes but brings an heir,",1.4.63,
,,,That may succeed as his inheritor;,1.4.64,
,,,"And so in ours: some neighbouring nation,",1.4.65,
,,,"Taking advantage of our misery,",1.4.66,
,,,"Hath stuff'd these hollow vessels with their power,",1.4.67,
,,,"To beat us down, the which are down already;",1.4.68,
,,,"And make a conquest of unhappy me,",1.4.69,
,,,Whereas no glory's got to overcome.,1.4.70,
,,Lord,,,
,,,"That's the least fear; for, by the semblance",1.4.71,
,,,"Of their white flags display'd, they bring us peace,",1.4.72,
,,,"And come to us as favourers, not as foes.",1.4.73,
,,CLEON,,,
,,,Thou speak'st like him's untutor'd to repeat:,1.4.74,
,,,Who makes the fairest show means most deceit.,1.4.75,
,,,"But bring they what they will and what they can,",1.4.76,
,,,What need we fear?,1.4.77,
,,,"The ground's the lowest, and we are half way there.",1.4.78,
,,,"Go tell their general we attend him here,",1.4.79,
,,,"To know for what he comes, and whence he comes,",1.4.80,
,,,And what he craves.,1.4.81,
,,Lord,,,
,,,"I go, my lord.",1.4.82,
,,,,,Exit
,,CLEON,,,
,,,"Welcome is peace, if he on peace consist;",1.4.83,
,,,"If wars, we are unable to resist.",1.4.84,
,,,,,Enter PERICLES with Attendants
,,PERICLES,,,
,,,"Lord governor, for so we hear you are,",1.4.85,
,,,Let not our ships and number of our men,1.4.86,
,,,Be like a beacon fired to amaze your eyes.,1.4.87,
,,,"We have heard your miseries as far as Tyre,",1.4.88,
,,,And seen the desolation of your streets:,1.4.89,
,,,"Nor come we to add sorrow to your tears,",1.4.90,
,,,But to relieve them of their heavy load;,1.4.91,
,,,"And these our ships, you happily may think",1.4.92,
,,,Are like the Trojan horse was stuff'd within,1.4.93,
,,,"With bloody veins, expecting overthrow,",1.4.94,
