Title,Chapter,Player,Line,Line ID,Stage Direction
,,,I'll seem the fool I am not; Antony,1.1.46,
,,,Will be himself.,1.1.47,
,,MARK ANTONY,,,
,,,But stirr'd by Cleopatra.,1.1.48,
,,,"Now, for the love of Love and her soft hours,",1.1.49,
,,,Let's not confound the time with conference harsh:,1.1.50,
,,,There's not a minute of our lives should stretch,1.1.51,
,,,Without some pleasure now. What sport tonight?,1.1.52,
,,CLEOPATRA,,,
,,,Hear the ambassadors.,1.1.53,
,,MARK ANTONY,,,
,,,"Fie, wrangling queen!",1.1.54,
,,,"Whom every thing becomes, to chide, to laugh,",1.1.55,
,,,To weep; whose every passion fully strives,1.1.56,
,,,"To make itself, in thee, fair and admired!",1.1.57,
,,,"No messenger, but thine; and all alone",1.1.58,
,,,To-night we'll wander through the streets and note,1.1.59,
,,,"The qualities of people. Come, my queen;",1.1.60,
,,,Last night you did desire it: speak not to us.,1.1.61,
,,,,,Exeunt MARK ANTONY and CLEOPATRA with their train
,,DEMETRIUS,,,
,,,Is Caesar with Antonius prized so slight?,1.1.62,
,,PHILO,,,
,,,"Sir, sometimes, when he is not Antony,",1.1.63,
,,,He comes too short of that great property,1.1.64,
,,,Which still should go with Antony.,1.1.65,
,,DEMETRIUS,,,
,,,I am full sorry,1.1.66,
,,,"That he approves the common liar, who",1.1.67,
,,,Thus speaks of him at Rome: but I will hope,1.1.68,
,,,Of better deeds to-morrow. Rest you happy!,1.1.69,
,,,,,Exeunt
,SCENE II. The same. Another room.,,,,
,,,,,"Enter CHARMIAN, IRAS, ALEXAS, and a Soothsayer"
,,CHARMIAN,,,
,,,"Lord Alexas, sweet Alexas, most any thing Alexas,",1.2.1,
,,,"almost most absolute Alexas, where's the soothsayer",1.2.2,
,,,"that you praised so to the queen? O, that I knew",1.2.3,
,,,"this husband, which, you say, must charge his horns",1.2.4,
,,,with garlands!,1.2.5,
,,ALEXAS,,,
,,,Soothsayer!,1.2.6,
,,Soothsayer,,,
,,,Your will?,1.2.7,
,,CHARMIAN,,,
,,,"Is this the man? Is't you, sir, that know things?",1.2.8,
,,Soothsayer,,,
,,,In nature's infinite book of secrecy,1.2.9,
,,,A little I can read.,1.2.10,
,,ALEXAS,,,
,,,Show him your hand.,1.2.11,
,,,,,Enter DOMITIUS ENOBARBUS
,,DOMITIUS ENOBARBUS,,,
,,,Bring in the banquet quickly; wine enough,1.2.12,
,,,Cleopatra's health to drink.,1.2.13,
,,CHARMIAN,,,
,,,"Good sir, give me good fortune.",1.2.14,
,,Soothsayer,,,
,,,"I make not, but foresee.",1.2.15,
,,CHARMIAN,,,
,,,"Pray, then, foresee me one.",1.2.16,
,,Soothsayer,,,
,,,You shall be yet far fairer than you are.,1.2.17,
,,CHARMIAN,,,
,,,He means in flesh.,1.2.18,
,,IRAS,,,
,,,"No, you shall paint when you are old.",1.2.19,
,,CHARMIAN,,,
,,,Wrinkles forbid!,1.2.20,
,,ALEXAS,,,
,,,Vex not his prescience; be attentive.,1.2.21,
,,CHARMIAN,,,
,,,Hush!,1.2.22,
,,Soothsayer,,,
,,,You shall be more beloving than beloved.,1.2.23,
,,CHARMIAN,,,
,,,I had rather heat my liver with drinking.,1.2.24,
,,ALEXAS,,,
,,,"Nay, hear him.",1.2.25,
,,CHARMIAN,,,
,,,"Good now, some excellent fortune! Let me be married",1.2.26,
,,,"to three kings in a forenoon, and widow them all:",1.2.27,
,,,"let me have a child at fifty, to whom Herod of Jewry",1.2.28,
,,,may do homage: find me to marry me with Octavius,1.2.29,
,,,"Caesar, and companion me with my mistress.",1.2.30,
,,Soothsayer,,,
,,,You shall outlive the lady whom you serve.,1.2.31,
,,CHARMIAN,,,
,,,O excellent! I love long life better than figs.,1.2.32,
,,Soothsayer,,,
,,,You have seen and proved a fairer former fortune,1.2.33,
,,,Than that which is to approach.,1.2.34,
,,CHARMIAN,,,
,,,Then belike my children shall have no names:,1.2.35,
,,,"prithee, how many boys and wenches must I have?",1.2.36,
,,Soothsayer,,,
,,,If every of your wishes had a womb.,1.2.37,
,,,"And fertile every wish, a million.",1.2.38,
,,CHARMIAN,,,
,,,"Out, fool! I forgive thee for a witch.",1.2.39,
,,ALEXAS,,,
,,,You think none but your sheets are privy to your wishes.,1.2.40,
,,CHARMIAN,,,
,,,"Nay, come, tell Iras hers.",1.2.41,
,,ALEXAS,,,
,,,We'll know all our fortunes.,1.2.42,
,,DOMITIUS ENOBARBUS,,,
,,,"Mine, and most of our fortunes, to-night, shall",1.2.43,
,,,be--drunk to bed.,1.2.44,
,,IRAS,,,
,,,"There's a palm presages chastity, if nothing else.",1.2.45,
,,CHARMIAN,,,
,,,E'en as the o'erflowing Nilus presageth famine.,1.2.46,
,,IRAS,,,
,,,"Go, you wild bedfellow, you cannot soothsay.",1.2.47,
,,CHARMIAN,,,
,,,"Nay, if an oily palm be not a fruitful",1.2.48,
,,,"prognostication, I cannot scratch mine ear. Prithee,",1.2.49,
,,,tell her but a worky-day fortune.,1.2.50,
,,Soothsayer,,,
,,,Your fortunes are alike.,1.2.51,
,,IRAS,,,
,,,"But how, but how? give me particulars.",1.2.52,
,,Soothsayer,,,
,,,I have said.,1.2.53,
,,IRAS,,,
,,,Am I not an inch of fortune better than she?,1.2.54,
,,CHARMIAN,,,
,,,"Well, if you were but an inch of fortune better than",1.2.55,
,,,"I, where would you choose it?",1.2.56,
,,IRAS,,,
,,,Not in my husband's nose.,1.2.57,
,,CHARMIAN,,,
,,,"Our worser thoughts heavens mend! Alexas,--come,",1.2.58,
,,,"his fortune, his fortune! O, let him marry a woman",1.2.59,
,,,"that cannot go, sweet Isis, I beseech thee! and let",1.2.60,
,,,"her die too, and give him a worse! and let worst",1.2.61,
,,,"follow worse, till the worst of all follow him",1.2.62,
,,,"laughing to his grave, fifty-fold a cuckold! Good",1.2.63,
,,,"Isis, hear me this prayer, though thou deny me a",1.2.64,
,,,"matter of more weight; good Isis, I beseech thee!",1.2.65,
,,IRAS,,,
,,,"Amen. Dear goddess, hear that prayer of the people!",1.2.66,
,,,"for, as it is a heartbreaking to see a handsome man",1.2.67,
,,,"loose-wived, so it is a deadly sorrow to behold a",1.2.68,
,,,"foul knave uncuckolded: therefore, dear Isis, keep",1.2.69,
,,,"decorum, and fortune him accordingly!",1.2.70,
,,CHARMIAN,,,
,,,Amen.,1.2.71,
,,ALEXAS,,,
,,,"Lo, now, if it lay in their hands to make me a",1.2.72,
,,,"cuckold, they would make themselves whores, but",1.2.73,
,,,they'ld do't!,1.2.74,
,,DOMITIUS ENOBARBUS,,,
,,,Hush! here comes Antony.,1.2.75,
,,CHARMIAN,,,
,,,Not he; the queen.,1.2.76,
,,,,,Enter CLEOPATRA
,,CLEOPATRA,,,
,,,Saw you my lord?,1.2.77,
,,DOMITIUS ENOBARBUS,,,
,,,"No, lady.",1.2.78,
,,CLEOPATRA,,,
,,,Was he not here?,1.2.79,
,,CHARMIAN,,,
,,,"No, madam.",1.2.80,
,,CLEOPATRA,,,
,,,He was disposed to mirth; but on the sudden,1.2.81,
,,,A Roman thought hath struck him. Enobarbus!,1.2.82,
,,DOMITIUS ENOBARBUS,,,
,,,Madam?,1.2.83,
,,CLEOPATRA,,,
,,,"Seek him, and bring him hither.",1.2.84,
,,,Where's Alexas?,1.2.85,
,,ALEXAS,,,
,,,"Here, at your service. My lord approaches.",1.2.86,
,,CLEOPATRA,,,
,,,We will not look upon him: go with us.,1.2.87,
,,,,,Exeunt
,,,,,Enter MARK ANTONY with a Messenger and Attendants
,,Messenger,,,
,,,Fulvia thy wife first came into the field.,1.2.88,
,,MARK ANTONY,,,
,,,Against my brother Lucius?,1.2.89,
,,Messenger,,,
,,,Ay:,1.2.90,
,,,"But soon that war had end, and the time's state",1.2.91,
,,,"Made friends of them, joining their force 'gainst Caesar;",1.2.92,
,,,"Whose better issue in the war, from Italy,",1.2.93,
,,,"Upon the first encounter, drave them.",1.2.94,
,,MARK ANTONY,,,
,,,"Well, what worst?",1.2.95,
,,Messenger,,,
,,,The nature of bad news infects the teller.,1.2.96,
,,MARK ANTONY,,,
,,,When it concerns the fool or coward. On:,1.2.97,
,,,Things that are past are done with me. 'Tis thus:,1.2.98,
,,,"Who tells me true, though in his tale lie death,",1.2.99,
,,,I hear him as he flatter'd.,1.2.100,
,,Messenger,,,
,,,Labienus--,1.2.101,
,,,"This is stiff news--hath, with his Parthian force,",1.2.102,
,,,Extended Asia from Euphrates;,1.2.103,
,,,His conquering banner shook from Syria,1.2.104,
,,,To Lydia and to Ionia; Whilst--,1.2.105,
,,MARK ANTONY,,,
,,,"Antony, thou wouldst say,--",1.2.106,
,,Messenger,,,
,,,"O, my lord!",1.2.107,
,,MARK ANTONY,,,
,,,"Speak to me home, mince not the general tongue:",1.2.108,
,,,Name Cleopatra as she is call'd in Rome;,1.2.109,
,,,Rail thou in Fulvia's phrase; and taunt my faults,1.2.110,
,,,With such full licence as both truth and malice,1.2.111,
,,,"Have power to utter. O, then we bring forth weeds,",1.2.112,
,,,When our quick minds lie still; and our ills told us,1.2.113,
,,,Is as our earing. Fare thee well awhile.,1.2.114,
,,Messenger,,,
,,,At your noble pleasure.,1.2.115,
,,,,,Exit
,,MARK ANTONY,,,
,,,"From Sicyon, ho, the news! Speak there!",1.2.116,
,,First Attendant,,,
,,,"The man from Sicyon,--is there such an one?",1.2.117,
,,Second Attendant,,,
,,,He stays upon your will.,1.2.118,
,,MARK ANTONY,,,
,,,Let him appear.,1.2.119,
,,,"These strong Egyptian fetters I must break,",1.2.120,
,,,Or lose myself in dotage.,1.2.121,
,,,,,Enter another Messenger
,,,What are you?,1.2.122,
,,Second Messenger,,,
,,,Fulvia thy wife is dead.,1.2.123,
,,MARK ANTONY,,,
,,,Where died she?,1.2.124,
,,Second Messenger,,,
,,,In Sicyon:,1.2.125,
,,,"Her length of sickness, with what else more serious",1.2.126,
,,,"Importeth thee to know, this bears.",1.2.127,
,,,,,Gives a letter
,,MARK ANTONY,,,
,,,Forbear me.,1.2.128,
,,,,,Exit Second Messenger
,,,There's a great spirit gone! Thus did I desire it:,1.2.129,
,,,"What our contempt doth often hurl from us,",1.2.130,
,,,"We wish it ours again; the present pleasure,",1.2.131,
,,,"By revolution lowering, does become",1.2.132,
,,,"The opposite of itself: she's good, being gone;",1.2.133,
,,,The hand could pluck her back that shoved her on.,1.2.134,
,,,I must from this enchanting queen break off:,1.2.135,
,,,"Ten thousand harms, more than the ills I know,",1.2.136,
,,,My idleness doth hatch. How now! Enobarbus!,1.2.137,
,,,,,Re-enter DOMITIUS ENOBARBUS
,,DOMITIUS ENOBARBUS,,,
,,,"What's your pleasure, sir?",1.2.138,
,,MARK ANTONY,,,
,,,I must with haste from hence.,1.2.139,
,,DOMITIUS ENOBARBUS,,,
,,,"Why, then, we kill all our women:",1.2.140,
,,,we see how mortal an unkindness is to them;,1.2.141,
,,,"if they suffer our departure, death's the word.",1.2.142,
,,MARK ANTONY,,,
,,,I must be gone.,1.2.143,
,,DOMITIUS ENOBARBUS,,,
,,,"Under a compelling occasion, let women die; it were",1.2.144,
,,,"pity to cast them away for nothing; though, between",1.2.145,
,,,"them and a great cause, they should be esteemed",1.2.146,
,,,"nothing. Cleopatra, catching but the least noise of",1.2.147,
,,,"this, dies instantly; I have seen her die twenty",1.2.148,
,,,times upon far poorer moment: I do think there is,1.2.149,
,,,"mettle in death, which commits some loving act upon",1.2.150,
,,,"her, she hath such a celerity in dying.",1.2.151,
,,MARK ANTONY,,,
,,,She is cunning past man's thought.,1.2.152,
,,,,,Exit ALEXAS
,,DOMITIUS ENOBARBUS,,,
,,,"Alack, sir, no; her passions are made of nothing but",1.2.153,
,,,the finest part of pure love: we cannot call her,1.2.154,
,,,winds and waters sighs and tears; they are greater,1.2.155,
,,,storms and tempests than almanacs can report: this,1.2.156,
,,,"cannot be cunning in her; if it be, she makes a",1.2.157,
,,,shower of rain as well as Jove.,1.2.158,
,,MARK ANTONY,,,
,,,Would I had never seen her.,1.2.159,
,,DOMITIUS ENOBARBUS,,,
,,,"O, sir, you had then left unseen a wonderful piece",1.2.160,
,,,of work; which not to have been blest withal would,1.2.161,
,,,have discredited your travel.,1.2.162,
,,MARK ANTONY,,,
,,,Fulvia is dead.,1.2.163,
,,DOMITIUS ENOBARBUS,,,
,,,Sir?,1.2.164,
,,MARK ANTONY,,,
,,,Fulvia is dead.,1.2.165,
,,DOMITIUS ENOBARBUS,,,
,,,Fulvia!,1.2.166,
,,MARK ANTONY,,,
,,,Dead.,1.2.167,
,,DOMITIUS ENOBARBUS,,,
,,,"Why, sir, give the gods a thankful sacrifice. When",1.2.168,
,,,it pleaseth their deities to take the wife of a man,1.2.169,
,,,"from him, it shows to man the tailors of the earth;",1.2.170,
,,,"comforting therein, that when old robes are worn",1.2.171,
,,,"out, there are members to make new. If there were",1.2.172,
,,,"no more women but Fulvia, then had you indeed a cut,",1.2.173,
,,,and the case to be lamented: this grief is crowned,1.2.174,
,,,with consolation; your old smock brings forth a new,1.2.175,
,,,petticoat: and indeed the tears live in an onion,1.2.176,
,,,that should water this sorrow.,1.2.177,
,,MARK ANTONY,,,
,,,The business she hath broached in the state,1.2.178,
,,,Cannot endure my absence.,1.2.179,
,,DOMITIUS ENOBARBUS,,,
,,,And the business you have broached here cannot be,1.2.180,
,,,"without you; especially that of Cleopatra's, which",1.2.181,
,,,wholly depends on your abode.,1.2.182,
,,MARK ANTONY,,,
,,,No more light answers. Let our officers,1.2.183,
,,,Have notice what we purpose. I shall break,1.2.184,
,,,"The cause of our expedience to the queen,",1.2.185,
,,,And get her leave to part. For not alone,1.2.186,
,,,"The death of Fulvia, with more urgent touches,",1.2.187,
,,,Do strongly speak to us; but the letters too,1.2.188,
,,,Of many our contriving friends in Rome,1.2.189,
,,,Petition us at home: Sextus Pompeius,1.2.190,
,,,"Hath given the dare to Caesar, and commands",1.2.191,
,,,"The empire of the sea: our slippery people,",1.2.192,
,,,Whose love is never link'd to the deserver,1.2.193,
,,,"Till his deserts are past, begin to throw",1.2.194,
,,,Pompey the Great and all his dignities,1.2.195,
,,,"Upon his son; who, high in name and power,",1.2.196,
,,,"Higher than both in blood and life, stands up",1.2.197,
,,,"For the main soldier: whose quality, going on,",1.2.198,
,,,"The sides o' the world may danger: much is breeding,",1.2.199,
,,,"Which, like the courser's hair, hath yet but life,",1.2.200,
,,,"And not a serpent's poison. Say, our pleasure,",1.2.201,
,,,"To such whose place is under us, requires",1.2.202,
,,,Our quick remove from hence.,1.2.203,
,,DOMITIUS ENOBARBUS,,,
,,,I shall do't.,1.2.204,
,,,,,Exeunt
,SCENE III. The same. Another room.,,,,
,,,,,"Enter CLEOPATRA, CHARMIAN, IRAS, and ALEXAS"
,,CLEOPATRA,,,
,,,Where is he?,1.3.1,
,,CHARMIAN,,,
,,,I did not see him since.,1.3.2,
,,CLEOPATRA,,,
,,,"See where he is, who's with him, what he does:",1.3.3,
,,,"I did not send you: if you find him sad,",1.3.4,
,,,"Say I am dancing; if in mirth, report",1.3.5,
,,,"That I am sudden sick: quick, and return.",1.3.6,
,,,,,Exit ALEXAS
,,CHARMIAN,,,
,,,"Madam, methinks, if you did love him dearly,",1.3.7,
,,,You do not hold the method to enforce,1.3.8,
,,,The like from him.,1.3.9,
,,CLEOPATRA,,,
,,,"What should I do, I do not?",1.3.10,
,,CHARMIAN,,,
,,,"In each thing give him way, cross him nothing.",1.3.11,
,,CLEOPATRA,,,
,,,Thou teachest like a fool; the way to lose him.,1.3.12,
,,CHARMIAN,,,
,,,"Tempt him not so too far; I wish, forbear:",1.3.13,
,,,In time we hate that which we often fear.,1.3.14,
,,,But here comes Antony.,1.3.15,
,,,,,Enter MARK ANTONY
,,CLEOPATRA,,,
,,,I am sick and sullen.,1.3.16,
,,MARK ANTONY,,,
,,,"I am sorry to give breathing to my purpose,--",1.3.17,
,,CLEOPATRA,,,
,,,"Help me away, dear Charmian; I shall fall:",1.3.18,
,,,"It cannot be thus long, the sides of nature",1.3.19,
,,,Will not sustain it.,1.3.20,
,,MARK ANTONY,,,
,,,"Now, my dearest queen,--",1.3.21,
,,CLEOPATRA,,,
,,,"Pray you, stand further from me.",1.3.22,
,,MARK ANTONY,,,
,,,What's the matter?,1.3.23,
,,CLEOPATRA,,,
,,,"I know, by that same eye, there's some good news.",1.3.24,
,,,What says the married woman? You may go:,1.3.25,
,,,Would she had never given you leave to come!,1.3.26,
,,,Let her not say 'tis I that keep you here:,1.3.27,
,,,I have no power upon you; hers you are.,1.3.28,
,,MARK ANTONY,,,
,,,"The gods best know,--",1.3.29,
,,CLEOPATRA,,,
,,,"O, never was there queen",1.3.30,
,,,So mightily betray'd! yet at the first,1.3.31,
,,,I saw the treasons planted.,1.3.32,
,,MARK ANTONY,,,
,,,"Cleopatra,--",1.3.33,
,,CLEOPATRA,,,
,,,"Why should I think you can be mine and true,",1.3.34,
,,,"Though you in swearing shake the throned gods,",1.3.35,
,,,"Who have been false to Fulvia? Riotous madness,",1.3.36,
,,,"To be entangled with those mouth-made vows,",1.3.37,
,,,Which break themselves in swearing!,1.3.38,
,,MARK ANTONY,,,
,,,"Most sweet queen,--",1.3.39,
,,CLEOPATRA,,,
,,,"Nay, pray you, seek no colour for your going,",1.3.40,
,,,"But bid farewell, and go: when you sued staying,",1.3.41,
,,,Then was the time for words: no going then;,1.3.42,
,,,"Eternity was in our lips and eyes,",1.3.43,
,,,"Bliss in our brows' bent; none our parts so poor,",1.3.44,
,,,"But was a race of heaven: they are so still,",1.3.45,
,,,"Or thou, the greatest soldier of the world,",1.3.46,
,,,Art turn'd the greatest liar.,1.3.47,
,,MARK ANTONY,,,
,,,"How now, lady!",1.3.48,
,,CLEOPATRA,,,
,,,I would I had thy inches; thou shouldst know,1.3.49,
,,,There were a heart in Egypt.,1.3.50,
,,MARK ANTONY,,,
,,,"Hear me, queen:",1.3.51,
,,,The strong necessity of time commands,1.3.52,
,,,Our services awhile; but my full heart,1.3.53,
,,,Remains in use with you. Our Italy,1.3.54,
,,,Shines o'er with civil swords: Sextus Pompeius,1.3.55,
,,,Makes his approaches to the port of Rome:,1.3.56,
,,,Equality of two domestic powers,1.3.57,
,,,"Breed scrupulous faction: the hated, grown to strength,",1.3.58,
,,,"Are newly grown to love: the condemn'd Pompey,",1.3.59,
,,,"Rich in his father's honour, creeps apace,",1.3.60,
,,,Into the hearts of such as have not thrived,1.3.61,
,,,"Upon the present state, whose numbers threaten;",1.3.62,
,,,"And quietness, grown sick of rest, would purge",1.3.63,
,,,"By any desperate change: my more particular,",1.3.64,
,,,"And that which most with you should safe my going,",1.3.65,
,,,Is Fulvia's death.,1.3.66,
,,CLEOPATRA,,,
,,,"Though age from folly could not give me freedom,",1.3.67,
,,,It does from childishness: can Fulvia die?,1.3.68,
,,MARK ANTONY,,,
,,,"She's dead, my queen:",1.3.69,
,,,"Look here, and at thy sovereign leisure read",1.3.70,
,,,"The garboils she awaked; at the last, best:",1.3.71,
,,,See when and where she died.,1.3.72,
,,CLEOPATRA,,,
,,,O most false love!,1.3.73,
,,,Where be the sacred vials thou shouldst fill,1.3.74,
,,,"With sorrowful water? Now I see, I see,",1.3.75,
,,,"In Fulvia's death, how mine received shall be.",1.3.76,
,,MARK ANTONY,,,
,,,"Quarrel no more, but be prepared to know",1.3.77,
,,,"The purposes I bear; which are, or cease,",1.3.78,
,,,As you shall give the advice. By the fire,1.3.79,
,,,"That quickens Nilus' slime, I go from hence",1.3.80,
,,,"Thy soldier, servant; making peace or war",1.3.81,
,,,As thou affect'st.,1.3.82,
,,CLEOPATRA,,,
,,,"Cut my lace, Charmian, come;",1.3.83,
,,,"But let it be: I am quickly ill, and well,",1.3.84,
,,,So Antony loves.,1.3.85,
,,MARK ANTONY,,,
,,,"My precious queen, forbear;",1.3.86,
,,,"And give true evidence to his love, which stands",1.3.87,
,,,An honourable trial.,1.3.88,
,,CLEOPATRA,,,
,,,So Fulvia told me.,1.3.89,
,,,"I prithee, turn aside and weep for her,",1.3.90,
,,,"Then bid adieu to me, and say the tears",1.3.91,
,,,"Belong to Egypt: good now, play one scene",1.3.92,
,,,Of excellent dissembling; and let it look,1.3.93,
,,,Life perfect honour.,1.3.94,
,,MARK ANTONY,,,
,,,You'll heat my blood: no more.,1.3.95,
,,CLEOPATRA,,,
,,,You can do better yet; but this is meetly.,1.3.96,
,,MARK ANTONY,,,
,,,"Now, by my sword,--",1.3.97,
,,CLEOPATRA,,,
,,,And target. Still he mends;,1.3.98,
,,,"But this is not the best. Look, prithee, Charmian,",1.3.99,
,,,How this Herculean Roman does become,1.3.100,
,,,The carriage of his chafe.,1.3.101,
,,MARK ANTONY,,,
,,,"I'll leave you, lady.",1.3.102,
,,CLEOPATRA,,,
,,,"Courteous lord, one word.",1.3.103,
,,,"Sir, you and I must part, but that's not it:",1.3.104,
,,,"Sir, you and I have loved, but there's not it;",1.3.105,
,,,"That you know well: something it is I would,",1.3.106,
,,,"O, my oblivion is a very Antony,",1.3.107,
,,,And I am all forgotten.,1.3.108,
,,MARK ANTONY,,,
,,,But that your royalty,1.3.109,
,,,"Holds idleness your subject, I should take you",1.3.110,
,,,For idleness itself.,1.3.111,
,,CLEOPATRA,,,
,,,'Tis sweating labour,1.3.112,
,,,To bear such idleness so near the heart,1.3.113,
,,,"As Cleopatra this. But, sir, forgive me;",1.3.114,
,,,"Since my becomings kill me, when they do not",1.3.115,
,,,Eye well to you: your honour calls you hence;,1.3.116,
,,,Therefore be deaf to my unpitied folly.,1.3.117,
,,,And all the gods go with you! upon your sword,1.3.118,
,,,Sit laurel victory! and smooth success,1.3.119,
,,,Be strew'd before your feet!,1.3.120,
,,MARK ANTONY,,,
,,,Let us go. Come;,1.3.121,
,,,"Our separation so abides, and flies,",1.3.122,
,,,"That thou, residing here, go'st yet with me,",1.3.123,
,,,"And I, hence fleeting, here remain with thee. Away!",1.3.124,
,,,,,Exeunt
,SCENE IV. Rome. OCTAVIUS CAESAR's house.,,,,
,,,,,"Enter OCTAVIUS CAESAR, reading a letter, LEPIDUS, and their Train"
,,OCTAVIUS CAESAR,,,
,,,"You may see, Lepidus, and henceforth know,",1.4.1,
,,,It is not Caesar's natural vice to hate,1.4.2,
,,,Our great competitor: from Alexandria,1.4.3,
,,,"This is the news: he fishes, drinks, and wastes",1.4.4,
,,,The lamps of night in revel; is not more man-like,1.4.5,
,,,Than Cleopatra; nor the queen of Ptolemy,1.4.6,
,,,"More womanly than he; hardly gave audience, or",1.4.7,
,,,Vouchsafed to think he had partners: you shall find there,1.4.8,
,,,A man who is the abstract of all faults,1.4.9,
,,,That all men follow.,1.4.10,
,,LEPIDUS,,,
,,,I must not think there are,1.4.11,
,,,Evils enow to darken all his goodness:,1.4.12,
,,,"His faults in him seem as the spots of heaven,",1.4.13,
,,,"More fiery by night's blackness; hereditary,",1.4.14,
,,,"Rather than purchased; what he cannot change,",1.4.15,
,,,Than what he chooses.,1.4.16,
,,OCTAVIUS CAESAR,,,
,,,"You are too indulgent. Let us grant, it is not",1.4.17,
,,,Amiss to tumble on the bed of Ptolemy;,1.4.18,
,,,To give a kingdom for a mirth; to sit,1.4.19,
,,,And keep the turn of tippling with a slave;,1.4.20,
,,,"To reel the streets at noon, and stand the buffet",1.4.21,
,,,With knaves that smell of sweat: say this,1.4.22,
,,,"becomes him,--",1.4.23,
,,,As his composure must be rare indeed,1.4.24,
,,,"Whom these things cannot blemish,--yet must Antony",1.4.25,
,,,"No way excuse his soils, when we do bear",1.4.26,
,,,So great weight in his lightness. If he fill'd,1.4.27,
,,,"His vacancy with his voluptuousness,",1.4.28,
,,,"Full surfeits, and the dryness of his bones,",1.4.29,
,,,"Call on him for't: but to confound such time,",1.4.30,
,,,"That drums him from his sport, and speaks as loud",1.4.31,
,,,"As his own state and ours,--'tis to be chid",1.4.32,
,,,"As we rate boys, who, being mature in knowledge,",1.4.33,
,,,"Pawn their experience to their present pleasure,",1.4.34,
,,,And so rebel to judgment.,1.4.35,
,,,,,Enter a Messenger
,,LEPIDUS,,,
,,,Here's more news.,1.4.36,
,,Messenger,,,
,,,"Thy biddings have been done; and every hour,",1.4.37,
,,,"Most noble Caesar, shalt thou have report",1.4.38,
,,,How 'tis abroad. Pompey is strong at sea;,1.4.39,
,,,And it appears he is beloved of those,1.4.40,
,,,That only have fear'd Caesar: to the ports,1.4.41,
,,,"The discontents repair, and men's reports",1.4.42,
,,,Give him much wrong'd.,1.4.43,
,,OCTAVIUS CAESAR,,,
,,,I should have known no less.,1.4.44,
,,,"It hath been taught us from the primal state,",1.4.45,
,,,That he which is was wish'd until he were;,1.4.46,
,,,"And the ebb'd man, ne'er loved till ne'er worth love,",1.4.47,
