Chapter,Player,Line,Line ID,Stage Direction
,,Saw you the field? came you from Shrewsbury?,1.1.30,
,LORD BARDOLPH,,,
,,"I spake with one, my lord, that came from thence,",1.1.31,
,,"A gentleman well bred and of good name,",1.1.32,
,,That freely render'd me these news for true.,1.1.33,
,NORTHUMBERLAND,,,
,,"Here comes my servant Travers, whom I sent",1.1.34,
,,On Tuesday last to listen after news.,1.1.35,
,,,,Enter TRAVERS
,LORD BARDOLPH,,,
,,"My lord, I over-rode him on the way;",1.1.36,
,,And he is furnish'd with no certainties,1.1.37,
,,More than he haply may retail from me.,1.1.38,
,NORTHUMBERLAND,,,
,,"Now, Travers, what good tidings comes with you?",1.1.39,
,TRAVERS,,,
,,"My lord, Sir John Umfrevile turn'd me back",1.1.40,
,,"With joyful tidings; and, being better horsed,",1.1.41,
,,Out-rode me. After him came spurring hard,1.1.42,
,,"A gentleman, almost forspent with speed,",1.1.43,
,,That stopp'd by me to breathe his bloodied horse.,1.1.44,
,,He ask'd the way to Chester; and of him,1.1.45,
,,I did demand what news from Shrewsbury:,1.1.46,
,,He told me that rebellion had bad luck,1.1.47,
,,And that young Harry Percy's spur was cold.,1.1.48,
,,"With that, he gave his able horse the head,",1.1.49,
,,And bending forward struck his armed heels,1.1.50,
,,Against the panting sides of his poor jade,1.1.51,
,,"Up to the rowel-head, and starting so",1.1.52,
,,"He seem'd in running to devour the way,",1.1.53,
,,Staying no longer question.,1.1.54,
,NORTHUMBERLAND,,,
,,Ha! Again:,1.1.55,
,,Said he young Harry Percy's spur was cold?,1.1.56,
,,Of Hotspur Coldspur? that rebellion,1.1.57,
,,Had met ill luck?,1.1.58,
,LORD BARDOLPH,,,
,,"My lord, I'll tell you what;",1.1.59,
,,"If my young lord your son have not the day,",1.1.60,
,,"Upon mine honour, for a silken point",1.1.61,
,,I'll give my barony: never talk of it.,1.1.62,
,NORTHUMBERLAND,,,
,,Why should that gentleman that rode by Travers,1.1.63,
,,Give then such instances of loss?,1.1.64,
,LORD BARDOLPH,,,
,,"Who, he?",1.1.65,
,,He was some hilding fellow that had stolen,1.1.66,
,,"The horse he rode on, and, upon my life,",1.1.67,
,,"Spoke at a venture. Look, here comes more news.",1.1.68,
,,,,Enter MORTON
,NORTHUMBERLAND,,,
,,"Yea, this man's brow, like to a title-leaf,",1.1.69,
,,Foretells the nature of a tragic volume:,1.1.70,
,,So looks the strand whereon the imperious flood,1.1.71,
,,Hath left a witness'd usurpation.,1.1.72,
,,"Say, Morton, didst thou come from Shrewsbury?",1.1.73,
,MORTON,,,
,,"I ran from Shrewsbury, my noble lord;",1.1.74,
,,Where hateful death put on his ugliest mask,1.1.75,
,,To fright our party.,1.1.76,
,NORTHUMBERLAND,,,
,,How doth my son and brother?,1.1.77,
,,Thou tremblest; and the whiteness in thy cheek,1.1.78,
,,Is apter than thy tongue to tell thy errand.,1.1.79,
,,"Even such a man, so faint, so spiritless,",1.1.80,
,,"So dull, so dead in look, so woe-begone,",1.1.81,
,,"Drew Priam's curtain in the dead of night,",1.1.82,
,,And would have told him half his Troy was burnt;,1.1.83,
,,"But Priam found the fire ere he his tongue,",1.1.84,
,,And I my Percy's death ere thou report'st it.,1.1.85,
,,"This thou wouldst say, 'Your son did thus and thus;",1.1.86,
,,Your brother thus: so fought the noble Douglas:',1.1.87,
,,Stopping my greedy ear with their bold deeds:,1.1.88,
,,"But in the end, to stop my ear indeed,",1.1.89,
,,"Thou hast a sigh to blow away this praise,",1.1.90,
,,"Ending with 'Brother, son, and all are dead.'",1.1.91,
,MORTON,,,
,,"Douglas is living, and your brother, yet;",1.1.92,
,,"But, for my lord your son--",1.1.93,
,NORTHUMBERLAND,,,
,,"Why, he is dead.",1.1.94,
,,See what a ready tongue suspicion hath!,1.1.95,
,,He that but fears the thing he would not know,1.1.96,
,,Hath by instinct knowledge from others' eyes,1.1.97,
,,"That what he fear'd is chanced. Yet speak, Morton;",1.1.98,
,,"Tell thou an earl his divination lies,",1.1.99,
,,And I will take it as a sweet disgrace,1.1.100,
,,And make thee rich for doing me such wrong.,1.1.101,
,MORTON,,,
,,You are too great to be by me gainsaid:,1.1.102,
,,"Your spirit is too true, your fears too certain.",1.1.103,
,NORTHUMBERLAND,,,
,,"Yet, for all this, say not that Percy's dead.",1.1.104,
,,I see a strange confession in thine eye:,1.1.105,
,,Thou shakest thy head and hold'st it fear or sin,1.1.106,
,,"To speak a truth. If he be slain, say so;",1.1.107,
,,The tongue offends not that reports his death:,1.1.108,
,,"And he doth sin that doth belie the dead,",1.1.109,
,,Not he which says the dead is not alive.,1.1.110,
,,Yet the first bringer of unwelcome news,1.1.111,
,,"Hath but a losing office, and his tongue",1.1.112,
,,"Sounds ever after as a sullen bell,",1.1.113,
,,Remember'd tolling a departing friend.,1.1.114,
,LORD BARDOLPH,,,
,,"I cannot think, my lord, your son is dead.",1.1.115,
,MORTON,,,
,,I am sorry I should force you to believe,1.1.116,
,,That which I would to God I had not seen;,1.1.117,
,,"But these mine eyes saw him in bloody state,",1.1.118,
,,"Rendering faint quittance, wearied and out-breathed,",1.1.119,
,,To Harry Monmouth; whose swift wrath beat down,1.1.120,
,,"The never-daunted Percy to the earth,",1.1.121,
,,From whence with life he never more sprung up.,1.1.122,
,,"In few, his death, whose spirit lent a fire",1.1.123,
,,"Even to the dullest peasant in his camp,",1.1.124,
,,"Being bruited once, took fire and heat away",1.1.125,
,,From the best temper'd courage in his troops;,1.1.126,
,,For from his metal was his party steel'd;,1.1.127,
,,"Which once in him abated, all the rest",1.1.128,
,,"Turn'd on themselves, like dull and heavy lead:",1.1.129,
,,"And as the thing that's heavy in itself,",1.1.130,
,,"Upon enforcement flies with greatest speed,",1.1.131,
,,"So did our men, heavy in Hotspur's loss,",1.1.132,
,,Lend to this weight such lightness with their fear,1.1.133,
,,That arrows fled not swifter toward their aim,1.1.134,
,,"Than did our soldiers, aiming at their safety,",1.1.135,
,,Fly from the field. Then was the noble Worcester,1.1.136,
,,"Too soon ta'en prisoner; and that furious Scot,",1.1.137,
,,"The bloody Douglas, whose well-labouring sword",1.1.138,
,,"Had three times slain the appearance of the king,",1.1.139,
,,'Gan vail his stomach and did grace the shame,1.1.140,
,,"Of those that turn'd their backs, and in his flight,",1.1.141,
,,"Stumbling in fear, was took. The sum of all",1.1.142,
,,"Is that the king hath won, and hath sent out",1.1.143,
,,"A speedy power to encounter you, my lord,",1.1.144,
,,Under the conduct of young Lancaster,1.1.145,
,,And Westmoreland. This is the news at full.,1.1.146,
,NORTHUMBERLAND,,,
,,For this I shall have time enough to mourn.,1.1.147,
,,"In poison there is physic; and these news,",1.1.148,
,,"Having been well, that would have made me sick,",1.1.149,
,,"Being sick, have in some measure made me well:",1.1.150,
,,"And as the wretch, whose fever-weaken'd joints,",1.1.151,
,,"Like strengthless hinges, buckle under life,",1.1.152,
,,"Impatient of his fit, breaks like a fire",1.1.153,
,,"Out of his keeper's arms, even so my limbs,",1.1.154,
,,"Weaken'd with grief, being now enraged with grief,",1.1.155,
,,"Are thrice themselves. Hence, therefore, thou nice crutch!",1.1.156,
,,A scaly gauntlet now with joints of steel,1.1.157,
,,"Must glove this hand: and hence, thou sickly quoif!",1.1.158,
,,Thou art a guard too wanton for the head,1.1.159,
,,"Which princes, flesh'd with conquest, aim to hit.",1.1.160,
,,Now bind my brows with iron; and approach,1.1.161,
,,The ragged'st hour that time and spite dare bring,1.1.162,
,,To frown upon the enraged Northumberland!,1.1.163,
,,Let heaven kiss earth! now let not Nature's hand,1.1.164,
,,Keep the wild flood confined! let order die!,1.1.165,
,,And let this world no longer be a stage,1.1.166,
,,To feed contention in a lingering act;,1.1.167,
,,But let one spirit of the first-born Cain,1.1.168,
,,"Reign in all bosoms, that, each heart being set",1.1.169,
,,"On bloody courses, the rude scene may end,",1.1.170,
,,And darkness be the burier of the dead!,1.1.171,
,TRAVERS,,,
,,"This strained passion doth you wrong, my lord.",1.1.172,
,LORD BARDOLPH,,,
,,"Sweet earl, divorce not wisdom from your honour.",1.1.173,
,MORTON,,,
,,The lives of all your loving complices,1.1.174,
,,"Lean on your health; the which, if you give o'er",1.1.175,
,,"To stormy passion, must perforce decay.",1.1.176,
,,"You cast the event of war, my noble lord,",1.1.177,
,,"And summ'd the account of chance, before you said",1.1.178,
,,"'Let us make head.' It was your presurmise,",1.1.179,
,,"That, in the dole of blows, your son might drop:",1.1.180,
,,"You knew he walk'd o'er perils, on an edge,",1.1.181,
,,More likely to fall in than to get o'er;,1.1.182,
,,You were advised his flesh was capable,1.1.183,
,,Of wounds and scars and that his forward spirit,1.1.184,
,,Would lift him where most trade of danger ranged:,1.1.185,
,,"Yet did you say 'Go forth;' and none of this,",1.1.186,
,,"Though strongly apprehended, could restrain",1.1.187,
,,"The stiff-borne action: what hath then befallen,",1.1.188,
,,"Or what hath this bold enterprise brought forth,",1.1.189,
,,More than that being which was like to be?,1.1.190,
,LORD BARDOLPH,,,
,,We all that are engaged to this loss,1.1.191,
,,Knew that we ventured on such dangerous seas,1.1.192,
,,That if we wrought our life 'twas ten to one;,1.1.193,
,,"And yet we ventured, for the gain proposed",1.1.194,
,,Choked the respect of likely peril fear'd;,1.1.195,
,,"And since we are o'erset, venture again.",1.1.196,
,,"Come, we will all put forth, body and goods.",1.1.197,
,MORTON,,,
,,"'Tis more than time: and, my most noble lord,",1.1.198,
,,"I hear for certain, and do speak the truth,",1.1.199,
,,The gentle Archbishop of York is up,1.1.200,
,,With well-appointed powers: he is a man,1.1.201,
,,Who with a double surety binds his followers.,1.1.202,
,,"My lord your son had only but the corpse,",1.1.203,
,,"But shadows and the shows of men, to fight;",1.1.204,
,,"For that same word, rebellion, did divide",1.1.205,
,,The action of their bodies from their souls;,1.1.206,
,,"And they did fight with queasiness, constrain'd,",1.1.207,
,,"As men drink potions, that their weapons only",1.1.208,
,,"Seem'd on our side; but, for their spirits and souls,",1.1.209,
,,"This word, rebellion, it had froze them up,",1.1.210,
,,As fish are in a pond. But now the bishop,1.1.211,
,,Turns insurrection to religion:,1.1.212,
,,"Supposed sincere and holy in his thoughts,",1.1.213,
,,He's followed both with body and with mind;,1.1.214,
,,And doth enlarge his rising with the blood,1.1.215,
,,"Of fair King Richard, scraped from Pomfret stones;",1.1.216,
,,Derives from heaven his quarrel and his cause;,1.1.217,
,,"Tells them he doth bestride a bleeding land,",1.1.218,
,,Gasping for life under great Bolingbroke;,1.1.219,
,,And more and less do flock to follow him.,1.1.220,
,NORTHUMBERLAND,,,
,,"I knew of this before; but, to speak truth,",1.1.221,
,,This present grief had wiped it from my mind.,1.1.222,
,,Go in with me; and counsel every man,1.1.223,
,,The aptest way for safety and revenge:,1.1.224,
,,"Get posts and letters, and make friends with speed:",1.1.225,
,,"Never so few, and never yet more need.",1.1.226,
,,,,Exeunt
SCENE II. London. A street.,,,,
,,,,"Enter FALSTAFF, with his Page bearing his sword and buckler"
,FALSTAFF,,,
,,"Sirrah, you giant, what says the doctor to my water?",1.2.1,
,Page,,,
,,"He said, sir, the water itself was a good healthy",1.2.2,
,,"water; but, for the party that owed it, he might",1.2.3,
,,have more diseases than he knew for.,1.2.4,
,FALSTAFF,,,
,,Men of all sorts take a pride to gird at me: the,1.2.5,
,,"brain of this foolish-compounded clay, man, is not",1.2.6,
,,"able to invent anything that tends to laughter, more",1.2.7,
,,than I invent or is invented on me: I am not only,1.2.8,
,,"witty in myself, but the cause that wit is in other",1.2.9,
,,men. I do here walk before thee like a sow that,1.2.10,
,,hath overwhelmed all her litter but one. If the,1.2.11,
,,prince put thee into my service for any other reason,1.2.12,
,,"than to set me off, why then I have no judgment.",1.2.13,
,,"Thou whoreson mandrake, thou art fitter to be worn",1.2.14,
,,in my cap than to wait at my heels. I was never,1.2.15,
,,manned with an agate till now: but I will inset you,1.2.16,
,,"neither in gold nor silver, but in vile apparel, and",1.2.17,
,,"send you back again to your master, for a jewel,--",1.2.18,
,,"the juvenal, the prince your master, whose chin is",1.2.19,
,,not yet fledged. I will sooner have a beard grow in,1.2.20,
,,the palm of my hand than he shall get one on his,1.2.21,
,,cheek; and yet he will not stick to say his face is,1.2.22,
,,"a face-royal: God may finish it when he will, 'tis",1.2.23,
,,not a hair amiss yet: he may keep it still at a,1.2.24,
,,"face-royal, for a barber shall never earn sixpence",1.2.25,
,,out of it; and yet he'll be crowing as if he had,1.2.26,
,,writ man ever since his father was a bachelor. He,1.2.27,
,,"may keep his own grace, but he's almost out of mine,",1.2.28,
,,I can assure him. What said Master Dombledon about,1.2.29,
,,the satin for my short cloak and my slops?,1.2.30,
,Page,,,
,,"He said, sir, you should procure him better",1.2.31,
,,assurance than Bardolph: he would not take his,1.2.32,
,,band and yours; he liked not the security.,1.2.33,
,FALSTAFF,,,
,,"Let him be damned, like the glutton! pray God his",1.2.34,
,,tongue be hotter! A whoreson Achitophel! a rascally,1.2.35,
,,"yea-forsooth knave! to bear a gentleman in hand,",1.2.36,
,,and then stand upon security! The whoreson,1.2.37,
,,"smooth-pates do now wear nothing but high shoes, and",1.2.38,
,,bunches of keys at their girdles; and if a man is,1.2.39,
,,"through with them in honest taking up, then they",1.2.40,
,,must stand upon security. I had as lief they would,1.2.41,
,,put ratsbane in my mouth as offer to stop it with,1.2.42,
,,security. I looked a' should have sent me two and,1.2.43,
,,"twenty yards of satin, as I am a true knight, and he",1.2.44,
,,"sends me security. Well, he may sleep in security;",1.2.45,
,,"for he hath the horn of abundance, and the lightness",1.2.46,
,,of his wife shines through it: and yet cannot he,1.2.47,
,,"see, though he have his own lanthorn to light him.",1.2.48,
,,Where's Bardolph?,1.2.49,
,Page,,,
,,He's gone into Smithfield to buy your worship a horse.,1.2.50,
,FALSTAFF,,,
,,"I bought him in Paul's, and he'll buy me a horse in",1.2.51,
,,Smithfield: an I could get me but a wife in the,1.2.52,
,,"stews, I were manned, horsed, and wived.",1.2.53,
,,,,Enter the Lord Chief-Justice and Servant
,Page,,,
,,"Sir, here comes the nobleman that committed the",1.2.54,
,,Prince for striking him about Bardolph.,1.2.55,
,FALSTAFF,,,
,,"Wait, close; I will not see him.",1.2.56,
,,Lord Chief-Justice	What's he that goes there?,1.2.57,
,Servant,,,
,,"Falstaff, an't please your lordship.",1.2.58,
,,Lord Chief-Justice	He that was in question for the robbery?,1.2.59,
,Servant,,,
,,"He, my lord: but he hath since done good service at",1.2.60,
,,"Shrewsbury; and, as I hear, is now going with some",1.2.61,
,,charge to the Lord John of Lancaster.,1.2.62,
,,"Lord Chief-Justice	What, to York? Call him back again.",1.2.63,
,Servant,,,
,,Sir John Falstaff!,1.2.64,
,FALSTAFF,,,
,,"Boy, tell him I am deaf.",1.2.65,
,Page,,,
,,You must speak louder; my master is deaf.,1.2.66,
,,"Lord Chief-Justice	I am sure he is, to the hearing of any thing good.",1.2.67,
,,"Go, pluck him by the elbow; I must speak with him.",1.2.68,
,Servant,,,
,,Sir John!,1.2.69,
,FALSTAFF,,,
,,"What! a young knave, and begging! Is there not",1.2.70,
,,wars? is there not employment? doth not the king,1.2.71,
,,lack subjects? do not the rebels need soldiers?,1.2.72,
,,"Though it be a shame to be on any side but one, it",1.2.73,
,,"is worse shame to beg than to be on the worst side,",1.2.74,
,,were it worse than the name of rebellion can tell,1.2.75,
,,how to make it.,1.2.76,
,Servant,,,
,,"You mistake me, sir.",1.2.77,
,FALSTAFF,,,
,,"Why, sir, did I say you were an honest man? setting",1.2.78,
,,"my knighthood and my soldiership aside, I had lied",1.2.79,
,,"in my throat, if I had said so.",1.2.80,
,Servant,,,
,,"I pray you, sir, then set your knighthood and our",1.2.81,
,,"soldiership aside; and give me leave to tell you,",1.2.82,
,,"you lie in your throat, if you say I am any other",1.2.83,
,,than an honest man.,1.2.84,
,FALSTAFF,,,
,,I give thee leave to tell me so! I lay aside that,1.2.85,
,,"which grows to me! if thou gettest any leave of me,",1.2.86,
,,"hang me; if thou takest leave, thou wert better be",1.2.87,
,,hanged. You hunt counter: hence! avaunt!,1.2.88,
,Servant,,,
,,"Sir, my lord would speak with you.",1.2.89,
,,"Lord Chief-Justice	Sir John Falstaff, a word with you.",1.2.90,
,FALSTAFF,,,
,,My good lord! God give your lordship good time of,1.2.91,
,,day. I am glad to see your lordship abroad: I heard,1.2.92,
,,say your lordship was sick: I hope your lordship,1.2.93,
,,"goes abroad by advice. Your lordship, though not",1.2.94,
,,"clean past your youth, hath yet some smack of age in",1.2.95,
,,"you, some relish of the saltness of time; and I must",1.2.96,
,,humbly beseech your lordship to have a reverent care,1.2.97,
,,of your health.,1.2.98,
,,"Lord Chief-Justice	Sir John, I sent for you before your expedition to",1.2.99,
,,Shrewsbury.,1.2.100,
,FALSTAFF,,,
,,"An't please your lordship, I hear his majesty is",1.2.101,
,,returned with some discomfort from Wales.,1.2.102,
,,Lord Chief-Justice	I talk not of his majesty: you would not come when,1.2.103,
,,I sent for you.,1.2.104,
,FALSTAFF,,,
,,"And I hear, moreover, his highness is fallen into",1.2.105,
,,this same whoreson apoplexy.,1.2.106,
,,"Lord Chief-Justice	Well, God mend him! I pray you, let me speak with",1.2.107,
,,you.,1.2.108,
,FALSTAFF,,,
,,"This apoplexy is, as I take it, a kind of lethargy,",1.2.109,
,,an't please your lordship; a kind of sleeping in the,1.2.110,
,,"blood, a whoreson tingling.",1.2.111,
,,Lord Chief-Justice	What tell you me of it? be it as it is.,1.2.112,
,FALSTAFF,,,
,,"It hath its original from much grief, from study and",1.2.113,
,,perturbation of the brain: I have read the cause of,1.2.114,
,,his effects in Galen: it is a kind of deafness.,1.2.115,
,,Lord Chief-Justice	I think you are fallen into the disease; for you,1.2.116,
,,hear not what I say to you.,1.2.117,
,FALSTAFF,,,
,,"Very well, my lord, very well: rather, an't please",1.2.118,
,,"you, it is the disease of not listening, the malady",1.2.119,
,,"of not marking, that I am troubled withal.",1.2.120,
,,Lord Chief-Justice	To punish you by the heels would amend the,1.2.121,
,,attention of your ears; and I care not if I do,1.2.122,
,,become your physician.,1.2.123,
,FALSTAFF,,,
,,"I am as poor as Job, my lord, but not so patient:",1.2.124,
,,your lordship may minister the potion of,1.2.125,
,,imprisonment to me in respect of poverty; but how,1.2.126,
,,should I be your patient to follow your,1.2.127,
,,"prescriptions, the wise may make some dram of a",1.2.128,
,,"scruple, or indeed a scruple itself.",1.2.129,
,,"Lord Chief-Justice	I sent for you, when there were matters against you",1.2.130,
,,"for your life, to come speak with me.",1.2.131,
,FALSTAFF,,,
,,As I was then advised by my learned counsel in the,1.2.132,
,,"laws of this land-service, I did not come.",1.2.133,
,,"Lord Chief-Justice	Well, the truth is, Sir John, you live in great infamy.",1.2.134,
,FALSTAFF,,,
,,He that buckles him in my belt cannot live in less.,1.2.135,
,,"Lord Chief-Justice	Your means are very slender, and your waste is great.",1.2.136,
,FALSTAFF,,,
,,I would it were otherwise; I would my means were,1.2.137,
,,"greater, and my waist slenderer.",1.2.138,
,,Lord Chief-Justice	You have misled the youthful prince.,1.2.139,
,FALSTAFF,,,
,,The young prince hath misled me: I am the fellow,1.2.140,
,,"with the great belly, and he my dog.",1.2.141,
,,"Lord Chief-Justice	Well, I am loath to gall a new-healed wound: your",1.2.142,
,,day's service at Shrewsbury hath a little gilded,1.2.143,
,,over your night's exploit on Gad's-hill: you may,1.2.144,
,,thank the unquiet time for your quiet o'er-posting,1.2.145,
,,that action.,1.2.146,
,FALSTAFF,,,
,,My lord?,1.2.147,
,,"Lord Chief-Justice	But since all is well, keep it so: wake not a",1.2.148,
,,sleeping wolf.,1.2.149,
,FALSTAFF,,,
,,To wake a wolf is as bad as to smell a fox.,1.2.150,
,,"Lord Chief-Justice	What! you are as a candle, the better part burnt",1.2.151,
,,out.,1.2.152,
,FALSTAFF,,,
,,"A wassail candle, my lord, all tallow: if I did say",1.2.153,
,,"of wax, my growth would approve the truth.",1.2.154,
,,Lord Chief-Justice	There is not a white hair on your face but should,1.2.155,
,,have his effect of gravity.,1.2.156,
,FALSTAFF,,,
,,"His effect of gravy, gravy, gravy.",1.2.157,
,,"Lord Chief-Justice	You follow the young prince up and down, like his",1.2.158,
,,ill angel.,1.2.159,
,FALSTAFF,,,
,,"Not so, my lord; your ill angel is light; but I hope",1.2.160,
,,he that looks upon me will take me without weighing:,1.2.161,
,,"and yet, in some respects, I grant, I cannot go: I",1.2.162,
,,cannot tell. Virtue is of so little regard in these,1.2.163,
,,costermonger times that true valour is turned,1.2.164,
,,"bear-herd: pregnancy is made a tapster, and hath",1.2.165,
,,his quick wit wasted in giving reckonings: all the,1.2.166,
,,"other gifts appertinent to man, as the malice of",1.2.167,
,,"this age shapes them, are not worth a gooseberry.",1.2.168,
,,You that are old consider not the capacities of us,1.2.169,
,,that are young; you do measure the heat of our,1.2.170,
,,livers with the bitterness of your galls: and we,1.2.171,
,,"that are in the vaward of our youth, I must confess,",1.2.172,
,,are wags too.,1.2.173,
,,"Lord Chief-Justice	Do you set down your name in the scroll of youth,",1.2.174,
,,that are written down old with all the characters of,1.2.175,
,,age? Have you not a moist eye? a dry hand? a,1.2.176,
,,yellow cheek? a white beard? a decreasing leg? an,1.2.177,
,,increasing belly? is not your voice broken? your,1.2.178,
,,wind short? your chin double? your wit single? and,1.2.179,
,,every part about you blasted with antiquity? and,1.2.180,
,,"will you yet call yourself young? Fie, fie, fie, Sir John!",1.2.181,
,FALSTAFF,,,
,,"My lord, I was born about three of the clock in the",1.2.182,
,,"afternoon, with a white head and something a round",1.2.183,
,,"belly. For my voice, I have lost it with halloing",1.2.184,
,,and singing of anthems. To approve my youth,1.2.185,
,,"further, I will not: the truth is, I am only old in",1.2.186,
,,judgment and understanding; and he that will caper,1.2.187,
,,"with me for a thousand marks, let him lend me the",1.2.188,
,,"money, and have at him! For the box of the ear that",1.2.189,
,,"the prince gave you, he gave it like a rude prince,",1.2.190,
,,and you took it like a sensible lord. I have,1.2.191,
,,"chequed him for it, and the young lion repents;",1.2.192,
,,"marry, not in ashes and sackcloth, but in new silk",1.2.193,
,,and old sack.,1.2.194,
,,"Lord Chief-Justice	Well, God send the prince a better companion!",1.2.195,
,FALSTAFF,,,
,,God send the companion a better prince! I cannot,1.2.196,
,,rid my hands of him.,1.2.197,
,,"Lord Chief-Justice	Well, the king hath severed you and Prince Harry: I",1.2.198,
,,hear you are going with Lord John of Lancaster,1.2.199,
,,against the Archbishop and the Earl of,1.2.200,
,,Northumberland.,1.2.201,
,FALSTAFF,,,
,,Yea; I thank your pretty sweet wit for it. But look,1.2.202,
,,"you pray, all you that kiss my lady Peace at home,",1.2.203,
,,"that our armies join not in a hot day; for, by the",1.2.204,
,,"Lord, I take but two shirts out with me, and I mean",1.2.205,
,,"not to sweat extraordinarily: if it be a hot day,",1.2.206,
,,"and I brandish any thing but a bottle, I would I",1.2.207,
,,might never spit white again. There is not a,1.2.208,
,,dangerous action can peep out his head but I am,1.2.209,
,,"thrust upon it: well, I cannot last ever: but it",1.2.210,
,,"was alway yet the trick of our English nation, if",1.2.211,
,,"they have a good thing, to make it too common. If",1.2.212,
,,"ye will needs say I am an old man, you should give",1.2.213,
,,me rest. I would to God my name were not so,1.2.214,
,,terrible to the enemy as it is: I were better to be,1.2.215,
,,eaten to death with a rust than to be scoured to,1.2.216,
,,nothing with perpetual motion.,1.2.217,
,,"Lord Chief-Justice	Well, be honest, be honest; and God bless your",1.2.218,
,,expedition!,1.2.219,
,FALSTAFF,,,
,,Will your lordship lend me a thousand pound to,1.2.220,
,,furnish me forth?,1.2.221,
,,"Lord Chief-Justice	Not a penny, not a penny; you are too impatient to",1.2.222,
,,bear crosses. Fare you well: commend me to my,1.2.223,
,,cousin Westmoreland.,1.2.224,
,,,,Exeunt Chief-Justice and Servant
,FALSTAFF,,,
,,"If I do, fillip me with a three-man beetle. A man",1.2.225,
,,can no more separate age and covetousness than a',1.2.226,
