Title,Chapter,Player,Line,Line ID,Stage Direction
,,PAGE,,,
,,,[Within]  Who's there?,1.1.64,
,,,,,Enter PAGE
,,SIR HUGH EVANS,,,
,,,"Here is Got's plessing, and your friend, and Justice",1.1.65,
,,,"Shallow; and here young Master Slender, that",1.1.66,
,,,"peradventures shall tell you another tale, if",1.1.67,
,,,matters grow to your likings.,1.1.68,
,,PAGE,,,
,,,I am glad to see your worships well.,1.1.69,
,,,"I thank you for my venison, Master Shallow.",1.1.70,
,,SHALLOW,,,
,,,"Master Page, I am glad to see you: much good do it",1.1.71,
,,,your good heart! I wished your venison better; it,1.1.72,
,,,was ill killed. How doth good Mistress Page?--and I,1.1.73,
,,,"thank you always with my heart, la! with my heart.",1.1.74,
,,PAGE,,,
,,,"Sir, I thank you.",1.1.75,
,,SHALLOW,,,
,,,"Sir, I thank you; by yea and no, I do.",1.1.76,
,,PAGE,,,
,,,"I am glad to see you, good Master Slender.",1.1.77,
,,SLENDER,,,
,,,"How does your fallow greyhound, sir? I heard say he",1.1.78,
,,,was outrun on Cotsall.,1.1.79,
,,PAGE,,,
,,,"It could not be judged, sir.",1.1.80,
,,SLENDER,,,
,,,"You'll not confess, you'll not confess.",1.1.81,
,,SHALLOW,,,
,,,"That he will not. 'Tis your fault, 'tis your fault;",1.1.82,
,,,'tis a good dog.,1.1.83,
,,PAGE,,,
,,,"A cur, sir.",1.1.84,
,,SHALLOW,,,
,,,"Sir, he's a good dog, and a fair dog: can there be",1.1.85,
,,,more said? he is good and fair. Is Sir John,1.1.86,
,,,Falstaff here?,1.1.87,
,,PAGE,,,
,,,"Sir, he is within; and I would I could do a good",1.1.88,
,,,office between you.,1.1.89,
,,SIR HUGH EVANS,,,
,,,It is spoke as a Christians ought to speak.,1.1.90,
,,SHALLOW,,,
,,,"He hath wronged me, Master Page.",1.1.91,
,,PAGE,,,
,,,"Sir, he doth in some sort confess it.",1.1.92,
,,SHALLOW,,,
,,,"If it be confessed, it is not redress'd: is not that",1.1.93,
,,,"so, Master Page? He hath wronged me; indeed he",1.1.94,
,,,"hath, at a word, he hath, believe me: Robert",1.1.95,
,,,"Shallow, esquire, saith, he is wronged.",1.1.96,
,,PAGE,,,
,,,Here comes Sir John.,1.1.97,
,,,,,"Enter FALSTAFF, BARDOLPH, NYM, and PISTOL"
,,FALSTAFF,,,
,,,"Now, Master Shallow, you'll complain of me to the king?",1.1.98,
,,SHALLOW,,,
,,,"Knight, you have beaten my men, killed my deer, and",1.1.99,
,,,broke open my lodge.,1.1.100,
,,FALSTAFF,,,
,,,But not kissed your keeper's daughter?,1.1.101,
,,SHALLOW,,,
,,,"Tut, a pin! this shall be answered.",1.1.102,
,,FALSTAFF,,,
,,,I will answer it straight; I have done all this.,1.1.103,
,,,That is now answered.,1.1.104,
,,SHALLOW,,,
,,,The council shall know this.,1.1.105,
,,FALSTAFF,,,
,,,'Twere better for you if it were known in counsel:,1.1.106,
,,,you'll be laughed at.,1.1.107,
,,SIR HUGH EVANS,,,
,,,"Pauca verba, Sir John; goot worts.",1.1.108,
,,FALSTAFF,,,
,,,"Good worts! good cabbage. Slender, I broke your",1.1.109,
,,,head: what matter have you against me?,1.1.110,
,,SLENDER,,,
,,,"Marry, sir, I have matter in my head against you;",1.1.111,
,,,"and against your cony-catching rascals, Bardolph,",1.1.112,
,,,"Nym, and Pistol.",1.1.113,
,,BARDOLPH,,,
,,,You Banbury cheese!,1.1.114,
,,SLENDER,,,
,,,"Ay, it is no matter.",1.1.115,
,,PISTOL,,,
,,,"How now, Mephostophilus!",1.1.116,
,,SLENDER,,,
,,,"Ay, it is no matter.",1.1.117,
,,NYM,,,
,,,"Slice, I say! pauca, pauca: slice! that's my humour.",1.1.118,
,,SLENDER,,,
,,,"Where's Simple, my man? Can you tell, cousin?",1.1.119,
,,SIR HUGH EVANS,,,
,,,"Peace, I pray you. Now let us understand. There is",1.1.120,
,,,"three umpires in this matter, as I understand; that",1.1.121,
,,,"is, Master Page, fidelicet Master Page; and there is",1.1.122,
,,,"myself, fidelicet myself; and the three party is,",1.1.123,
,,,"lastly and finally, mine host of the Garter.",1.1.124,
,,PAGE,,,
,,,"We three, to hear it and end it between them.",1.1.125,
,,SIR HUGH EVANS,,,
,,,Fery goot: I will make a prief of it in my note-,1.1.126,
,,,book; and we will afterwards ork upon the cause with,1.1.127,
,,,as great discreetly as we can.,1.1.128,
,,FALSTAFF,,,
,,,Pistol!,1.1.129,
,,PISTOL,,,
,,,He hears with ears.,1.1.130,
,,SIR HUGH EVANS,,,
,,,"The tevil and his tam! what phrase is this, 'He",1.1.131,
,,,"hears with ear'? why, it is affectations.",1.1.132,
,,FALSTAFF,,,
,,,"Pistol, did you pick Master Slender's purse?",1.1.133,
,,SLENDER,,,
,,,"Ay, by these gloves, did he, or I would I might",1.1.134,
,,,"never come in mine own great chamber again else, of",1.1.135,
,,,"seven groats in mill-sixpences, and two Edward",1.1.136,
,,,"shovel-boards, that cost me two shilling and two",1.1.137,
,,,"pence apiece of Yead Miller, by these gloves.",1.1.138,
,,FALSTAFF,,,
,,,"Is this true, Pistol?",1.1.139,
,,SIR HUGH EVANS,,,
,,,"No; it is false, if it is a pick-purse.",1.1.140,
,,PISTOL,,,
,,,"Ha, thou mountain-foreigner! Sir John and Master mine,",1.1.141,
,,,I combat challenge of this latten bilbo.,1.1.142,
,,,Word of denial in thy labras here!,1.1.143,
,,,"Word of denial: froth and scum, thou liest!",1.1.144,
,,SLENDER,,,
,,,"By these gloves, then, 'twas he.",1.1.145,
,,NYM,,,
,,,"Be avised, sir, and pass good humours: I will say",1.1.146,
,,,"'marry trap' with you, if you run the nuthook's",1.1.147,
,,,humour on me; that is the very note of it.,1.1.148,
,,SLENDER,,,
,,,"By this hat, then, he in the red face had it; for",1.1.149,
,,,though I cannot remember what I did when you made me,1.1.150,
,,,"drunk, yet I am not altogether an ass.",1.1.151,
,,FALSTAFF,,,
,,,"What say you, Scarlet and John?",1.1.152,
,,BARDOLPH,,,
,,,"Why, sir, for my part I say the gentleman had drunk",1.1.153,
,,,himself out of his five sentences.,1.1.154,
,,SIR HUGH EVANS,,,
,,,"It is his five senses: fie, what the ignorance is!",1.1.155,
,,BARDOLPH,,,
,,,"And being fap, sir, was, as they say, cashiered; and",1.1.156,
,,,so conclusions passed the careires.,1.1.157,
,,SLENDER,,,
,,,"Ay, you spake in Latin then too; but 'tis no",1.1.158,
,,,"matter: I'll ne'er be drunk whilst I live again,",1.1.159,
,,,"but in honest, civil, godly company, for this trick:",1.1.160,
,,,"if I be drunk, I'll be drunk with those that have",1.1.161,
,,,"the fear of God, and not with drunken knaves.",1.1.162,
,,SIR HUGH EVANS,,,
,,,"So Got udge me, that is a virtuous mind.",1.1.163,
,,FALSTAFF,,,
,,,"You hear all these matters denied, gentlemen; you hear it.",1.1.164,
,,,,,"Enter ANNE PAGE, with wine; MISTRESS FORD and MISTRESS PAGE, following"
,,PAGE,,,
,,,"Nay, daughter, carry the wine in; we'll drink within.",1.1.165,
,,,,,Exit ANNE PAGE
,,SLENDER,,,
,,,O heaven! this is Mistress Anne Page.,1.1.166,
,,PAGE,,,
,,,"How now, Mistress Ford!",1.1.167,
,,FALSTAFF,,,
,,,"Mistress Ford, by my troth, you are very well met:",1.1.168,
,,,"by your leave, good mistress.",1.1.169,
,,,,,Kisses her
,,PAGE,,,
,,,"Wife, bid these gentlemen welcome. Come, we have a",1.1.170,
,,,"hot venison pasty to dinner: come, gentlemen, I hope",1.1.171,
,,,we shall drink down all unkindness.,1.1.172,
,,,,,"Exeunt all except SHALLOW, SLENDER, and SIR HUGH EVANS"
,,SLENDER,,,
,,,I had rather than forty shillings I had my Book of,1.1.173,
,,,Songs and Sonnets here.,1.1.174,
,,,,,Enter SIMPLE
,,,"How now, Simple! where have you been? I must wait",1.1.175,
,,,"on myself, must I? You have not the Book of Riddles",1.1.176,
,,,"about you, have you?",1.1.177,
,,SIMPLE,,,
,,,"Book of Riddles! why, did you not lend it to Alice",1.1.178,
,,,"Shortcake upon All-hallowmas last, a fortnight",1.1.179,
,,,afore Michaelmas?,1.1.180,
,,SHALLOW,,,
,,,"Come, coz; come, coz; we stay for you. A word with",1.1.181,
,,,"you, coz; marry, this, coz: there is, as 'twere, a",1.1.182,
,,,"tender, a kind of tender, made afar off by Sir Hugh",1.1.183,
,,,here. Do you understand me?,1.1.184,
,,SLENDER,,,
,,,"Ay, sir, you shall find me reasonable; if it be so,",1.1.185,
,,,I shall do that that is reason.,1.1.186,
,,SHALLOW,,,
,,,"Nay, but understand me.",1.1.187,
,,SLENDER,,,
,,,"So I do, sir.",1.1.188,
,,SIR HUGH EVANS,,,
,,,"Give ear to his motions, Master Slender: I will",1.1.189,
,,,"description the matter to you, if you be capacity of it.",1.1.190,
,,SLENDER,,,
,,,"Nay, I will do as my cousin Shallow says: I pray",1.1.191,
,,,"you, pardon me; he's a justice of peace in his",1.1.192,
,,,"country, simple though I stand here.",1.1.193,
,,SIR HUGH EVANS,,,
,,,But that is not the question: the question is,1.1.194,
,,,concerning your marriage.,1.1.195,
,,SHALLOW,,,
,,,"Ay, there's the point, sir.",1.1.196,
,,SIR HUGH EVANS,,,
,,,"Marry, is it; the very point of it; to Mistress Anne Page.",1.1.197,
,,SLENDER,,,
,,,"Why, if it be so, I will marry her upon any",1.1.198,
,,,reasonable demands.,1.1.199,
,,SIR HUGH EVANS,,,
,,,But can you affection the 'oman? Let us command to,1.1.200,
,,,know that of your mouth or of your lips; for divers,1.1.201,
,,,philosophers hold that the lips is parcel of the,1.1.202,
,,,"mouth. Therefore, precisely, can you carry your",1.1.203,
,,,good will to the maid?,1.1.204,
,,SHALLOW,,,
,,,"Cousin Abraham Slender, can you love her?",1.1.205,
,,SLENDER,,,
,,,"I hope, sir, I will do as it shall become one that",1.1.206,
,,,would do reason.,1.1.207,
,,SIR HUGH EVANS,,,
,,,"Nay, Got's lords and his ladies! you must speak",1.1.208,
,,,"possitable, if you can carry her your desires",1.1.209,
,,,towards her.,1.1.210,
,,SHALLOW,,,
,,,"That you must. Will you, upon good dowry, marry her?",1.1.211,
,,SLENDER,,,
,,,"I will do a greater thing than that, upon your",1.1.212,
,,,"request, cousin, in any reason.",1.1.213,
,,SHALLOW,,,
,,,"Nay, conceive me, conceive me, sweet coz: what I do",1.1.214,
,,,"is to pleasure you, coz. Can you love the maid?",1.1.215,
,,SLENDER,,,
,,,"I will marry her, sir, at your request: but if there",1.1.216,
,,,"be no great love in the beginning, yet heaven may",1.1.217,
,,,"decrease it upon better acquaintance, when we are",1.1.218,
,,,married and have more occasion to know one another;,1.1.219,
,,,"I hope, upon familiarity will grow more contempt:",1.1.220,
,,,"but if you say, 'Marry her,' I will marry her; that",1.1.221,
,,,"I am freely dissolved, and dissolutely.",1.1.222,
,,SIR HUGH EVANS,,,
,,,It is a fery discretion answer; save the fall is in,1.1.223,
,,,"the ort 'dissolutely:' the ort is, according to our",1.1.224,
,,,"meaning, 'resolutely:' his meaning is good.",1.1.225,
,,SHALLOW,,,
,,,"Ay, I think my cousin meant well.",1.1.226,
,,SLENDER,,,
,,,"Ay, or else I would I might be hanged, la!",1.1.227,
,,SHALLOW,,,
,,,Here comes fair Mistress Anne.,1.1.228,
,,,,,Re-enter ANNE PAGE
,,,"Would I were young for your sake, Mistress Anne!",1.1.229,
,,ANNE PAGE,,,
,,,The dinner is on the table; my father desires your,1.1.230,
,,,worships' company.,1.1.231,
,,SHALLOW,,,
,,,"I will wait on him, fair Mistress Anne.",1.1.232,
,,SIR HUGH EVANS,,,
,,,Od's plessed will! I will not be absence at the grace.,1.1.233,
,,,,,Exeunt SHALLOW and SIR HUGH EVANS
,,ANNE PAGE,,,
,,,"Will't please your worship to come in, sir?",1.1.234,
,,SLENDER,,,
,,,"No, I thank you, forsooth, heartily; I am very well.",1.1.235,
,,ANNE PAGE,,,
,,,"The dinner attends you, sir.",1.1.236,
,,SLENDER,,,
,,,"I am not a-hungry, I thank you, forsooth. Go,",1.1.237,
,,,"sirrah, for all you are my man, go wait upon my",1.1.238,
,,,cousin Shallow.,1.1.239,
,,,,,Exit SIMPLE
,,,A justice of peace sometimes may be beholding to his,1.1.240,
,,,friend for a man. I keep but three men and a boy,1.1.241,
,,,"yet, till my mother be dead: but what though? Yet I",1.1.242,
,,,live like a poor gentleman born.,1.1.243,
,,ANNE PAGE,,,
,,,I may not go in without your worship: they will not,1.1.244,
,,,sit till you come.,1.1.245,
,,SLENDER,,,
,,,"I' faith, I'll eat nothing; I thank you as much as",1.1.246,
,,,though I did.,1.1.247,
,,ANNE PAGE,,,
,,,"I pray you, sir, walk in.",1.1.248,
,,SLENDER,,,
,,,"I had rather walk here, I thank you. I bruised",1.1.249,
,,,my shin th' other day with playing at sword and,1.1.250,
,,,dagger with a master of fence; three veneys for a,1.1.251,
,,,"dish of stewed prunes; and, by my troth, I cannot",1.1.252,
,,,abide the smell of hot meat since. Why do your,1.1.253,
,,,dogs bark so? be there bears i' the town?,1.1.254,
,,ANNE PAGE,,,
,,,"I think there are, sir; I heard them talked of.",1.1.255,
,,SLENDER,,,
,,,I love the sport well but I shall as soon quarrel at,1.1.256,
,,,"it as any man in England. You are afraid, if you see",1.1.257,
,,,"the bear loose, are you not?",1.1.258,
,,ANNE PAGE,,,
,,,"Ay, indeed, sir.",1.1.259,
,,SLENDER,,,
,,,"That's meat and drink to me, now. I have seen",1.1.260,
,,,"Sackerson loose twenty times, and have taken him by",1.1.261,
,,,"the chain; but, I warrant you, the women have so",1.1.262,
,,,"cried and shrieked at it, that it passed: but women,",1.1.263,
,,,"indeed, cannot abide 'em; they are very ill-favored",1.1.264,
,,,rough things.,1.1.265,
,,,,,Re-enter PAGE
,,PAGE,,,
,,,"Come, gentle Master Slender, come; we stay for you.",1.1.266,
,,SLENDER,,,
,,,"I'll eat nothing, I thank you, sir.",1.1.267,
,,PAGE,,,
,,,"By cock and pie, you shall not choose, sir! come, come.",1.1.268,
,,SLENDER,,,
,,,"Nay, pray you, lead the way.",1.1.269,
,,PAGE,,,
,,,"Come on, sir.",1.1.270,
,,SLENDER,,,
,,,"Mistress Anne, yourself shall go first.",1.1.271,
,,ANNE PAGE,,,
,,,"Not I, sir; pray you, keep on.",1.1.272,
,,SLENDER,,,
,,,I'll rather be unmannerly than troublesome.,1.1.273,
,,,"You do yourself wrong, indeed, la!",1.1.274,
,,,,,Exeunt
,SCENE II. The same.,,,,
,,,,,Enter SIR HUGH EVANS and SIMPLE
,,SIR HUGH EVANS,,,
,,,"Go your ways, and ask of Doctor Caius' house which",1.2.1,
,,,"is the way: and there dwells one Mistress Quickly,",1.2.2,
,,,"which is in the manner of his nurse, or his dry",1.2.3,
,,,"nurse, or his cook, or his laundry, his washer, and",1.2.4,
,,,his wringer.,1.2.5,
,,SIMPLE,,,
,,,"Well, sir.",1.2.6,
,,SIR HUGH EVANS,,,
,,,"Nay, it is petter yet. Give her this letter; for it",1.2.7,
,,,is a 'oman that altogether's acquaintance with,1.2.8,
,,,"Mistress Anne Page: and the letter is, to desire",1.2.9,
,,,and require her to solicit your master's desires to,1.2.10,
,,,"Mistress Anne Page. I pray you, be gone: I will",1.2.11,
,,,make an end of my dinner; there's pippins and cheese to come.,1.2.12,
,,,,,Exeunt
,SCENE III. A room in the Garter Inn.,,,,
,,,,,"Enter FALSTAFF, Host, BARDOLPH, NYM, PISTOL, and ROBIN"
,,FALSTAFF,,,
,,,Mine host of the Garter!,1.3.1,
,,Host,,,
,,,What says my bully-rook? speak scholarly and wisely.,1.3.2,
,,FALSTAFF,,,
,,,"Truly, mine host, I must turn away some of my",1.3.3,
,,,followers.,1.3.4,
,,Host,,,
,,,"Discard, bully Hercules; cashier: let them wag; trot, trot.",1.3.5,
,,FALSTAFF,,,
,,,I sit at ten pounds a week.,1.3.6,
,,Host,,,
,,,"Thou'rt an emperor, Caesar, Keisar, and Pheezar. I",1.3.7,
,,,"will entertain Bardolph; he shall draw, he shall",1.3.8,
,,,"tap: said I well, bully Hector?",1.3.9,
,,FALSTAFF,,,
,,,"Do so, good mine host.",1.3.10,
,,Host,,,
,,,I have spoke; let him follow.,1.3.11,
,,,,,To BARDOLPH
,,,Let me see thee froth and lime: I am at a word; follow.,1.3.12,
,,,,,Exit
,,FALSTAFF,,,
,,,"Bardolph, follow him. A tapster is a good trade:",1.3.13,
,,,an old cloak makes a new jerkin; a withered,1.3.14,
,,,serving-man a fresh tapster. Go; adieu.,1.3.15,
,,BARDOLPH,,,
,,,It is a life that I have desired: I will thrive.,1.3.16,
,,PISTOL,,,
,,,O base Hungarian wight! wilt thou the spigot wield?,1.3.17,
,,,,,Exit BARDOLPH
,,NYM,,,
,,,He was gotten in drink: is not the humour conceited?,1.3.18,
,,FALSTAFF,,,
,,,I am glad I am so acquit of this tinderbox: his,1.3.19,
,,,thefts were too open; his filching was like an,1.3.20,
,,,unskilful singer; he kept not time.,1.3.21,
,,NYM,,,
,,,The good humour is to steal at a minute's rest.,1.3.22,
,,PISTOL,,,
,,,"'Convey,' the wise it call. 'Steal!' foh! a fico",1.3.23,
,,,for the phrase!,1.3.24,
,,FALSTAFF,,,
,,,"Well, sirs, I am almost out at heels.",1.3.25,
,,PISTOL,,,
,,,"Why, then, let kibes ensue.",1.3.26,
,,FALSTAFF,,,
,,,There is no remedy; I must cony-catch; I must shift.,1.3.27,
,,PISTOL,,,
,,,Young ravens must have food.,1.3.28,
,,FALSTAFF,,,
,,,Which of you know Ford of this town?,1.3.29,
,,PISTOL,,,
,,,I ken the wight: he is of substance good.,1.3.30,
,,FALSTAFF,,,
,,,"My honest lads, I will tell you what I am about.",1.3.31,
,,PISTOL,,,
,,,"Two yards, and more.",1.3.32,
,,FALSTAFF,,,
,,,"No quips now, Pistol! Indeed, I am in the waist two",1.3.33,
,,,yards about; but I am now about no waste; I am about,1.3.34,
,,,"thrift. Briefly, I do mean to make love to Ford's",1.3.35,
,,,"wife: I spy entertainment in her; she discourses,",1.3.36,
,,,"she carves, she gives the leer of invitation: I",1.3.37,
,,,can construe the action of her familiar style; and,1.3.38,
,,,"the hardest voice of her behavior, to be Englished",1.3.39,
,,,"rightly, is, 'I am Sir John Falstaff's.'",1.3.40,
,,PISTOL,,,
,,,"He hath studied her will, and translated her will,",1.3.41,
,,,out of honesty into English.,1.3.42,
,,NYM,,,
,,,The anchor is deep: will that humour pass?,1.3.43,
,,FALSTAFF,,,
,,,"Now, the report goes she has all the rule of her",1.3.44,
,,,husband's purse: he hath a legion of angels.,1.3.45,
,,PISTOL,,,
,,,"As many devils entertain; and 'To her, boy,' say I.",1.3.46,
,,NYM,,,
,,,The humour rises; it is good: humour me the angels.,1.3.47,
,,FALSTAFF,,,
,,,I have writ me here a letter to her: and here,1.3.48,
,,,"another to Page's wife, who even now gave me good",1.3.49,
,,,"eyes too, examined my parts with most judicious",1.3.50,
,,,oeillades; sometimes the beam of her view gilded my,1.3.51,
,,,"foot, sometimes my portly belly.",1.3.52,
,,PISTOL,,,
,,,Then did the sun on dunghill shine.,1.3.53,
,,NYM,,,
,,,I thank thee for that humour.,1.3.54,
,,FALSTAFF,,,
,,,"O, she did so course o'er my exteriors with such a",1.3.55,
,,,"greedy intention, that the appetite of her eye did",1.3.56,
,,,seem to scorch me up like a burning-glass! Here's,1.3.57,
,,,another letter to her: she bears the purse too; she,1.3.58,
,,,"is a region in Guiana, all gold and bounty. I will",1.3.59,
,,,"be cheater to them both, and they shall be",1.3.60,
,,,exchequers to me; they shall be my East and West,1.3.61,
,,,"Indies, and I will trade to them both. Go bear thou",1.3.62,
,,,this letter to Mistress Page; and thou this to,1.3.63,
,,,"Mistress Ford: we will thrive, lads, we will thrive.",1.3.64,
,,PISTOL,,,
,,,"Shall I Sir Pandarus of Troy become,",1.3.65,
,,,"And by my side wear steel? then, Lucifer take all!",1.3.66,
,,NYM,,,
,,,"I will run no base humour: here, take the",1.3.67,
,,,humour-letter: I will keep the havior of reputation.,1.3.68,
,,FALSTAFF,,,
,,,"[To ROBIN]  Hold, sirrah, bear you these letters tightly;",1.3.69,
,,,Sail like my pinnace to these golden shores.,1.3.70,
,,,"Rogues, hence, avaunt! vanish like hailstones, go;",1.3.71,
,,,"Trudge, plod away o' the hoof; seek shelter, pack!",1.3.72,
,,,"Falstaff will learn the humour of the age,",1.3.73,
,,,"French thrift, you rogues; myself and skirted page.",1.3.74,
,,,,,Exeunt FALSTAFF and ROBIN
,,PISTOL,,,
,,,"Let vultures gripe thy guts! for gourd and fullam holds,",1.3.75,
,,,And high and low beguiles the rich and poor:,1.3.76,
,,,"Tester I'll have in pouch when thou shalt lack,",1.3.77,
,,,Base Phrygian Turk!,1.3.78,
,,NYM,,,
,,,I have operations which be humours of revenge.,1.3.79,
,,PISTOL,,,
,,,Wilt thou revenge?,1.3.80,
,,NYM,,,
,,,By welkin and her star!,1.3.81,
,,PISTOL,,,
,,,With wit or steel?,1.3.82,
,,NYM,,,
,,,"With both the humours, I:",1.3.83,
,,,I will discuss the humour of this love to Page.,1.3.84,
,,PISTOL,,,
,,,And I to Ford shall eke unfold,1.3.85,
,,,"How Falstaff, varlet vile,",1.3.86,
,,,"His dove will prove, his gold will hold,",1.3.87,
,,,And his soft couch defile.,1.3.88,
,,NYM,,,
,,,My humour shall not cool: I will incense Page to,1.3.89,
,,,deal with poison; I will possess him with,1.3.90,
,,,"yellowness, for the revolt of mine is dangerous:",1.3.91,
,,,that is my true humour.,1.3.92,
,,PISTOL,,,
,,,Thou art the Mars of malecontents: I second thee; troop on.,1.3.93,
,,,,,Exeunt
,SCENE IV. A room in DOCTOR CAIUS' house.,,,,
,,,,,"Enter MISTRESS QUICKLY, SIMPLE, and RUGBY"
,,MISTRESS QUICKLY,,,
,,,"What, John Rugby! I pray thee, go to the casement,",1.4.1,
,,,"and see if you can see my master, Master Doctor",1.4.2,
,,,"Caius, coming. If he do, i' faith, and find any",1.4.3,
,,,"body in the house, here will be an old abusing of",1.4.4,
,,,God's patience and the king's English.,1.4.5,
,,RUGBY,,,
,,,I'll go watch.,1.4.6,
,,MISTRESS QUICKLY,,,
,,,"Go; and we'll have a posset for't soon at night, in",1.4.7,
,,,"faith, at the latter end of a sea-coal fire.",1.4.8,
,,,,,Exit RUGBY
,,,"An honest, willing, kind fellow, as ever servant",1.4.9,
,,,"shall come in house withal, and, I warrant you, no",1.4.10,
,,,"tell-tale nor no breed-bate: his worst fault is,",1.4.11,
,,,that he is given to prayer; he is something peevish,1.4.12,
,,,that way: but nobody but has his fault; but let,1.4.13,
,,,"that pass. Peter Simple, you say your name is?",1.4.14,
,,SIMPLE,,,
,,,"Ay, for fault of a better.",1.4.15,
,,MISTRESS QUICKLY,,,
,,,And Master Slender's your master?,1.4.16,
,,SIMPLE,,,
,,,"Ay, forsooth.",1.4.17,
,,MISTRESS QUICKLY,,,
,,,"Does he not wear a great round beard, like a",1.4.18,
,,,glover's paring-knife?,1.4.19,
,,SIMPLE,,,
,,,"No, forsooth: he hath but a little wee face, with a",1.4.20,
,,,"little yellow beard, a Cain-coloured beard.",1.4.21,
,,MISTRESS QUICKLY,,,
,,,"A softly-sprighted man, is he not?",1.4.22,
,,SIMPLE,,,
,,,"Ay, forsooth: but he is as tall a man of his hands",1.4.23,
,,,as any is between this and his head; he hath fought,1.4.24,
,,,with a warrener.,1.4.25,
,,MISTRESS QUICKLY,,,
,,,"How say you? O, I should remember him: does he not",1.4.26,
